NoteID,CanonicalWord,MatchKey,SenseLabel,PrimaryOriginKey,CreatedSource,CreatedSourceBook,Status
KV000001,book,book,书；书本,rj_start1|book,rj_start1,1年级上,active
KV000683,south,south,南；南方,rj_start1|south,rj_start1,6年级上,active
KV000684,east,east,东；东方,rj_start1|east,rj_start1,6年级上,active
KV000685,west,west,西；西方,rj_start1|west,rj_start1,6年级上,active
KV000686,famous,famous,著名的,rj_start1|famous,rj_start1,6年级上,active
KV000687,temple,temple,寺庙；庙宇,rj_start1|temple,rj_start1,6年级上,active
KV000688,around,around,周围；四处,rj_start1|around,rj_start1,6年级上,active
KV000689,the Yangtze River,the yangtze river,长江,rj_start1|the yangtze river,rj_start1,6年级上,active
KV000690,foggy,foggy,有雾的,rj_start1|foggy,rj_start1,6年级上,active
KV000691,spicy,spicy,辣的；辛辣的,rj_start1|spicy,rj_start1,6年级上,active
KV000692,silk,silk,丝绸,rj_start1|silk,rj_start1,6年级上,active
KV000693,forest,forest,森林,rj_start1|forest,rj_start1,6年级上,active
KV000694,stone,stone,石头；石料,rj_start1|stone,rj_start1,6年级上,active
KV000695,London,london,伦敦,rj_start1|london,rj_start1,6年级上,active
KV000696,Toronto,toronto,多伦多,rj_start1|toronto,rj_start1,6年级上,active
KV000697,Sydney,sydney,悉尼,rj_start1|sydney,rj_start1,6年级上,active
KV000698,Washington D.C.,washington d.c.,华盛顿特区,rj_start1|washington d.c.,rj_start1,6年级上,active
KV000699,the British Museum,the british museum,大英博物馆,rj_start1|the british museum,rj_start1,6年级上,active
KV000700,the CN Tower,the cn tower,加拿大国家电视塔；CN塔,rj_start1|the cn tower,rj_start1,6年级上,active
KV000701,kangaroo,kangaroo,袋鼠,rj_start1|kangaroo,rj_start1,6年级上,active
KV000702,the Opera House,the opera house,悉尼歌剧院,rj_start1|the opera house,rj_start1,6年级上,active
KV000703,the White House,the white house,白宫,rj_start1|the white house,rj_start1,6年级上,active
KV000704,clock,clock,时钟；钟,rj_start1|clock,rj_start1,6年级上,active
KV000705,speak,speak,说；讲（某种语言）,rj_start1|speak,rj_start1,6年级上,active
KV000706,French,french,法语；法国的,rj_start1|french,rj_start1,6年级上,active
KV000707,Tower Bridge,tower bridge,伦敦塔桥,rj_start1|tower bridge,rj_start1,6年级上,active
KV000708,the London Eye,the london eye,伦敦眼,rj_start1|the london eye,rj_start1,6年级上,active
KV000709,hiking,hiking,徒步旅行,rj_start1|hiking,rj_start1,6年级上,active
KV000710,sunrise,sunrise,日出,rj_start1|sunrise,rj_start1,6年级上,active
KV000711,president,president,总统,rj_start1|president,rj_start1,6年级上,active
KV000712,reptile,reptile,爬行动物,rj_start1|reptile,rj_start1,6年级上,active
KV000713,mammal,mammal,哺乳动物,rj_start1|mammal,rj_start1,6年级上,active
KV000714,insect,insect,昆虫,rj_start1|insect,rj_start1,6年级上,active
KV000715,penguin,penguin,企鹅,rj_start1|penguin,rj_start1,6年级上,active
KV000716,shark,shark,鲨鱼,rj_start1|shark,rj_start1,6年级上,active
KV000717,whale,whale,鲸,rj_start1|whale,rj_start1,6年级上,active
KV000718,kind,kind,种类；类型,rj_start1|kind,rj_start1,6年级上,active
KV000719,metre,metre,米,rj_start1|metre,rj_start1,6年级上,active
KV000720,spend,spend,花费；度过,rj_start1|spend,rj_start1,6年级上,active
KV000721,trunk,trunk,象鼻；树干,rj_start1|trunk,rj_start1,6年级上,active
KV000722,peanut,peanut,花生,rj_start1|peanut,rj_start1,6年级上,active
KV000723,fan,fan,扇子,rj_start1|fan,rj_start1,6年级上,active
KV000724,tusk,tusk,象牙；长牙,rj_start1|tusk,rj_start1,6年级上,active
KV000725,Africa,africa,非洲,rj_start1|africa,rj_start1,6年级上,active
KV000726,Asia,asia,亚洲,rj_start1|asia,rj_start1,6年级上,active
KV000727,smart,smart,聪明的；机灵的,rj_start1|smart,rj_start1,6年级上,active
KV000728,scared,scared,害怕的,rj_start1|scared,rj_start1,6年级上,active
KV000729,worried,worried,担心的,rj_start1|worried,rj_start1,6年级上,active
KV000730,angry,angry,生气的,rj_start1|angry,rj_start1,6年级上,active
KV000731,proud,proud,自豪的,rj_start1|proud,rj_start1,6年级上,active
KV000732,excited,excited,兴奋的；激动的,rj_start1|excited,rj_start1,6年级上,active
KV000733,ill,ill,生病的,rj_start1|ill,rj_start1,6年级上,active
KV000734,win,win,赢；获胜,rj_start1|win,rj_start1,6年级上,active
KV000735,race,race,比赛；赛跑,rj_start1|race,rj_start1,6年级上,active
KV000736,cry,cry,哭；哭泣,rj_start1|cry,rj_start1,6年级上,active
KV000737,because,because,因为,rj_start1|because,rj_start1,6年级上,active
KV000738,test,test,考试；测试,rj_start1|test,rj_start1,6年级上,active
KV000739,competition,competition,比赛；竞赛,rj_start1|competition,rj_start1,6年级上,active
KV000740,inventor,inventor,发明家,rj_start1|inventor,rj_start1,6年级上,active
KV000741,artist,artist,艺术家,rj_start1|artist,rj_start1,6年级上,active
KV000742,scientist,scientist,科学家,rj_start1|scientist,rj_start1,6年级上,active
KV000743,poet,poet,诗人,rj_start1|poet,rj_start1,6年级上,active
KV000744,writer,writer,作家,rj_start1|writer,rj_start1,6年级上,active
KV000745,American,american,美国的；美国人,rj_start1|american,rj_start1,6年级上,active
KV000746,Danish,danish,丹麦的；丹麦语,rj_start1|danish,rj_start1,6年级上,active
KV000747,poem,poem,诗,rj_start1|poem,rj_start1,6年级上,active
KV000748,invention,invention,发明；发明物,rj_start1|invention,rj_start1,6年级上,active
KV000749,invent,invent,发明,rj_start1|invent,rj_start1,6年级上,active
KV000750,story,story,故事,rj_start1|story,rj_start1,6年级上,active
KV000751,university,university,大学,rj_start1|university,rj_start1,6年级上,active
KV000752,deaf,deaf,聋的；失聪的,rj_start1|deaf,rj_start1,6年级上,active
KV000753,blind,blind,盲的；失明的,rj_start1|blind,rj_start1,6年级上,active
KV000754,fall,fall,落下；跌倒,rj_start1|fall,rj_start1,6年级上,active
KV000755,dumpling,dumpling,饺子,rj_start1|dumpling,rj_start1,6年级上,active
KV000756,ice lantern,ice lantern,冰灯,rj_start1|ice lantern,rj_start1,6年级上,active
KV000757,bring,bring,带来,rj_start1|bring,rj_start1,6年级上,active
KV000758,be afraid of,be afraid of,害怕,rj_start1|be afraid of,rj_start1,6年级上,active
KV000759,hear,hear,听见；听到,rj_start1|hear,rj_start1,6年级上,active
KV000760,pen pal,pen pal,笔友,rj_start1|pen pal,rj_start1,6年级上,active
KV000761,broken,broken,坏的；破损的,rj_start1|broken,rj_start1,6年级上,active
KV000762,pity,pity,遗憾；可惜,rj_start1|pity,rj_start1,6年级上,active
KV000763,prize,prize,奖品；奖项,rj_start1|prize,rj_start1,6年级上,active
KV000764,live,live,居住；生活,rj_start1|live,rj_start1,6年级下,active
KV000765,quite,quite,很；相当,rj_start1|quite,rj_start1,6年级下,active
KV000766,scarf,scarf,围巾,rj_start1|scarf,rj_start1,6年级下,active
KV000767,airport,airport,机场,rj_start1|airport,rj_start1,6年级下,active
KV000768,pupil,pupil,小学生；学生,rj_start1|pupil,rj_start1,6年级下,active
KV000769,arrive,arrive,到达,rj_start1|arrive,rj_start1,6年级下,active
KV000770,meet,meet,见面；遇见,rj_start1|meet,rj_start1,6年级下,active
KV000771,wardrobe,wardrobe,衣柜,rj_start1|wardrobe,rj_start1,6年级下,active
KV000772,show ... around,show ... around,带……参观,rj_start1|show ... around,rj_start1,6年级下,active
KV000773,Queen's Park,queen's park,皇后公园,rj_start1|queen's park,rj_start1,6年级下,active
KV000774,art gallery,art gallery,美术馆,rj_start1|art gallery,rj_start1,6年级下,active
KV000775,public library,public library,公共图书馆,rj_start1|public library,rj_start1,6年级下,active
KV000776,downtown,downtown,市中心；在市中心,rj_start1|downtown,rj_start1,6年级下,active
KV000777,Lake Ontario,lake ontario,安大略湖,rj_start1|lake ontario,rj_start1,6年级下,active
KV000778,stadium,stadium,体育场,rj_start1|stadium,rj_start1,6年级下,active
KV000779,volunteer,volunteer,志愿者；志愿服务,rj_start1|volunteer,rj_start1,6年级下,active
KV000780,sandwich,sandwich,三明治,rj_start1|sandwich,rj_start1,6年级下,active
KV000781,top,top,顶部；顶端,rj_start1|top,rj_start1,6年级下,active
KV000782,habit,habit,习惯,rj_start1|habit,rj_start1,6年级下,active
KV000783,idea,idea,想法；主意,rj_start1|idea,rj_start1,6年级下,active
KV000784,less,less,更少的；较少,rj_start1|less,rj_start1,6年级下,active
KV000785,at least,at least,至少,rj_start1|at least,rj_start1,6年级下,active
KV000786,talk about,talk about,谈论；讨论,rj_start1|talk about,rj_start1,6年级下,active
KV000787,hockey,hockey,冰球；曲棍球,rj_start1|hockey,rj_start1,6年级下,active
KV000788,beaver,beaver,海狸,rj_start1|beaver,rj_start1,6年级下,active
KV000789,raccoon,raccoon,浣熊,rj_start1|raccoon,rj_start1,6年级下,active
KV000790,moose,moose,驼鹿,rj_start1|moose,rj_start1,6年级下,active
KV000791,countryside,countryside,乡村；农村,rj_start1|countryside,rj_start1,6年级下,active
KV000792,Thanksgiving,thanksgiving,感恩节,rj_start1|thanksgiving,rj_start1,6年级下,active
KV000793,roast turkey,roast turkey,烤火鸡,rj_start1|roast turkey,rj_start1,6年级下,active
KV000794,squirrel,squirrel,松鼠,rj_start1|squirrel,rj_start1,6年级下,active
KV000795,swan,swan,天鹅,rj_start1|swan,rj_start1,6年级下,active
KV000796,wild goose,wild goose,大雁；野雁,rj_start1|wild goose,rj_start1,6年级下,active
KV000797,frog,frog,青蛙,rj_start1|frog,rj_start1,6年级下,active
KV000798,English-Chinese dictionary,english-chinese dictionary,英汉词典,rj_start1|english-chinese dictionary,rj_start1,6年级下,active
KV000799,shopping centre,shopping centre,购物中心,rj_start1|shopping centre,rj_start1,6年级下,active
KV000800,shopping mall,shopping mall,购物中心；商场,rj_start1|shopping mall,rj_start1,6年级下,active
KV000801,amazing,amazing,令人惊叹的；了不起的,rj_start1|amazing,rj_start1,6年级下,active
KV000802,hot pot,hot pot,火锅,rj_start1|hot pot,rj_start1,6年级下,active
