NoteID,CanonicalWord,MatchKey,SenseLabel,PrimaryOriginKey,CreatedSource,CreatedSourceBook,Status
KV001789,Germany,germany,德国,third-party-vocabulary|candidate:germany,third-party-vocabulary,external-evidence-corpus,active
KV001790,get lost,get lost,迷路,third-party-vocabulary|candidate:get lost,third-party-vocabulary,external-evidence-corpus,active
KV001791,get off,get off,下车,third-party-vocabulary|candidate:get off,third-party-vocabulary,external-evidence-corpus,active
KV001792,get on,get on,上车；登上,third-party-vocabulary|candidate:get on,third-party-vocabulary,external-evidence-corpus,active
KV001793,get out,get out,出去；走出,third-party-vocabulary|candidate:get out,third-party-vocabulary,external-evidence-corpus,active
KV001794,get through,get through,通过；穿过,third-party-vocabulary|candidate:get through,third-party-vocabulary,external-evidence-corpus,active
KV001795,get well,get well,康复；恢复健康,third-party-vocabulary|candidate:get well,third-party-vocabulary,external-evidence-corpus,active
KV001796,ghost,ghost,鬼；幽灵,third-party-vocabulary|candidate:ghost,third-party-vocabulary,external-evidence-corpus,active
KV001797,giant,giant,巨人；巨大的生物,third-party-vocabulary|candidate:giant,third-party-vocabulary,external-evidence-corpus,active
KV001798,gift shop,gift shop,礼品店,third-party-vocabulary|candidate:gift shop,third-party-vocabulary,external-evidence-corpus,active
KV001799,ginger,ginger,姜；生姜,third-party-vocabulary|candidate:ginger,third-party-vocabulary,external-evidence-corpus,active
KV001800,giraffe,giraffe,长颈鹿,third-party-vocabulary|candidate:giraffe,third-party-vocabulary,external-evidence-corpus,active
KV001801,give,give,给；给予,third-party-vocabulary|candidate:give,third-party-vocabulary,external-evidence-corpus,active
KV001802,give out,give out,分发；发出,third-party-vocabulary|candidate:give out,third-party-vocabulary,external-evidence-corpus,active
KV001803,given name,given name,名字；名,third-party-vocabulary|candidate:given name,third-party-vocabulary,external-evidence-corpus,active
KV001804,glad,glad,高兴的；乐意的,third-party-vocabulary|candidate:glad,third-party-vocabulary,external-evidence-corpus,active
KV001805,Glasgow,glasgow,格拉斯哥（英国城市）,third-party-vocabulary|candidate:glasgow,third-party-vocabulary,external-evidence-corpus,active
KV001806,glass,glass,玻璃；玻璃杯,third-party-vocabulary|candidate:glass,third-party-vocabulary,external-evidence-corpus,active
KV001807,glasses,glasses,眼镜,third-party-vocabulary|candidate:glasses,third-party-vocabulary,external-evidence-corpus,active
KV001808,glove,glove,手套,third-party-vocabulary|candidate:glove,third-party-vocabulary,external-evidence-corpus,active
KV001809,glue,glue,胶水；胶,third-party-vocabulary|candidate:glue,third-party-vocabulary,external-evidence-corpus,active
KV001810,go away,go away,离开；走开,third-party-vocabulary|candidate:go away,third-party-vocabulary,external-evidence-corpus,active
KV001811,go down,go down,下去；向下走,third-party-vocabulary|candidate:go down,third-party-vocabulary,external-evidence-corpus,active
KV001812,go on a trip,go on a trip,去旅行,third-party-vocabulary|candidate:go on a trip,third-party-vocabulary,external-evidence-corpus,active
KV001813,go out,go out,出去；外出,third-party-vocabulary|candidate:go out,third-party-vocabulary,external-evidence-corpus,active
KV001814,go to a movie,go to a movie,去看电影,third-party-vocabulary|candidate:go to a movie,third-party-vocabulary,external-evidence-corpus,active
KV001815,go to the library,go to the library,去图书馆,third-party-vocabulary|candidate:go to the library,third-party-vocabulary,external-evidence-corpus,active
KV001816,go to work,go to work,去上班；去工作,third-party-vocabulary|candidate:go to work,third-party-vocabulary,external-evidence-corpus,active
KV001817,goal,goal,目标,third-party-vocabulary|candidate:goal,third-party-vocabulary,external-evidence-corpus,active
KV001818,goalkeeper,goalkeeper,守门员,third-party-vocabulary|candidate:goalkeeper,third-party-vocabulary,external-evidence-corpus,active
KV001819,goat,goat,山羊,third-party-vocabulary|candidate:goat,third-party-vocabulary,external-evidence-corpus,active
KV001820,gold,gold,金；黄金；金色,third-party-vocabulary|candidate:gold,third-party-vocabulary,external-evidence-corpus,active
KV001821,golden,golden,金色的；金黄色的,third-party-vocabulary|candidate:golden,third-party-vocabulary,external-evidence-corpus,active
KV001822,goldfish,goldfish,金鱼,third-party-vocabulary|candidate:goldfish,third-party-vocabulary,external-evidence-corpus,active
KV001823,golf,golf,高尔夫球；高尔夫运动,third-party-vocabulary|candidate:golf,third-party-vocabulary,external-evidence-corpus,active
KV001824,good,good,好的；不错的,third-party-vocabulary|candidate:good,third-party-vocabulary,external-evidence-corpus,active
KV001825,good-looking,good-looking,好看的；漂亮的,third-party-vocabulary|candidate:good-looking,third-party-vocabulary,external-evidence-corpus,active
KV001826,goodbye,goodbye,再见,third-party-vocabulary|candidate:goodbye,third-party-vocabulary,external-evidence-corpus,active
KV001827,goose,goose,鹅,third-party-vocabulary|candidate:goose,third-party-vocabulary,external-evidence-corpus,active
KV001828,GPS,gps,全球定位系统；GPS,third-party-vocabulary|candidate:gps,third-party-vocabulary,external-evidence-corpus,active
KV001829,grab,grab,抓住；抓取,third-party-vocabulary|candidate:grab,third-party-vocabulary,external-evidence-corpus,active
KV001830,grandad,grandad,爷爷；外公,third-party-vocabulary|candidate:grandad,third-party-vocabulary,external-evidence-corpus,active
KV001831,grandchild,grandchild,孙子；孙女；外孙；外孙女,third-party-vocabulary|candidate:grandchild,third-party-vocabulary,external-evidence-corpus,active
KV001832,grandchildren,grandchildren,孙辈；孙子孙女（grandchild 的复数）,third-party-vocabulary|candidate:grandchildren,third-party-vocabulary,external-evidence-corpus,active
KV001833,granddaughter,granddaughter,孙女；外孙女,third-party-vocabulary|candidate:granddaughter,third-party-vocabulary,external-evidence-corpus,active
KV001834,grandma,grandma,奶奶；外婆,third-party-vocabulary|candidate:grandma,third-party-vocabulary,external-evidence-corpus,active
KV001835,grandpa,grandpa,爷爷；外公,third-party-vocabulary|candidate:grandpa,third-party-vocabulary,external-evidence-corpus,active
KV001836,grandson,grandson,孙子；外孙,third-party-vocabulary|candidate:grandson,third-party-vocabulary,external-evidence-corpus,active
KV001837,granny,granny,奶奶；外婆,third-party-vocabulary|candidate:granny,third-party-vocabulary,external-evidence-corpus,active
KV001838,grape,grape,葡萄,third-party-vocabulary|candidate:grape,third-party-vocabulary,external-evidence-corpus,active
KV001839,grassland,grassland,草原；草地,third-party-vocabulary|candidate:grassland,third-party-vocabulary,external-evidence-corpus,active
KV001840,gray,gray,灰色；灰色的,third-party-vocabulary|candidate:gray,third-party-vocabulary,external-evidence-corpus,active
KV001841,Great Britain,great britain,大不列颠,third-party-vocabulary|candidate:great britain,third-party-vocabulary,external-evidence-corpus,active
KV001842,Great Wall,great wall,长城,third-party-vocabulary|candidate:great wall,third-party-vocabulary,external-evidence-corpus,active
KV001843,green beans,green beans,四季豆；青豆,third-party-vocabulary|candidate:green beans,third-party-vocabulary,external-evidence-corpus,active
KV001844,greet,greet,问候；打招呼,third-party-vocabulary|candidate:greet,third-party-vocabulary,external-evidence-corpus,active
KV001845,greeting,greeting,问候；招呼,third-party-vocabulary|candidate:greeting,third-party-vocabulary,external-evidence-corpus,active
KV001846,grey,grey,灰色；灰色的,third-party-vocabulary|candidate:grey,third-party-vocabulary,external-evidence-corpus,active
KV001847,grocery,grocery,食品杂货；杂货,third-party-vocabulary|candidate:grocery,third-party-vocabulary,external-evidence-corpus,active
KV001848,ground,ground,地面；土地,third-party-vocabulary|candidate:ground,third-party-vocabulary,external-evidence-corpus,active
KV001849,group,group,组；小组,third-party-vocabulary|candidate:group,third-party-vocabulary,external-evidence-corpus,active
KV001850,grow,grow,生长；成长,third-party-vocabulary|candidate:grow,third-party-vocabulary,external-evidence-corpus,active
KV001851,grow crops,grow crops,种庄稼；种植农作物,third-party-vocabulary|candidate:grow crops,third-party-vocabulary,external-evidence-corpus,active
KV001852,grow up,grow up,长大；成长,third-party-vocabulary|candidate:grow up,third-party-vocabulary,external-evidence-corpus,active
KV001853,grown-up,grown-up,成年人；成年的,third-party-vocabulary|candidate:grown-up,third-party-vocabulary,external-evidence-corpus,active
KV001854,guide,guide,指南；指南书,third-party-vocabulary|candidate:guide,third-party-vocabulary,external-evidence-corpus,active
KV001855,guitar,guitar,吉他,third-party-vocabulary|candidate:guitar,third-party-vocabulary,external-evidence-corpus,active
KV001856,gun,gun,枪；枪支,third-party-vocabulary|candidate:gun,third-party-vocabulary,external-evidence-corpus,active
KV001857,guy,guy,家伙；人,third-party-vocabulary|candidate:guy,third-party-vocabulary,external-evidence-corpus,active
KV001858,hairpin,hairpin,发夹,third-party-vocabulary|candidate:hairpin,third-party-vocabulary,external-evidence-corpus,active
KV001859,Halloween,halloween,万圣节前夕,third-party-vocabulary|candidate:halloween,third-party-vocabulary,external-evidence-corpus,active
KV001860,ham,ham,火腿,third-party-vocabulary|candidate:ham,third-party-vocabulary,external-evidence-corpus,active
KV001861,hammer,hammer,锤子,third-party-vocabulary|candidate:hammer,third-party-vocabulary,external-evidence-corpus,active
KV001862,hamster,hamster,仓鼠,third-party-vocabulary|candidate:hamster,third-party-vocabulary,external-evidence-corpus,active
KV001863,hang,hang,悬挂；挂,third-party-vocabulary|candidate:hang,third-party-vocabulary,external-evidence-corpus,active
KV001864,hang glider,hang glider,滑翔翼,third-party-vocabulary|candidate:hang glider,third-party-vocabulary,external-evidence-corpus,active
KV001865,happen,happen,发生,third-party-vocabulary|candidate:happen,third-party-vocabulary,external-evidence-corpus,active
KV001866,happily,happily,快乐地；高兴地,third-party-vocabulary|candidate:happily,third-party-vocabulary,external-evidence-corpus,active
KV001867,happiness,happiness,幸福；快乐,third-party-vocabulary|candidate:happiness,third-party-vocabulary,external-evidence-corpus,active
KV001868,harbour,harbour,海港；港口,third-party-vocabulary|candidate:harbour,third-party-vocabulary,external-evidence-corpus,active
KV001869,harder,harder,更难的；更困难的,third-party-vocabulary|candidate:harder,third-party-vocabulary,external-evidence-corpus,active
KV001870,hardly,hardly,"几乎不,简直不",third-party-vocabulary|candidate:hardly,third-party-vocabulary,external-evidence-corpus,active
KV001871,hardly ever,hardly ever,几乎从不；很少,third-party-vocabulary|candidate:hardly ever,third-party-vocabulary,external-evidence-corpus,active
KV001872,hare,hare,野兔,third-party-vocabulary|candidate:hare,third-party-vocabulary,external-evidence-corpus,active
KV001873,hate,hate,讨厌；憎恨,third-party-vocabulary|candidate:hate,third-party-vocabulary,external-evidence-corpus,active
KV001874,have a cold,have a cold,感冒；患感冒,third-party-vocabulary|candidate:have a cold,third-party-vocabulary,external-evidence-corpus,active
KV001875,have a fever,have a fever,发烧,third-party-vocabulary|candidate:have a fever,third-party-vocabulary,external-evidence-corpus,active
KV001876,have a good time,have a good time,玩得开心；过得愉快,third-party-vocabulary|candidate:have a good time,third-party-vocabulary,external-evidence-corpus,active
KV001877,have a headache,have a headache,头痛；头疼,third-party-vocabulary|candidate:have a headache,third-party-vocabulary,external-evidence-corpus,active
KV001878,have a meeting,have a meeting,开会,third-party-vocabulary|candidate:have a meeting,third-party-vocabulary,external-evidence-corpus,active
KV001879,have a party,have a party,举行聚会；开派对,third-party-vocabulary|candidate:have a party,third-party-vocabulary,external-evidence-corpus,active
KV001880,have a rest,have a rest,休息一下,third-party-vocabulary|candidate:have a rest,third-party-vocabulary,external-evidence-corpus,active
KV001881,have a toothache,have a toothache,牙痛；牙疼,third-party-vocabulary|candidate:have a toothache,third-party-vocabulary,external-evidence-corpus,active
KV001882,have breakfast,have breakfast,吃早餐；吃早饭,third-party-vocabulary|candidate:have breakfast,third-party-vocabulary,external-evidence-corpus,active
KV001883,have dinner,have dinner,吃晚饭；吃正餐,third-party-vocabulary|candidate:have dinner,third-party-vocabulary,external-evidence-corpus,active
KV001884,have fun,have fun,玩得开心；玩得愉快,third-party-vocabulary|candidate:have fun,third-party-vocabulary,external-evidence-corpus,active
KV001885,have lunch,have lunch,吃午饭,third-party-vocabulary|candidate:have lunch,third-party-vocabulary,external-evidence-corpus,active
KV001886,have to,have to,必须；不得不,third-party-vocabulary|candidate:have to,third-party-vocabulary,external-evidence-corpus,active
KV001887,Hawaii,hawaii,夏威夷,third-party-vocabulary|candidate:hawaii,third-party-vocabulary,external-evidence-corpus,active
KV001888,hay,hay,干草,third-party-vocabulary|candidate:hay,third-party-vocabulary,external-evidence-corpus,active
KV001889,head teacher,head teacher,校长；班主任,third-party-vocabulary|candidate:head teacher,third-party-vocabulary,external-evidence-corpus,active
KV001890,health,health,健康,third-party-vocabulary|candidate:health,third-party-vocabulary,external-evidence-corpus,active
KV001891,healthy,healthy,健康的,third-party-vocabulary|candidate:healthy,third-party-vocabulary,external-evidence-corpus,active
KV001892,heart,heart,心；心脏,third-party-vocabulary|candidate:heart,third-party-vocabulary,external-evidence-corpus,active
KV001893,heat,heat,热；热量；高温,third-party-vocabulary|candidate:heat,third-party-vocabulary,external-evidence-corpus,active
KV001894,heaviest,heaviest,最重的,third-party-vocabulary|candidate:heaviest,third-party-vocabulary,external-evidence-corpus,active
KV001895,heavy,heavy,重的；沉重的,third-party-vocabulary|candidate:heavy,third-party-vocabulary,external-evidence-corpus,active
KV001896,height,height,身高；高度,third-party-vocabulary|candidate:height,third-party-vocabulary,external-evidence-corpus,active
KV001897,helicopter,helicopter,直升机,third-party-vocabulary|candidate:helicopter,third-party-vocabulary,external-evidence-corpus,active
KV001898,hello,hello,你好；喂,third-party-vocabulary|candidate:hello,third-party-vocabulary,external-evidence-corpus,active
KV001899,helmet,helmet,头盔,third-party-vocabulary|candidate:helmet,third-party-vocabulary,external-evidence-corpus,active
KV001900,hen,hen,母鸡,third-party-vocabulary|candidate:hen,third-party-vocabulary,external-evidence-corpus,active
KV001901,hero,hero,英雄；主人公,third-party-vocabulary|candidate:hero,third-party-vocabulary,external-evidence-corpus,active
KV001902,heroine,heroine,女主角；女英雄,third-party-vocabulary|candidate:heroine,third-party-vocabulary,external-evidence-corpus,active
KV001903,hi,hi,嗨；你好,third-party-vocabulary|candidate:hi,third-party-vocabulary,external-evidence-corpus,active
KV001904,hide,hide,躲藏；隐藏,third-party-vocabulary|candidate:hide,third-party-vocabulary,external-evidence-corpus,active
KV001905,hide-and-seek,hide-and-seek,捉迷藏,third-party-vocabulary|candidate:hide-and-seek,third-party-vocabulary,external-evidence-corpus,active
KV001906,hiding,hiding,躲藏；隐藏,third-party-vocabulary|candidate:hiding,third-party-vocabulary,external-evidence-corpus,active
KV001907,high,high,高的,third-party-vocabulary|candidate:high,third-party-vocabulary,external-evidence-corpus,active
KV001908,high jump,high jump,跳高,third-party-vocabulary|candidate:high jump,third-party-vocabulary,external-evidence-corpus,active
KV001909,himself,himself,他自己,third-party-vocabulary|candidate:himself,third-party-vocabulary,external-evidence-corpus,active
KV001910,hippo,hippo,河马,third-party-vocabulary|candidate:hippo,third-party-vocabulary,external-evidence-corpus,active
KV001911,history,history,历史,third-party-vocabulary|candidate:history,third-party-vocabulary,external-evidence-corpus,active
KV001912,history museum,history museum,历史博物馆,third-party-vocabulary|candidate:history museum,third-party-vocabulary,external-evidence-corpus,active
KV001913,hit,hit,打；击,third-party-vocabulary|candidate:hit,third-party-vocabulary,external-evidence-corpus,active
KV001914,hold,hold,拿着；握住,third-party-vocabulary|candidate:hold,third-party-vocabulary,external-evidence-corpus,active
KV001915,hole,hole,洞；孔,third-party-vocabulary|candidate:hole,third-party-vocabulary,external-evidence-corpus,active
KV001916,holiday,holiday,假日；假期；节日,third-party-vocabulary|candidate:holiday,third-party-vocabulary,external-evidence-corpus,active
KV001917,hollow,hollow,中空的；空心的,third-party-vocabulary|candidate:hollow,third-party-vocabulary,external-evidence-corpus,active
KV001918,hometown,hometown,家乡；故乡,third-party-vocabulary|candidate:hometown,third-party-vocabulary,external-evidence-corpus,active
KV001919,honey,honey,蜂蜜,third-party-vocabulary|candidate:honey,third-party-vocabulary,external-evidence-corpus,active
KV001920,Hong Kong,hong kong,香港,third-party-vocabulary|candidate:hong kong,third-party-vocabulary,external-evidence-corpus,active
KV001921,hood,hood,兜帽；头罩,third-party-vocabulary|candidate:hood,third-party-vocabulary,external-evidence-corpus,active
KV001922,hop,hop,单脚跳；跳跃,third-party-vocabulary|candidate:hop,third-party-vocabulary,external-evidence-corpus,active
KV001923,horn,horn,角；犄角,third-party-vocabulary|candidate:horn,third-party-vocabulary,external-evidence-corpus,active
KV001924,horrible,horrible,可怕的；糟糕的,third-party-vocabulary|candidate:horrible,third-party-vocabulary,external-evidence-corpus,active
KV001925,horror film,horror film,恐怖电影,third-party-vocabulary|candidate:horror film,third-party-vocabulary,external-evidence-corpus,active
KV001926,hot dog,hot dog,热狗,third-party-vocabulary|candidate:hot dog,third-party-vocabulary,external-evidence-corpus,active
KV001927,housework,housework,家务,third-party-vocabulary|candidate:housework,third-party-vocabulary,external-evidence-corpus,active
KV001928,housing estate,housing estate,住宅区,third-party-vocabulary|candidate:housing estate,third-party-vocabulary,external-evidence-corpus,active
KV001929,however,however,然而；不过,third-party-vocabulary|candidate:however,third-party-vocabulary,external-evidence-corpus,active
KV001930,huge,huge,巨大的；庞大的,third-party-vocabulary|candidate:huge,third-party-vocabulary,external-evidence-corpus,active
KV001931,hundred,hundred,一百；百,third-party-vocabulary|candidate:hundred,third-party-vocabulary,external-evidence-corpus,active
KV001932,hunt,hunt,搜寻；寻找,third-party-vocabulary|candidate:hunt,third-party-vocabulary,external-evidence-corpus,active
KV001933,hurry,hurry,匆忙；赶紧,third-party-vocabulary|candidate:hurry,third-party-vocabulary,external-evidence-corpus,active
KV001934,hut,hut,小屋；棚屋,third-party-vocabulary|candidate:hut,third-party-vocabulary,external-evidence-corpus,active
KV001935,hybrid rice,hybrid rice,杂交水稻,third-party-vocabulary|candidate:hybrid rice,third-party-vocabulary,external-evidence-corpus,active
KV001936,Hyde Park,hyde park,海德公园,third-party-vocabulary|candidate:hyde park,third-party-vocabulary,external-evidence-corpus,active
KV001937,ice,ice,冰,third-party-vocabulary|candidate:ice,third-party-vocabulary,external-evidence-corpus,active
KV001938,Ice and Snow Festival,ice and snow festival,冰雪节,third-party-vocabulary|candidate:ice and snow festival,third-party-vocabulary,external-evidence-corpus,active
KV001939,ice fishing,ice fishing,冰钓,third-party-vocabulary|candidate:ice fishing,third-party-vocabulary,external-evidence-corpus,active
KV001940,ice hockey,ice hockey,冰球运动,third-party-vocabulary|candidate:ice hockey,third-party-vocabulary,external-evidence-corpus,active
KV001941,ice skate,ice skate,冰鞋；溜冰鞋,third-party-vocabulary|candidate:ice skate,third-party-vocabulary,external-evidence-corpus,active
KV001942,iced tea,iced tea,冰茶；冰镇茶,third-party-vocabulary|candidate:iced tea,third-party-vocabulary,external-evidence-corpus,active
KV001943,ICT,ict,信息与通信技术（ICT）,third-party-vocabulary|candidate:ict,third-party-vocabulary,external-evidence-corpus,active
KV001944,illness,illness,病,third-party-vocabulary|candidate:illness,third-party-vocabulary,external-evidence-corpus,active
KV001945,immediately,immediately,立即；马上,third-party-vocabulary|candidate:immediately,third-party-vocabulary,external-evidence-corpus,active
KV001946,impolite,impolite,不礼貌的；粗鲁的,third-party-vocabulary|candidate:impolite,third-party-vocabulary,external-evidence-corpus,active
KV001947,important,important,重要的,third-party-vocabulary|candidate:important,third-party-vocabulary,external-evidence-corpus,active
KV001948,in a short time,in a short time,不久；很快,third-party-vocabulary|candidate:in a short time,third-party-vocabulary,external-evidence-corpus,active
KV001949,in danger,in danger,处于危险中,third-party-vocabulary|candidate:in danger,third-party-vocabulary,external-evidence-corpus,active
KV001950,in front of,in front of,在……前面,third-party-vocabulary|candidate:in front of,third-party-vocabulary,external-evidence-corpus,active
KV001951,in the end,in the end,最后；最终,third-party-vocabulary|candidate:in the end,third-party-vocabulary,external-evidence-corpus,active
KV001952,in the middle,in the middle,在中间；在中部,third-party-vocabulary|candidate:in the middle,third-party-vocabulary,external-evidence-corpus,active
KV001953,in the past,in the past,过去；在过去,third-party-vocabulary|candidate:in the past,third-party-vocabulary,external-evidence-corpus,active
KV001954,India,india,印度,third-party-vocabulary|candidate:india,third-party-vocabulary,external-evidence-corpus,active
KV001955,indoor,indoor,室内的；户内的,third-party-vocabulary|candidate:indoor,third-party-vocabulary,external-evidence-corpus,active
KV001956,information,information,信息；资料,third-party-vocabulary|candidate:information,third-party-vocabulary,external-evidence-corpus,active
KV001957,injection,injection,注射；打针,third-party-vocabulary|candidate:injection,third-party-vocabulary,external-evidence-corpus,active
KV001958,ink,ink,墨水；墨汁,third-party-vocabulary|candidate:ink,third-party-vocabulary,external-evidence-corpus,active
KV001959,insect museum,insect museum,昆虫博物馆,third-party-vocabulary|candidate:insect museum,third-party-vocabulary,external-evidence-corpus,active
KV001960,inside,inside,里面；在里面；在……里面,third-party-vocabulary|candidate:inside,third-party-vocabulary,external-evidence-corpus,active
KV001961,instead,instead,代替；反而,third-party-vocabulary|candidate:instead,third-party-vocabulary,external-evidence-corpus,active
KV001962,intelligent,intelligent,聪明的；有智慧的,third-party-vocabulary|candidate:intelligent,third-party-vocabulary,external-evidence-corpus,active
KV001963,interested,interested,感兴趣的,third-party-vocabulary|candidate:interested,third-party-vocabulary,external-evidence-corpus,active
KV001964,International Children's Day,international children's day,国际儿童节,third-party-vocabulary|candidate:international children's day,third-party-vocabulary,external-evidence-corpus,active
KV001965,interview,interview,采访；面试,third-party-vocabulary|candidate:interview,third-party-vocabulary,external-evidence-corpus,active
KV001966,interviewer,interviewer,采访者；采访人,third-party-vocabulary|candidate:interviewer,third-party-vocabulary,external-evidence-corpus,active
KV001967,introduce,introduce,介绍,third-party-vocabulary|candidate:introduce,third-party-vocabulary,external-evidence-corpus,active
KV001968,introduction,introduction,介绍；自我介绍,third-party-vocabulary|candidate:introduction,third-party-vocabulary,external-evidence-corpus,active
KV001969,invitation,invitation,邀请,third-party-vocabulary|candidate:invitation,third-party-vocabulary,external-evidence-corpus,active
KV001970,invite,invite,邀请,third-party-vocabulary|candidate:invite,third-party-vocabulary,external-evidence-corpus,active
KV001971,iPad,ipad,iPad（苹果平板电脑）,third-party-vocabulary|candidate:ipad,third-party-vocabulary,external-evidence-corpus,active
KV001972,iPhone,iphone,iPhone（苹果手机）,third-party-vocabulary|candidate:iphone,third-party-vocabulary,external-evidence-corpus,active
KV001973,iPod,ipod,iPod（苹果音乐播放器）,third-party-vocabulary|candidate:ipod,third-party-vocabulary,external-evidence-corpus,active
KV001974,iron,iron,熨；熨烫,third-party-vocabulary|candidate:iron,third-party-vocabulary,external-evidence-corpus,active
KV001975,Italian,italian,意大利的,third-party-vocabulary|candidate:italian,third-party-vocabulary,external-evidence-corpus,active
KV001976,Italy,italy,意大利,third-party-vocabulary|candidate:italy,third-party-vocabulary,external-evidence-corpus,active
KV001977,jack-o'-lantern,jack-o'-lantern,南瓜灯；杰克灯,third-party-vocabulary|candidate:jack-o'-lantern,third-party-vocabulary,external-evidence-corpus,active
KV001978,jam,jam,果酱,third-party-vocabulary|candidate:jam,third-party-vocabulary,external-evidence-corpus,active
KV001979,Japan,japan,日本,third-party-vocabulary|candidate:japan,third-party-vocabulary,external-evidence-corpus,active
KV001980,Japanese,japanese,日本的；日本人；日语,third-party-vocabulary|candidate:japanese,third-party-vocabulary,external-evidence-corpus,active
KV001981,jasmine,jasmine,茉莉；茉莉花,third-party-vocabulary|candidate:jasmine,third-party-vocabulary,external-evidence-corpus,active
KV001982,jeans,jeans,牛仔裤,third-party-vocabulary|candidate:jeans,third-party-vocabulary,external-evidence-corpus,active
KV001983,jeep,jeep,吉普车,third-party-vocabulary|candidate:jeep,third-party-vocabulary,external-evidence-corpus,active
KV001984,jelly,jelly,果冻,third-party-vocabulary|candidate:jelly,third-party-vocabulary,external-evidence-corpus,active
KV001985,jet,jet,喷气式飞机,third-party-vocabulary|candidate:jet,third-party-vocabulary,external-evidence-corpus,active
KV001986,jet-ski,jet-ski,水上摩托；摩托艇,third-party-vocabulary|candidate:jet-ski,third-party-vocabulary,external-evidence-corpus,active
KV001987,jiaozi,jiaozi,饺子,third-party-vocabulary|candidate:jiaozi,third-party-vocabulary,external-evidence-corpus,active
KV001988,jog,jog,慢跑,third-party-vocabulary|candidate:jog,third-party-vocabulary,external-evidence-corpus,active
KV001989,join,join,加入；参加,third-party-vocabulary|candidate:join,third-party-vocabulary,external-evidence-corpus,active
KV001990,joke,joke,玩笑；笑话,third-party-vocabulary|candidate:joke,third-party-vocabulary,external-evidence-corpus,active
KV001991,journey,journey,旅行；行程,third-party-vocabulary|candidate:journey,third-party-vocabulary,external-evidence-corpus,active
KV001992,joy,joy,欢乐；快乐；喜悦,third-party-vocabulary|candidate:joy,third-party-vocabulary,external-evidence-corpus,active
KV001993,juggle,juggle,玩杂耍,third-party-vocabulary|candidate:juggle,third-party-vocabulary,external-evidence-corpus,active
KV001994,juggler,juggler,杂耍演员；玩杂耍的人,third-party-vocabulary|candidate:juggler,third-party-vocabulary,external-evidence-corpus,active
KV001995,jungle,jungle,丛林；密林,third-party-vocabulary|candidate:jungle,third-party-vocabulary,external-evidence-corpus,active
KV001996,junior high school,junior high school,初中；初级中学,third-party-vocabulary|candidate:junior high school,third-party-vocabulary,external-evidence-corpus,active
KV001997,junk food,junk food,垃圾食品,third-party-vocabulary|candidate:junk food,third-party-vocabulary,external-evidence-corpus,active
KV001998,karate,karate,空手道,third-party-vocabulary|candidate:karate,third-party-vocabulary,external-evidence-corpus,active
KV001999,keep on,keep on,继续；坚持,third-party-vocabulary|candidate:keep on,third-party-vocabulary,external-evidence-corpus,active
KV002000,keep quiet,keep quiet,保持安静,third-party-vocabulary|candidate:keep quiet,third-party-vocabulary,external-evidence-corpus,active
KV002001,key,key,钥匙,third-party-vocabulary|candidate:key,third-party-vocabulary,external-evidence-corpus,active
KV002002,keyboard,keyboard,键盘,third-party-vocabulary|candidate:keyboard,third-party-vocabulary,external-evidence-corpus,active
KV002003,kill,kill,杀死；杀害,third-party-vocabulary|candidate:kill,third-party-vocabulary,external-evidence-corpus,active
KV002004,kindergarten,kindergarten,幼儿园,third-party-vocabulary|candidate:kindergarten,third-party-vocabulary,external-evidence-corpus,active
KV002005,kingfisher,kingfisher,翠鸟,third-party-vocabulary|candidate:kingfisher,third-party-vocabulary,external-evidence-corpus,active
KV002006,kiss,kiss,亲吻；吻,third-party-vocabulary|candidate:kiss,third-party-vocabulary,external-evidence-corpus,active
KV002007,kiwi,kiwi,几维鸟,third-party-vocabulary|candidate:kiwi,third-party-vocabulary,external-evidence-corpus,active
KV002008,knee,knee,膝盖,third-party-vocabulary|candidate:knee,third-party-vocabulary,external-evidence-corpus,active
KV002009,knock,knock,敲；敲门,third-party-vocabulary|candidate:knock,third-party-vocabulary,external-evidence-corpus,active
KV002010,knock down,knock down,撞倒；击倒；拆倒,third-party-vocabulary|candidate:knock down,third-party-vocabulary,external-evidence-corpus,active
KV002011,kung fu,kung fu,功夫；中国功夫,third-party-vocabulary|candidate:kung fu,third-party-vocabulary,external-evidence-corpus,active
KV002012,Kung Fu Panda,kung fu panda,功夫熊猫,third-party-vocabulary|candidate:kung fu panda,third-party-vocabulary,external-evidence-corpus,active
KV002013,L. A. Lakers,l. a. lakers,洛杉矶湖人队,third-party-vocabulary|candidate:l. a. lakers,third-party-vocabulary,external-evidence-corpus,active
KV002014,L.A.,l.a.,洛杉矶,third-party-vocabulary|candidate:l.a.,third-party-vocabulary,external-evidence-corpus,active
KV002015,lab,lab,实验室,third-party-vocabulary|candidate:lab,third-party-vocabulary,external-evidence-corpus,active
KV002016,Labor Day,labor day,劳动节,third-party-vocabulary|candidate:labor day,third-party-vocabulary,external-evidence-corpus,active
KV002017,ladder,ladder,梯子,third-party-vocabulary|candidate:ladder,third-party-vocabulary,external-evidence-corpus,active
KV002018,lady,lady,女士；夫人,third-party-vocabulary|candidate:lady,third-party-vocabulary,external-evidence-corpus,active
KV002019,ladybird,ladybird,瓢虫,third-party-vocabulary|candidate:ladybird,third-party-vocabulary,external-evidence-corpus,active
