NoteID,CanonicalWord,British,American,ReviewLane,ReviewDecision,ReviewerType,EvidenceSource,EvidenceDetail,EvidenceVersion,ReviewNote
KV001843,green beans,[ɡɹˈiːn bˈiːnz],[ɡɹˈiːn bˈiːnz],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001851,grow crops,[ɡɹˈəʊ kɹˈɒps],[ɡɹˈoʊ kɹˈɑːps],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001864,hang glider,[hˈaŋ ɡlˈaɪdə],[hˈæŋ ɡlˈaɪdɚ],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001865,happen,[hˈapən],[hˈæpən],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001871,hardly ever,[hˈɑːdli ˈɛvə],[hˈɑːɹdli ˈɛvɚ],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001874,have a cold,[hav ɐ kˈəʊld],[hæv ɐ kˈoʊld],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001875,have a fever,[hav ɐ fˈiːvə],[hæv ɐ fˈiːvɚ],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001876,have a good time,[hav ɐ ɡˈʊd tˈaɪm],[hæv ɐ ɡˈʊd tˈaɪm],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001877,have a headache,[hav ɐ hˈɛdeɪk],[hæv ɐ hˈɛdeɪk],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001878,have a meeting,[hav ɐ mˈiːtɪŋ],[hæv ɐ mˈiːɾɪŋ],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV001879,have a party,[hav ɐ pˈɑːti],[hæv ɐ pˈɑːɹɾi],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV001881,have a toothache,[hav ɐ tˈuːθeɪk],[hæv ɐ tˈuːθeɪk],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001883,have dinner,[hav dˈɪnə],[hæv dˈɪnɚ],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001889,head teacher,[hˈɛd tˈiːtʃə],[hˈɛd tˈiːtʃɚ],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001895,heavy,[hˈɛvi],[hˈɛvi],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV001908,high jump,[hˈaɪ dʒˈʌmp],[hˈaɪ dʒˈʌmp],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001912,history museum,[hˈɪstəɹi mjuːzˈiəm],[hˈɪstɚɹi mjuːzˈiəm],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001920,Hong Kong,[hˈɒŋ kˈɒŋ],[hˈɑːŋ kˈɑːŋ],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV001925,horror film,[hˈɒɹə fˈɪlm],[hˈɔɹɚ fˈɪlm],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001926,hot dog,[hˈɒt dˈɒɡ],[hˈɑːt dˈɑːɡ],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001935,hybrid rice,[hˈaɪbɹɪd ɹˈaɪs],[hˈaɪbɹɪd ɹˈaɪs],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001936,Hyde Park,[hˈaɪd pˈɑːk],[hˈaɪd pˈɑːɹk],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV001938,Ice and Snow Festival,[ˈaɪs and snˈəʊ fˈɛstɪvəl],[ˈaɪs ænd snˈoʊ fˈɛstɪvəl],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV001939,ice fishing,[ˈaɪs fˈɪʃɪŋ],[ˈaɪs fˈɪʃɪŋ],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001940,ice hockey,[ˈaɪs hˈɒki],[ˈaɪs hˈɑːki],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001942,iced tea,[ˈaɪst tˈiː],[ˈaɪst tˈiː],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001948,in a short time,[ɪn ɐ ʃˈɔːt tˈaɪm],[ɪn ɐ ʃˈɔːɹt tˈaɪm],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001949,in danger,[ɪn dˈeɪndʒə],[ɪn dˈeɪndʒɚ],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001951,in the end,[ɪnðɪ ˈɛnd],[ɪnðɪ ˈɛnd],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001952,in the middle,[ɪnðə mˈɪdəl],[ɪnðə mˈɪdəl],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001953,in the past,[ɪnðə pˈast],[ɪnðə pˈæst],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001959,insect museum,[ˈɪnsɛkt mjuːzˈiəm],[ˈɪnsɛkt mjuːzˈiəm],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001964,International Children's Day,[ˌɪntənˈaʃənəl tʃˈɪldɹənz dˈeɪ],[ˌɪntɚnˈæʃənəl tʃˈɪldɹənz dˈeɪ],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV001971,iPad,[ˈaɪ pˈad],[ˈaɪ pˈæd],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001972,iPhone,[ˈaɪ fˈəʊn],[ˈaɪ fˈoʊn],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001977,jack-o'-lantern,[dʒˈakˈəʊlˈantən],[dʒˈækˈoʊlˈæntɚn],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001986,jet-ski,[dʒˈɛtskˈiː],[dʒˈɛtskˈiː],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001987,jiaozi,[dʒˌaɪəɹˈəʊzi],[dʒˌaɪəˈoʊzi],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001996,junior high school,[dʒˈuːnjə hˈaɪ skˈuːl],[dʒˈuːnjɚ hˈaɪ skˈuːl],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001997,junk food,[dʒˈʌŋk fˈuːd],[dʒˈʌŋk fˈuːd],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV001999,keep on,[kˈiːp ˈɒn],[kˈiːp ˈɔn],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002000,keep quiet,[kˈiːp kwˈaɪət],[kˈiːp kwˈaɪət],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002010,knock down,[nˈɒk dˈaʊn],[nˈɑːk dˈaʊn],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002012,Kung Fu Panda,[kˈʌŋ fˈuː pˈandə],[kˈʌŋ fˈuː pˈændə],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV002013,L. A. Lakers,[ˈɛl ˈeɪ lˈeɪkəz],[ˈɛl ˈeɪ lˈeɪkɚz],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV002014,L.A.,[ˌɛlˈeɪ],[ˌɛlˈeɪ],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV002015,lab,[lˈab],[lˈæb],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002016,Labor Day,[lˈeɪbə dˈeɪ],[lˈeɪbɚ dˈeɪ],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV002023,last night,[lˈast nˈaɪt],[lˈæst nˈaɪt],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002025,laugh at,[lˈaf at],[lˈæf æt],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002030,learn,[lˈɜːn],[lˈɜːn],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002038,library card,[lˈaɪbɹəɹi kˈɑːd],[lˈaɪbɹɛɹi kˈɑːɹd],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002045,light rail,[lˈaɪt ɹˈeɪl],[lˈaɪt ɹˈeɪl],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002047,lion dance,[lˈaɪən dˈans],[lˈaɪən dˈæns],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002051,Little Red Riding Hood,[lˈɪtəl ɹˈɛd ɹˈaɪdɪŋ hˈʊd],[lˈɪɾəl ɹˈɛd ɹˈaɪdɪŋ hˈʊd],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV002052,Loch Ness,[lˈɒx nˈɛs],[lˈɑːx nˈɛs],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV002056,London Eye,[lˈʌndən ˈaɪ],[lˈʌndən ˈaɪ],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV002057,London Zoo,[lˈʌndən zˈuː],[lˈʌndən zˈuː],high-risk-reviewed,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Independent model review found no sense/pronunciation conflict in flagged lane.
KV002058,long ago,[lˈɒŋ ɐɡˈəʊ],[lˈɔŋ ɐɡˈoʊ],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002059,long jump,[lˈɒŋ dʒˈʌmp],[lˈɔŋ dʒˈʌmp],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002060,long race,[lˈɒŋ ɹˈeɪs],[lˈɔŋ ɹˈeɪs],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002062,look at,[lˈʊk at],[lˈʊk æt],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002063,look like,[lˈʊk lˈaɪk],[lˈʊk lˈaɪk],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
KV002065,Los Angeles,[ˌlɒs ˈæn.dʒə.liːz],[ˌlɑːs ˈæn.dʒə.ləs],high-risk-explicit,override-candidate,model,Cambridge Dictionary,Los Angeles UK /ˌlɒs ˈæn.dʒə.liːz/ US /ˌlɑːs ˈæn.dʒə.ləs/,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Replace inaccurate eSpeak city pronunciation
KV002067,lots of,[lˈɒts ɒv],[lˈɑːts ʌv],low-risk-deterministic,accept-candidate,model,espeak-ng-reviewed,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data; en-gb/en-us,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,Deterministic candidate passed structural and low-risk pronunciation gates.
