NoteID,ProvisionalIdentityKeys,StageBActions,CanonicalWord,MatchKey,SenseLabel,ThirdPartyIdentityCount,SourceOccurrenceCount,DistinctSourceIDs,ExistingLearnerPresentation,ExistingPresentationStatus,PresentationAction
KV001782,candidate:garlic,new-stable-identity,garlic,garlic,大蒜；蒜,1,1,1,no,,create-content-candidate
KV001783,candidate:gatekeeper,new-stable-identity,gatekeeper,gatekeeper,看门人；守门人,1,1,1,no,,create-content-candidate
KV001784,candidate:genius,new-stable-identity,genius,genius,天才,1,1,1,no,,create-content-candidate
KV001785,candidate:gentle,new-stable-identity,gentle,gentle,温和的；轻柔的,1,1,1,no,,create-content-candidate
KV001786,candidate:gentleman,new-stable-identity,gentleman,gentleman,绅士；先生,1,1,1,no,,create-content-candidate
KV001787,candidate:gently,new-stable-identity,gently,gently,轻轻地；温柔地,1,3,2,no,,create-content-candidate
KV001788,candidate:geography,new-stable-identity,geography,geography,地理,1,5,5,no,,create-content-candidate
KV001789,candidate:germany,new-stable-identity,Germany,germany,德国,1,2,2,no,,create-content-candidate
KV001790,candidate:get lost,new-stable-identity,get lost,get lost,迷路,1,2,2,no,,create-content-candidate
KV001791,candidate:get off,new-stable-identity,get off,get off,下车,1,5,5,no,,create-content-candidate
KV001792,candidate:get on,new-stable-identity,get on,get on,上车；登上,1,6,6,no,,create-content-candidate
KV001793,candidate:get out,new-stable-identity,get out,get out,出去；走出,1,4,4,no,,create-content-candidate
KV001794,candidate:get through,new-stable-identity,get through,get through,通过；穿过,1,1,1,no,,create-content-candidate
KV001795,candidate:get well,new-stable-identity,get well,get well,康复；恢复健康,1,3,3,no,,create-content-candidate
KV001796,candidate:ghost,new-stable-identity,ghost,ghost,鬼；幽灵,1,1,1,no,,create-content-candidate
KV001797,candidate:giant,new-stable-identity,giant,giant,巨人；巨大的生物,1,2,2,no,,create-content-candidate
KV001798,candidate:gift shop,new-stable-identity,gift shop,gift shop,礼品店,1,1,1,no,,create-content-candidate
KV001799,candidate:ginger,new-stable-identity,ginger,ginger,姜；生姜,1,1,1,no,,create-content-candidate
KV001800,candidate:giraffe,new-stable-identity,giraffe,giraffe,长颈鹿,1,8,8,no,,create-content-candidate
KV001801,candidate:give,new-stable-identity,give,give,给；给予,1,26,16,no,,create-content-candidate
KV001802,candidate:give out,new-stable-identity,give out,give out,分发；发出,1,1,1,no,,create-content-candidate
KV001803,candidate:given name,new-stable-identity,given name,given name,名字；名,1,1,1,no,,create-content-candidate
KV001804,candidate:glad,new-stable-identity,glad,glad,高兴的；乐意的,1,7,7,no,,create-content-candidate
KV001805,candidate:glasgow,new-stable-identity,Glasgow,glasgow,格拉斯哥（英国城市）,1,1,1,no,,create-content-candidate
KV001806,candidate:glass,new-stable-identity,glass,glass,玻璃；玻璃杯,1,10,10,no,,create-content-candidate
KV001807,candidate:glasses,new-stable-identity,glasses,glasses,眼镜,1,11,11,no,,create-content-candidate
KV001808,candidate:glove,new-stable-identity,glove,glove,手套,1,7,7,no,,create-content-candidate
KV001809,candidate:glue,new-stable-identity,glue,glue,胶水；胶,1,6,6,no,,create-content-candidate
KV001810,candidate:go away,new-stable-identity,go away,go away,离开；走开,1,6,6,no,,create-content-candidate
KV001811,candidate:go down,new-stable-identity,go down,go down,下去；向下走,1,2,2,no,,create-content-candidate
KV001812,candidate:go on a trip,new-stable-identity,go on a trip,go on a trip,去旅行,1,1,1,no,,create-content-candidate
KV001813,candidate:go out,new-stable-identity,go out,go out,出去；外出,1,3,3,no,,create-content-candidate
KV001814,candidate:go to a movie,new-stable-identity,go to a movie,go to a movie,去看电影,1,1,1,no,,create-content-candidate
KV001815,candidate:go to the library,new-stable-identity,go to the library,go to the library,去图书馆,1,1,1,no,,create-content-candidate
KV001816,candidate:go to work,new-stable-identity,go to work,go to work,去上班；去工作,1,2,2,no,,create-content-candidate
KV001817,candidate:goal,new-stable-identity,goal,goal,目标,1,4,4,no,,create-content-candidate
KV001818,candidate:goalkeeper,new-stable-identity,goalkeeper,goalkeeper,守门员,1,2,2,no,,create-content-candidate
KV001819,candidate:goat,new-stable-identity,goat,goat,山羊,1,5,5,no,,create-content-candidate
KV001820,candidate:gold,new-stable-identity,gold,gold,金；黄金；金色,1,5,4,no,,create-content-candidate
KV001821,candidate:golden,new-stable-identity,golden,golden,金色的；金黄色的,1,1,1,no,,create-content-candidate
KV001822,candidate:goldfish,new-stable-identity,goldfish,goldfish,金鱼,1,1,1,no,,create-content-candidate
KV001823,candidate:golf,new-stable-identity,golf,golf,高尔夫球；高尔夫运动,1,1,1,no,,create-content-candidate
KV001824,candidate:good,new-stable-identity,good,good,好的；不错的,1,36,17,no,,create-content-candidate
KV001825,candidate:good-looking,new-stable-identity,good-looking,good-looking,好看的；漂亮的,1,1,1,no,,create-content-candidate
KV001826,candidate:goodbye,new-stable-identity,goodbye,goodbye,再见,1,16,16,no,,create-content-candidate
KV001827,candidate:goose,new-stable-identity,goose,goose,鹅,1,2,1,no,,create-content-candidate
KV001828,candidate:gps,new-stable-identity,GPS,gps,全球定位系统；GPS,1,1,1,no,,create-content-candidate
KV001829,candidate:grab,new-stable-identity,grab,grab,抓住；抓取,1,1,1,no,,create-content-candidate
KV001830,candidate:grandad,new-stable-identity,grandad,grandad,爷爷；外公,1,1,1,no,,create-content-candidate
KV001831,candidate:grandchild,new-stable-identity,grandchild,grandchild,孙子；孙女；外孙；外孙女,1,1,1,no,,create-content-candidate
KV001832,candidate:grandchildren,new-stable-identity,grandchildren,grandchildren,孙辈；孙子孙女（grandchild 的复数）,1,1,1,no,,create-content-candidate
KV001833,candidate:granddaughter,new-stable-identity,granddaughter,granddaughter,孙女；外孙女,1,1,1,no,,create-content-candidate
KV001834,candidate:grandma,new-stable-identity,grandma,grandma,奶奶；外婆,1,15,15,no,,create-content-candidate
KV001835,candidate:grandpa,new-stable-identity,grandpa,grandpa,爷爷；外公,1,13,13,no,,create-content-candidate
KV001836,candidate:grandson,new-stable-identity,grandson,grandson,孙子；外孙,1,1,1,no,,create-content-candidate
KV001837,candidate:granny,new-stable-identity,granny,granny,奶奶；外婆,1,1,1,no,,create-content-candidate
KV001838,candidate:grape,new-stable-identity,grape,grape,葡萄,1,11,11,no,,create-content-candidate
KV001839,candidate:grassland,new-stable-identity,grassland,grassland,草原；草地,1,1,1,no,,create-content-candidate
KV001840,candidate:gray,new-stable-identity,gray,gray,灰色；灰色的,1,1,1,no,,create-content-candidate
KV001841,candidate:great britain,new-stable-identity,Great Britain,great britain,大不列颠,1,1,1,no,,create-content-candidate
KV001842,candidate:great wall,new-stable-identity,Great Wall,great wall,长城,1,2,2,no,,create-content-candidate
KV001843,candidate:green beans,new-stable-identity,green beans,green beans,四季豆；青豆,1,1,1,no,,create-content-candidate
KV001844,candidate:greet,new-stable-identity,greet,greet,问候；打招呼,1,1,1,no,,create-content-candidate
KV001845,candidate:greeting,new-stable-identity,greeting,greeting,问候；招呼,1,2,2,no,,create-content-candidate
KV001846,candidate:grey,new-stable-identity,grey,grey,灰色；灰色的,1,4,4,no,,create-content-candidate
KV001847,candidate:grocery,new-stable-identity,grocery,grocery,食品杂货；杂货,1,1,1,no,,create-content-candidate
KV001848,candidate:ground,new-stable-identity,ground,ground,地面；土地,1,10,9,no,,create-content-candidate
KV001849,candidate:group,new-stable-identity,group,group,组；小组,1,5,5,no,,create-content-candidate
KV001850,candidate:grow,new-stable-identity,grow,grow,生长；成长,1,7,6,no,,create-content-candidate
KV001851,candidate:grow crops,new-stable-identity,grow crops,grow crops,种庄稼；种植农作物,1,1,1,no,,create-content-candidate
KV001852,candidate:grow up,new-stable-identity,grow up,grow up,长大；成长,1,2,2,no,,create-content-candidate
KV001853,candidate:grown-up,new-stable-identity,grown-up,grown-up,成年人；成年的,1,1,1,no,,create-content-candidate
KV001854,candidate:guide,new-stable-identity,guide,guide,指南；指南书,1,2,2,no,,create-content-candidate
KV001855,candidate:guitar,new-stable-identity,guitar,guitar,吉他,1,8,8,no,,create-content-candidate
KV001856,candidate:gun,new-stable-identity,gun,gun,枪；枪支,1,1,1,no,,create-content-candidate
KV001857,candidate:guy,new-stable-identity,guy,guy,家伙；人,1,2,2,no,,create-content-candidate
KV001858,candidate:hairpin,new-stable-identity,hairpin,hairpin,发夹,1,1,1,no,,create-content-candidate
KV001859,candidate:halloween,new-stable-identity,Halloween,halloween,万圣节前夕,1,5,5,no,,create-content-candidate
KV001860,candidate:ham,new-stable-identity,ham,ham,火腿,1,2,2,no,,create-content-candidate
KV001861,candidate:hammer,new-stable-identity,hammer,hammer,锤子,1,1,1,no,,create-content-candidate
KV001862,candidate:hamster,new-stable-identity,hamster,hamster,仓鼠,1,1,1,no,,create-content-candidate
KV001863,candidate:hang,new-stable-identity,hang,hang,悬挂；挂,1,3,3,no,,create-content-candidate
KV001864,candidate:hang glider,new-stable-identity,hang glider,hang glider,滑翔翼,1,1,1,no,,create-content-candidate
KV001865,candidate:happen,new-stable-identity,happen,happen,发生,1,12,11,no,,create-content-candidate
KV001866,candidate:happily,new-stable-identity,happily,happily,快乐地；高兴地,1,8,7,no,,create-content-candidate
KV001867,candidate:happiness,new-stable-identity,happiness,happiness,幸福；快乐,1,2,2,no,,create-content-candidate
KV001868,candidate:harbour,new-stable-identity,harbour,harbour,海港；港口,1,1,1,no,,create-content-candidate
KV001869,candidate:harder,new-stable-identity,harder,harder,更难的；更困难的,1,1,1,no,,create-content-candidate
KV001870,candidate:hardly,new-stable-identity,hardly,hardly,"几乎不,简直不",1,1,1,no,,create-content-candidate
KV001871,candidate:hardly ever,new-stable-identity,hardly ever,hardly ever,几乎从不；很少,1,1,1,no,,create-content-candidate
KV001872,candidate:hare,new-stable-identity,hare,hare,野兔,1,2,2,no,,create-content-candidate
KV001873,candidate:hate,new-stable-identity,hate,hate,讨厌；憎恨,1,4,3,no,,create-content-candidate
KV001874,candidate:have a cold,new-stable-identity,have a cold,have a cold,感冒；患感冒,1,5,5,no,,create-content-candidate
KV001875,candidate:have a fever,new-stable-identity,have a fever,have a fever,发烧,1,2,2,no,,create-content-candidate
KV001876,candidate:have a good time,new-stable-identity,have a good time,have a good time,玩得开心；过得愉快,1,7,7,no,,create-content-candidate
KV001877,candidate:have a headache,new-stable-identity,have a headache,have a headache,头痛；头疼,1,2,2,no,,create-content-candidate
KV001878,candidate:have a meeting,new-stable-identity,have a meeting,have a meeting,开会,1,1,1,no,,create-content-candidate
KV001879,candidate:have a party,new-stable-identity,have a party,have a party,举行聚会；开派对,1,3,3,no,,create-content-candidate
KV001880,candidate:have a rest,new-stable-identity,have a rest,have a rest,休息一下,1,5,5,no,,create-content-candidate
KV001881,candidate:have a toothache,new-stable-identity,have a toothache,have a toothache,牙痛；牙疼,1,2,2,no,,create-content-candidate
KV001882,candidate:have breakfast,new-stable-identity,have breakfast,have breakfast,吃早餐；吃早饭,1,5,5,no,,create-content-candidate
KV001883,candidate:have dinner,new-stable-identity,have dinner,have dinner,吃晚饭；吃正餐,1,4,4,no,,create-content-candidate
KV001884,candidate:have fun,new-stable-identity,have fun,have fun,玩得开心；玩得愉快,1,3,3,no,,create-content-candidate
KV001885,candidate:have lunch,new-stable-identity,have lunch,have lunch,吃午饭,1,7,7,no,,create-content-candidate
KV001886,candidate:have to,new-stable-identity,have to,have to,必须；不得不,1,6,6,no,,create-content-candidate
KV001887,candidate:hawaii,new-stable-identity,Hawaii,hawaii,夏威夷,1,1,1,no,,create-content-candidate
KV001888,candidate:hay,new-stable-identity,hay,hay,干草,1,1,1,no,,create-content-candidate
KV001889,candidate:head teacher,new-stable-identity,head teacher,head teacher,校长；班主任,1,3,3,no,,create-content-candidate
KV001890,candidate:health,new-stable-identity,health,health,健康,1,4,4,no,,create-content-candidate
KV001891,candidate:healthy,new-stable-identity,healthy,healthy,健康的,1,18,17,no,,create-content-candidate
KV001892,candidate:heart,new-stable-identity,heart,heart,心；心脏,1,2,2,no,,create-content-candidate
KV001893,candidate:heat,new-stable-identity,heat,heat,热；热量；高温,1,1,1,no,,create-content-candidate
KV001894,candidate:heaviest,new-stable-identity,heaviest,heaviest,最重的,1,1,1,no,,create-content-candidate
KV001895,candidate:heavy,new-stable-identity,heavy,heavy,重的；沉重的,1,20,16,no,,create-content-candidate
KV001896,candidate:height,new-stable-identity,height,height,身高；高度,1,2,2,no,,create-content-candidate
KV001897,candidate:helicopter,new-stable-identity,helicopter,helicopter,直升机,1,2,2,no,,create-content-candidate
KV001898,candidate:hello,new-stable-identity,hello,hello,你好；喂,1,20,16,no,,create-content-candidate
KV001899,candidate:helmet,new-stable-identity,helmet,helmet,头盔,1,3,3,no,,create-content-candidate
KV001900,candidate:hen,new-stable-identity,hen,hen,母鸡,1,7,6,no,,create-content-candidate
KV001901,candidate:hero,new-stable-identity,hero,hero,英雄；主人公,1,2,2,no,,create-content-candidate
KV001902,candidate:heroine,new-stable-identity,heroine,heroine,女主角；女英雄,1,1,1,no,,create-content-candidate
KV001903,candidate:hi,new-stable-identity,hi,hi,嗨；你好,1,18,16,no,,create-content-candidate
KV001904,candidate:hide,new-stable-identity,hide,hide,躲藏；隐藏,1,5,5,no,,create-content-candidate
KV001905,candidate:hide-and-seek,new-stable-identity,hide-and-seek,hide-and-seek,捉迷藏,1,3,3,no,,create-content-candidate
KV001906,candidate:hiding,new-stable-identity,hiding,hiding,躲藏；隐藏,1,1,1,no,,create-content-candidate
KV001907,candidate:high,new-stable-identity,high,high,高的,1,20,16,no,,create-content-candidate
KV001908,candidate:high jump,new-stable-identity,high jump,high jump,跳高,1,6,6,no,,create-content-candidate
KV001909,candidate:himself,new-stable-identity,himself,himself,他自己,1,2,2,no,,create-content-candidate
KV001910,candidate:hippo,new-stable-identity,hippo,hippo,河马,1,3,3,no,,create-content-candidate
KV001911,candidate:history,new-stable-identity,history,history,历史,1,8,8,no,,create-content-candidate
KV001912,candidate:history museum,new-stable-identity,history museum,history museum,历史博物馆,1,1,1,no,,create-content-candidate
KV001913,candidate:hit,new-stable-identity,hit,hit,打；击,1,3,3,no,,create-content-candidate
KV001914,candidate:hold,new-stable-identity,hold,hold,拿着；握住,1,4,4,no,,create-content-candidate
KV001915,candidate:hole,new-stable-identity,hole,hole,洞；孔,1,5,5,no,,create-content-candidate
KV001916,candidate:holiday,new-stable-identity,holiday,holiday,假日；假期；节日,1,16,16,no,,create-content-candidate
KV001917,candidate:hollow,new-stable-identity,hollow,hollow,中空的；空心的,1,1,1,no,,create-content-candidate
KV001918,candidate:hometown,new-stable-identity,hometown,hometown,家乡；故乡,1,3,3,no,,create-content-candidate
KV001919,candidate:honey,new-stable-identity,honey,honey,蜂蜜,1,2,2,no,,create-content-candidate
KV001920,candidate:hong kong,new-stable-identity,Hong Kong,hong kong,香港,1,2,2,no,,create-content-candidate
KV001921,candidate:hood,new-stable-identity,hood,hood,兜帽；头罩,1,1,1,no,,create-content-candidate
KV001922,candidate:hop,new-stable-identity,hop,hop,单脚跳；跳跃,1,1,1,no,,create-content-candidate
KV001923,candidate:horn,new-stable-identity,horn,horn,角；犄角,1,1,1,no,,create-content-candidate
KV001924,candidate:horrible,new-stable-identity,horrible,horrible,可怕的；糟糕的,1,1,1,no,,create-content-candidate
KV001925,candidate:horror film,new-stable-identity,horror film,horror film,恐怖电影,1,1,1,no,,create-content-candidate
KV001926,candidate:hot dog,new-stable-identity,hot dog,hot dog,热狗,1,6,6,no,,create-content-candidate
KV001927,candidate:housework,new-stable-identity,housework,housework,家务,1,8,8,no,,create-content-candidate
KV001928,candidate:housing estate,new-stable-identity,housing estate,housing estate,住宅区,1,1,1,no,,create-content-candidate
KV001929,candidate:however,new-stable-identity,however,however,然而；不过,1,1,1,no,,create-content-candidate
KV001930,candidate:huge,new-stable-identity,huge,huge,巨大的；庞大的,1,2,2,no,,create-content-candidate
KV001931,candidate:hundred,new-stable-identity,hundred,hundred,一百；百,1,13,13,no,,create-content-candidate
KV001932,candidate:hunt,new-stable-identity,hunt,hunt,搜寻；寻找,1,1,1,no,,create-content-candidate
KV001933,candidate:hurry,new-stable-identity,hurry,hurry,匆忙；赶紧,1,6,6,no,,create-content-candidate
KV001934,candidate:hut,new-stable-identity,hut,hut,小屋；棚屋,1,2,2,no,,create-content-candidate
KV001935,candidate:hybrid rice,new-stable-identity,hybrid rice,hybrid rice,杂交水稻,1,1,1,no,,create-content-candidate
KV001936,candidate:hyde park,new-stable-identity,Hyde Park,hyde park,海德公园,1,1,1,no,,create-content-candidate
KV001937,candidate:ice,new-stable-identity,ice,ice,冰,1,6,5,no,,create-content-candidate
KV001938,candidate:ice and snow festival,new-stable-identity,Ice and Snow Festival,ice and snow festival,冰雪节,1,1,1,no,,create-content-candidate
KV001939,candidate:ice fishing,new-stable-identity,ice fishing,ice fishing,冰钓,1,1,1,no,,create-content-candidate
KV001940,candidate:ice hockey,new-stable-identity,ice hockey,ice hockey,冰球运动,1,1,1,no,,create-content-candidate
KV001941,candidate:ice skate,new-stable-identity,ice skate,ice skate,冰鞋；溜冰鞋,1,1,1,no,,create-content-candidate
KV001942,candidate:iced tea,new-stable-identity,iced tea,iced tea,冰茶；冰镇茶,1,1,1,no,,create-content-candidate
KV001943,candidate:ict,new-stable-identity,ICT,ict,信息与通信技术（ICT）,1,1,1,no,,create-content-candidate
KV001944,candidate:illness,new-stable-identity,illness,illness,病,1,2,2,no,,create-content-candidate
KV001945,candidate:immediately,new-stable-identity,immediately,immediately,立即；马上,1,1,1,no,,create-content-candidate
KV001946,candidate:impolite,new-stable-identity,impolite,impolite,不礼貌的；粗鲁的,1,1,1,no,,create-content-candidate
KV001947,candidate:important,new-stable-identity,important,important,重要的,1,5,5,no,,create-content-candidate
KV001948,candidate:in a short time,new-stable-identity,in a short time,in a short time,不久；很快,1,1,1,no,,create-content-candidate
KV001949,candidate:in danger,new-stable-identity,in danger,in danger,处于危险中,1,3,3,no,,create-content-candidate
KV001950,candidate:in front of,new-stable-identity,in front of,in front of,在……前面,1,13,12,no,,create-content-candidate
KV001951,candidate:in the end,new-stable-identity,in the end,in the end,最后；最终,1,1,1,no,,create-content-candidate
KV001952,candidate:in the middle,new-stable-identity,in the middle,in the middle,在中间；在中部,1,2,2,no,,create-content-candidate
KV001953,candidate:in the past,new-stable-identity,in the past,in the past,过去；在过去,1,1,1,no,,create-content-candidate
KV001954,candidate:india,new-stable-identity,India,india,印度,1,2,2,no,,create-content-candidate
KV001955,candidate:indoor,new-stable-identity,indoor,indoor,室内的；户内的,1,1,1,no,,create-content-candidate
KV001956,candidate:information,new-stable-identity,information,information,信息；资料,1,6,6,no,,create-content-candidate
KV001957,candidate:injection,new-stable-identity,injection,injection,注射；打针,1,1,1,no,,create-content-candidate
KV001958,candidate:ink,new-stable-identity,ink,ink,墨水；墨汁,1,1,1,no,,create-content-candidate
KV001959,candidate:insect museum,new-stable-identity,insect museum,insect museum,昆虫博物馆,1,2,2,no,,create-content-candidate
KV001960,candidate:inside,new-stable-identity,inside,inside,里面；在里面；在……里面,1,6,6,no,,create-content-candidate
KV001961,candidate:instead,new-stable-identity,instead,instead,代替；反而,1,1,1,no,,create-content-candidate
KV001962,candidate:intelligent,new-stable-identity,intelligent,intelligent,聪明的；有智慧的,1,1,1,no,,create-content-candidate
KV001963,candidate:interested,new-stable-identity,interested,interested,感兴趣的,1,3,3,no,,create-content-candidate
KV001964,candidate:international children's day,new-stable-identity,International Children's Day,international children's day,国际儿童节,1,1,1,no,,create-content-candidate
KV001965,candidate:interview,new-stable-identity,interview,interview,采访；面试,1,1,1,no,,create-content-candidate
KV001966,candidate:interviewer,new-stable-identity,interviewer,interviewer,采访者；采访人,1,1,1,no,,create-content-candidate
KV001967,candidate:introduce,new-stable-identity,introduce,introduce,介绍,1,3,3,no,,create-content-candidate
KV001968,candidate:introduction,new-stable-identity,introduction,introduction,介绍；自我介绍,1,1,1,no,,create-content-candidate
KV001969,candidate:invitation,new-stable-identity,invitation,invitation,邀请,1,4,4,no,,create-content-candidate
KV001970,candidate:invite,new-stable-identity,invite,invite,邀请,1,5,5,no,,create-content-candidate
KV001971,candidate:ipad,new-stable-identity,iPad,ipad,iPad（苹果平板电脑）,1,1,1,no,,create-content-candidate
KV001972,candidate:iphone,new-stable-identity,iPhone,iphone,iPhone（苹果手机）,1,1,1,no,,create-content-candidate
KV001973,candidate:ipod,new-stable-identity,iPod,ipod,iPod（苹果音乐播放器）,1,1,1,no,,create-content-candidate
KV001974,candidate:iron,new-stable-identity,iron,iron,熨；熨烫,1,1,1,no,,create-content-candidate
KV001975,candidate:italian,new-stable-identity,Italian,italian,意大利的,1,1,1,no,,create-content-candidate
KV001976,candidate:italy,new-stable-identity,Italy,italy,意大利,1,2,2,no,,create-content-candidate
KV001977,candidate:jack-o'-lantern,new-stable-identity,jack-o'-lantern,jack-o'-lantern,南瓜灯；杰克灯,1,1,1,no,,create-content-candidate
KV001978,candidate:jam,new-stable-identity,jam,jam,果酱,1,3,3,no,,create-content-candidate
KV001979,candidate:japan,new-stable-identity,Japan,japan,日本,1,5,5,no,,create-content-candidate
KV001980,candidate:japanese,new-stable-identity,Japanese,japanese,日本的；日本人；日语,1,1,1,no,,create-content-candidate
KV001981,candidate:jasmine,new-stable-identity,jasmine,jasmine,茉莉；茉莉花,1,1,1,no,,create-content-candidate
KV001982,candidate:jeans,new-stable-identity,jeans,jeans,牛仔裤,1,6,6,no,,create-content-candidate
KV001983,candidate:jeep,new-stable-identity,jeep,jeep,吉普车,1,2,2,no,,create-content-candidate
KV001984,candidate:jelly,new-stable-identity,jelly,jelly,果冻,1,2,2,no,,create-content-candidate
KV001985,candidate:jet,new-stable-identity,jet,jet,喷气式飞机,1,1,1,no,,create-content-candidate
KV001986,candidate:jet-ski,new-stable-identity,jet-ski,jet-ski,水上摩托；摩托艇,1,1,1,no,,create-content-candidate
KV001987,candidate:jiaozi,new-stable-identity,jiaozi,jiaozi,饺子,1,1,1,no,,create-content-candidate
KV001988,candidate:jog,new-stable-identity,jog,jog,慢跑,1,1,1,no,,create-content-candidate
KV001989,candidate:join,new-stable-identity,join,join,加入；参加,1,11,11,no,,create-content-candidate
KV001990,candidate:joke,new-stable-identity,joke,joke,玩笑；笑话,1,3,3,no,,create-content-candidate
KV001991,candidate:journey,new-stable-identity,journey,journey,旅行；行程,1,1,1,no,,create-content-candidate
KV001992,candidate:joy,new-stable-identity,joy,joy,欢乐；快乐；喜悦,1,3,3,no,,create-content-candidate
KV001993,candidate:juggle,new-stable-identity,juggle,juggle,玩杂耍,1,1,1,no,,create-content-candidate
KV001994,candidate:juggler,new-stable-identity,juggler,juggler,杂耍演员；玩杂耍的人,1,2,2,no,,create-content-candidate
KV001995,candidate:jungle,new-stable-identity,jungle,jungle,丛林；密林,1,1,1,no,,create-content-candidate
KV001996,candidate:junior high school,new-stable-identity,junior high school,junior high school,初中；初级中学,1,1,1,no,,create-content-candidate
KV001997,candidate:junk food,new-stable-identity,junk food,junk food,垃圾食品,1,1,1,no,,create-content-candidate
KV001998,candidate:karate,new-stable-identity,karate,karate,空手道,1,1,1,no,,create-content-candidate
KV001999,candidate:keep on,new-stable-identity,keep on,keep on,继续；坚持,1,2,2,no,,create-content-candidate
KV002000,candidate:keep quiet,new-stable-identity,keep quiet,keep quiet,保持安静,1,1,1,no,,create-content-candidate
KV002001,candidate:key,new-stable-identity,key,key,钥匙,1,10,9,no,,create-content-candidate
KV002002,candidate:keyboard,new-stable-identity,keyboard,keyboard,键盘,1,1,1,no,,create-content-candidate
KV002003,candidate:kill,new-stable-identity,kill,kill,杀死；杀害,1,2,2,no,,create-content-candidate
KV002004,candidate:kindergarten,new-stable-identity,kindergarten,kindergarten,幼儿园,1,1,1,no,,create-content-candidate
KV002005,candidate:kingfisher,new-stable-identity,kingfisher,kingfisher,翠鸟,1,1,1,no,,create-content-candidate
KV002006,candidate:kiss,new-stable-identity,kiss,kiss,亲吻；吻,1,2,2,no,,create-content-candidate
KV002007,candidate:kiwi,new-stable-identity,kiwi,kiwi,几维鸟,1,1,1,no,,create-content-candidate
KV002008,candidate:knee,new-stable-identity,knee,knee,膝盖,1,6,6,no,,create-content-candidate
KV002009,candidate:knock,new-stable-identity,knock,knock,敲；敲门,1,2,2,no,,create-content-candidate
KV002010,candidate:knock down,new-stable-identity,knock down,knock down,撞倒；击倒；拆倒,1,1,1,no,,create-content-candidate
KV002011,candidate:kung fu,new-stable-identity,kung fu,kung fu,功夫；中国功夫,1,3,3,no,,create-content-candidate
KV002012,candidate:kung fu panda,new-stable-identity,Kung Fu Panda,kung fu panda,功夫熊猫,1,1,1,no,,create-content-candidate
KV002013,candidate:l. a. lakers,new-stable-identity,L. A. Lakers,l. a. lakers,洛杉矶湖人队,1,1,1,no,,create-content-candidate
KV002014,candidate:l.a.,new-stable-identity,L.A.,l.a.,洛杉矶,1,1,1,no,,create-content-candidate
KV002015,candidate:lab,new-stable-identity,lab,lab,实验室,1,2,2,no,,create-content-candidate
KV002016,candidate:labor day,new-stable-identity,Labor Day,labor day,劳动节,1,1,1,no,,create-content-candidate
KV002017,candidate:ladder,new-stable-identity,ladder,ladder,梯子,1,1,1,no,,create-content-candidate
KV002018,candidate:lady,new-stable-identity,lady,lady,女士；夫人,1,3,3,no,,create-content-candidate
KV002019,candidate:ladybird,new-stable-identity,ladybird,ladybird,瓢虫,1,2,2,no,,create-content-candidate
KV002020,candidate:land,new-stable-identity,land,land,陆地；土地,1,6,6,no,,create-content-candidate
KV002021,candidate:language,new-stable-identity,language,language,语言,1,3,3,no,,create-content-candidate
KV002022,candidate:lantern,new-stable-identity,lantern,lantern,灯笼,1,3,3,no,,create-content-candidate
KV002023,candidate:last night,new-stable-identity,last night,last night,昨晚；昨天晚上,1,5,5,no,,create-content-candidate
KV002024,candidate:latest,new-stable-identity,latest,latest,最新的；最近的,1,1,1,no,,create-content-candidate
KV002025,candidate:laugh at,new-stable-identity,laugh at,laugh at,嘲笑；因……发笑,1,3,3,no,,create-content-candidate
KV002026,candidate:lawn,new-stable-identity,lawn,lawn,草坪,1,1,1,no,,create-content-candidate
KV002027,candidate:lazy,new-stable-identity,lazy,lazy,懒惰的；懒洋洋的,1,3,3,no,,create-content-candidate
KV002028,candidate:lead,new-stable-identity,lead,lead,带领；引导,1,1,1,no,,create-content-candidate
KV002029,candidate:leader,new-stable-identity,leader,leader,首领；领导者,1,1,1,no,,create-content-candidate
KV002030,candidate:learn,new-stable-identity,learn,learn,学习；学会,1,16,14,no,,create-content-candidate
KV002031,candidate:least,new-stable-identity,least,least,最少；最小,1,1,1,no,,create-content-candidate
KV002032,candidate:left#direction,new-stable-identity,left,left#direction,左边；左侧,1,17,15,no,,create-content-candidate
KV002033,candidate:lemon,new-stable-identity,lemon,lemon,柠檬,1,6,5,no,,create-content-candidate
KV002034,candidate:lemonade,new-stable-identity,lemonade,lemonade,柠檬水,1,1,1,no,,create-content-candidate
KV002035,candidate:leopard,new-stable-identity,leopard,leopard,豹；豹子,1,1,1,no,,create-content-candidate
KV002036,candidate:let,new-stable-identity,let,let,让；允许,1,8,8,no,,create-content-candidate
KV002037,candidate:librarian,new-stable-identity,librarian,librarian,图书馆员,1,2,2,no,,create-content-candidate
KV002038,candidate:library card,new-stable-identity,library card,library card,借书证；图书馆卡,1,1,1,no,,create-content-candidate
KV002039,candidate:lie,new-stable-identity,lie,lie,说谎；撒谎,1,3,3,no,,create-content-candidate
KV002040,candidate:life,new-stable-identity,life,life,生活；生命,1,10,9,no,,create-content-candidate
KV002041,candidate:lifeguard,new-stable-identity,lifeguard,lifeguard,救生员,1,1,1,no,,create-content-candidate
KV002042,candidate:lift#elevator,new-stable-identity,lift,lift,电梯,1,1,1,no,,create-content-candidate
