Word,PromptHint,NoteID,CanonicalWord,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,LearnerLevel,LearningOrder,Sources,SourceBooks,Tags
sick,,KV000434,sick,[sɪk],[sɪk],生病的,The doctor helps sick people.,医生帮助病人。,4,,rj_start1,rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::library
people,,KV000435,people,[ˈpiːp(ə)l],[ˈpiːpl],人们,Many people are waiting at the station.,许多人正在车站等候。,4,018,rj_start1,rj_start1::4年级上|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::grade4-current
teach,,KV000436,teach,[tiːtʃ],[tiːtʃ],教,Teachers teach children.,老师教孩子们。,4,,rj_start1,rj_start1::4年级上|rj_start1::5年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::上 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::library
just,,KV000437,just,[dʒʌst],[dʒʌst],只是；仅仅,I just want to help.,我只是想帮忙。,4,168,rj_start1,rj_start1::4年级上|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::grade4-current
myself,,KV000438,myself,[maɪˈself],[maɪˈself],我自己,I can do it myself.,我可以自己做。,4,,rj_start1,rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::library
sound,,KV000439,sound,[saʊnd],[saʊnd],听起来；声音,That sounds great.,那听起来很棒。,4,,rj_start1,rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::library
across from,,KV000440,across from,,,在……对面,The bank is across from the hotel.,银行在酒店对面。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
next to,,KV000441,next to,,,紧挨着；在……旁边,The post office is next to the bank.,邮局在银行旁边。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
between,,KV000442,between,[bɪˈtwiːn],[bɪˈtwiːn],在……之间,The shop is between the bank and hotel.,商店在银行和酒店之间。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
restaurant,,KV000443,restaurant,[ˈrestrɒnt],[ˈrestrɑːnt; ˈrestərɑːnt],餐馆；饭店,We eat dinner at the restaurant.,我们在餐馆吃晚饭。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
post office,,KV000444,post office,[ˈpəust ɔfis],[ˈpost ɔfɪs],邮局,We send birthday cards at the post office.,我们在邮局寄生日贺卡。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
bank,,KV000445,bank,[bæŋk],[bæŋk],银行,The bank is near the hotel.,银行在酒店附近。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
grocery,,KV000446,grocery,[ˈɡrəʊsəri],[ˈɡroʊsəri],食品杂货店；杂货店,We buy food at the grocery.,我们在杂货店买食物。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
turn left,,KV000447,turn left,[tɜ:n left],[tɝ​n lɛft],向左转,Turn left at the crossroads.,在十字路口向左转。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
turn right,,KV000448,turn right,,,向右转,Turn right at the bank.,在银行那里向右转。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
go straight,,KV000449,go straight,,,直走,Go straight and turn left.,直走然后左转。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
crossroads,,KV000450,crossroads,[ˈkrɒsrəʊdz],[ˈkrɔːsroʊdz],十字路口,Turn right at the crossroads.,在十字路口右转。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
neighbourhood,,KV000451,neighbourhood,[ˈneɪbəhʊd],[ˈneɪbərhʊd],街区；社区,There is a park in my neighbourhood.,我的社区里有一个公园。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
send,,KV000452,send,[send],[send],发送；寄,I send a birthday card to my cousin.,我给表兄弟姐妹寄一张生日贺卡。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
get,,KV000453,get,[ɡet],[ɡet],得到；取得,I get a birthday present from my friend.,我收到朋友送的生日礼物。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
money,,KV000454,money,[ˈmʌni],[ˈmʌni],钱,I need some money to buy the book.,我需要一些钱来买这本书。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
get to,,KV000455,get to,,,到达,How can I get to the bank?,我怎样到银行？,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
before,,KV000456,before,[bɪˈfɔː(r)],[bɪˈfɔːr],在……之前,I get up before seven.,我七点前起床。,4,,rj_start1,rj_start1::4年级下|rj_start1::5年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 source::rj_start1::grade::5 source::rj_start1::grade::5::下 stage::library
leave,,KV000457,leave,[liːv],[liːv],离开,We leave home at eight.,我们八点离开家。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
toy,,KV000458,toy,[tɔɪ],[tɔɪ],玩具,This shop sells toys.,这家商店卖玩具。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
city,,KV000459,city,[ˈsɪti],[ˈsɪti],城市,This city is beautiful.,这座城市很漂亮。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
sports centre,,KV000460,sports centre,,,体育中心,We play basketball at the sports centre.,我们在体育中心打篮球。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
hotel,,KV000461,hotel,[həʊˈtel],[hoʊˈtel],酒店；旅馆,We stay at a hotel.,我们住在酒店。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
square,,KV000462,square,[skweə(r)],[skwer],广场,There are many people in the square.,广场上有很多人。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
buy toys,,KV000463,buy toys,,,买玩具,We buy toys at the shop.,我们在商店买玩具。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
see a film,,KV000464,see a film,,,看电影,We see a film at the cinema.,我们在电影院看电影。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
go boating,,KV000465,go boating,,,去划船,We go boating on the lake.,我们在湖上划船。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
busy,,KV000466,busy,[ˈbɪzi],[ˈbɪzi],忙碌的,My mum is busy today.,我妈妈今天很忙。,4,008,rj_start1,rj_start1::4年级下|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::grade4-current
station,,KV000467,station,[ˈsteɪʃ(ə)n],[ˈsteɪʃn],车站,The station is near the hotel.,车站在酒店附近。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
place,,KV000468,place,[pleɪs],[pleɪs],地方,This is a beautiful place.,这是一个美丽的地方。,4,048,rj_start1,rj_start1::4年级下|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::grade4-current
thing,,KV000469,thing,[θɪŋ],[θɪŋ],东西；事情,I have many things to do.,我有很多事情要做。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
stay,,KV000470,stay,[steɪ],[steɪ],停留；待,We stay at home today.,我们今天待在家里。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
star,,KV000471,star,[stɑː(r)],[stɑːr],星星,We can see many stars.,我们能看到许多星星。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
king,,KV000472,king,[kɪŋ],[kɪŋ],国王,The king lives in a big house.,国王住在一所大房子里。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
central,,KV000473,central,[ˈsentrəl],[ˈsentrəl],中心的；中央的,The museum is in the central square.,博物馆在中心广场。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
take photos,,KV000474,take photos,,,拍照,We take photos at the Great Wall.,我们在长城拍照。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
museum,,KV000475,museum,[mjuˈziːəm],[mjuˈziːəm],博物馆,We visit the museum today.,我们今天参观博物馆。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
dream,,KV000476,dream,[driːm],[driːm],梦想,My dream is to travel.,我的梦想是去旅行。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
sea,,KV000477,sea,[siː],[siː],海,We swim in the sea.,我们在海里游泳。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
ski,,KV000478,ski,[skiː],[skiː],滑雪,I want to ski in winter.,我想冬天去滑雪。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
eat seafood,,KV000479,eat seafood,,,吃海鲜,We eat seafood by the sea.,我们在海边吃海鲜。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
visit the Mogao Caves,,KV000480,visit the Mogao Caves,,,参观莫高窟,We visit the Mogao Caves.,我们参观莫高窟。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
West Lake,,KV000481,West Lake,,,西湖,West Lake is beautiful.,西湖很美。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
row a boat,,KV000482,row a boat,,,划船,We row a boat on West Lake.,我们在西湖划船。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
the Great Wall,,KV000483,the Great Wall,,,长城,The Great Wall is in China.,长城在中国。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
summer vacation,,KV000484,summer vacation,,,暑假,We often travel during the summer vacation.,我们暑假经常去旅行。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
travel,,KV000485,travel,[ˈtræv(ə)l],[ˈtrævl],旅行；旅游,I like to travel with my family.,我喜欢和家人旅行。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
reading,,KV000486,reading,[ˈriːdɪŋ],[ˈriːdɪŋ],阅读；读书,Reading is my hobby.,阅读是我的爱好。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
skateboarding,,KV000487,skateboarding,[ˈskeɪtbɔːdɪŋ],[ˈskeɪtbɔːrdɪŋ],滑板运动,Skateboarding is my hobby.,滑板运动是我的爱好。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
singing,,KV000488,singing,[ˈsɪŋɪŋ],[ˈsɪŋɪŋ],唱歌,Singing is my hobby.,唱歌是我的爱好。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
dancing,,KV000489,dancing,[ˈdɑːnsɪŋ],[ˈdænsɪŋ],跳舞,Dancing is her hobby.,跳舞是她的爱好。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
doing jigsaw puzzles,,KV000490,doing jigsaw puzzles,,,拼拼图,I like doing jigsaw puzzles.,我喜欢拼拼图。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
making models,,KV000491,making models,,,做模型,He likes making models.,他喜欢做模型。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
collecting erasers,,KV000492,collecting erasers,,,收集橡皮,She likes collecting erasers.,她喜欢收集橡皮。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
different,,KV000493,different,[ˈdɪfrənt],[ˈdɪfrənt],不同的,We have different hobbies.,我们有不同的爱好。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
hobby,,KV000494,hobby,[ˈhɒbi],[ˈhɑːbi],爱好,Reading is my hobby.,阅读是我的爱好。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
stamp,,KV000495,stamp,[stæmp],[stæmp],邮票,I like collecting stamps.,我喜欢集邮。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
catch,,KV000496,catch,[kætʃ],[kætʃ],抓住；捕捉,The cat can catch a fish.,猫能抓到鱼。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
go for a picnic,,KV000497,go for a picnic,,,去野餐,We go for a picnic on Sunday.,我们星期日去野餐。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
play the violin,,KV000498,play the violin,,,拉小提琴,She can play the violin.,她会拉小提琴。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
go skating,,KV000499,go skating,,,去滑冰,We go skating in winter.,我们冬天去滑冰。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
go camping,,KV000500,go camping,,,去露营,We go camping in summer.,我们夏天去露营。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
do the housework,,KV000501,do the housework,,,做家务,I help do the housework.,我帮忙做家务。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
free,,KV000502,free,[friː],[friː],空闲的,Are you free on Sunday?,你星期日有空吗？,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
never,,KV000503,never,[ˈnevə(r)],[ˈnevər],从不；从未,I never play with fire.,我从不玩火。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
once a week,,KV000504,once a week,,,每周一次,I go swimming once a week.,我每周游泳一次。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
twice a week,,KV000505,twice a week,,,每周两次,I play basketball twice a week.,我每周打两次篮球。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
three times a week,,KV000506,three times a week,,,每周三次,I read books three times a week.,我每周读三次书。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
Canada,,KV000507,Canada,[ˈkænədə],[ˈkænədə],加拿大,Canada is a big country.,加拿大是一个大国。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
Australia,,KV000508,Australia,[ɒˈstreɪliə],[ɔːˈstreɪliə],澳大利亚,Koalas live in Australia.,考拉生活在澳大利亚。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
the UK,,KV000509,the UK,,,英国,Big Ben is in the UK.,大本钟在英国。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
the USA,,KV000510,the USA,,,美国,Disneyland is in the USA.,迪士尼乐园在美国。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
China,,KV000511,China,[ˈtʃaɪnə],[ˈtʃaɪnə],中国,The Great Wall is in China.,长城在中国。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
koala,,KV000512,koala,[kəʊˈɑːlə],[koʊˈɑːlə],考拉；树袋熊,The koala is eating in a tree.,考拉正在树上吃东西。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
maple leaves,,KV000513,maple leaves,,,枫叶,Maple leaves turn red in autumn.,枫叶在秋天变红。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
Big Ben,,KV000514,Big Ben,,,大本钟,Big Ben is in the UK.,大本钟在英国。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
Disneyland,,KV000515,Disneyland,[ˈdɪznilænd],[ˈdɪznilænd],迪士尼乐园,I want to visit Disneyland.,我想参观迪士尼乐园。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
campfire,,KV000516,campfire,[ˈkæmpfaɪə(r)],[ˈkæmpfaɪər],篝火；营火,We sit by the campfire.,我们坐在篝火旁。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
cute,,KV000517,cute,[kjuːt],[kjuːt],可爱的,The koala is very cute.,考拉非常可爱。,4,,rj_start1,rj_start1::4年级下|rj_start1::5年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::library
country,,KV000518,country,[ˈkʌntri],[ˈkʌntri],国家,China is my country.,中国是我的国家。,4,,rj_start1,rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
clever,,KV000519,clever,[ˈklevə(r)],[ˈklevər],聪明的,She is clever and helpful.,她聪明又乐于助人。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
careless,,KV000520,careless,[ˈkeələs],[ˈkerləs],粗心的,Don't be careless with your homework.,做作业不要粗心。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
polite,,KV000521,polite,[pəˈlaɪt],[pəˈlaɪt],有礼貌的,The boy is polite to everyone.,这个男孩对每个人都很有礼貌。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
quiet,,KV000522,quiet,[ˈkwaɪət],[ˈkwaɪət],安静的；文静的,She is quiet in class.,她在课堂上很安静。,4,025,rj_start1,rj_start1::5年级上|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::grade4-current
friendly,,KV000523,friendly,[ˈfrendli],[ˈfrendli],友好的,Our new teacher is friendly.,我们的新老师很友好。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
helpful,,KV000524,helpful,[ˈhelpfl],[ˈhelpfl],乐于助人的；有帮助的,He is always helpful at home.,他在家总是乐于帮忙。,4,144,rj_start1,rj_start1::5年级上|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::grade4-current
active,,KV000525,active,[ˈæktɪv],[ˈæktɪv],活跃的；积极的,She is active in class.,她在课堂上很活跃。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
popular,,KV000526,popular,[ˈpɒpjələ(r)],[ˈpɑːpjələr],受欢迎的,He is popular at school.,他在学校很受欢迎。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
talk,,KV000527,talk,[tɔːk],[tɔːk],交谈；说话,We often talk after school.,我们经常放学后聊天。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
all,,KV000528,all,[ɔːl],[ɔːl],全部；所有,All the children are here.,所有孩子都在这里。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
but,,KV000529,but,[bət],[bət; bʌt],但是,He is young but tall.,他很年轻但是个子高。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
sometimes,,KV000530,sometimes,[ˈsʌmtaɪmz],[ˈsʌmtaɪmz],有时,I sometimes go to the library.,我有时去图书馆。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
bark,,KV000531,bark,[bɑːk],[bɑːrk],狗叫；吠,The dog barks at night.,狗在晚上叫。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
forget,,KV000532,forget,[fəˈɡet],[fərˈɡet],忘记,Don't forget your schoolbag.,别忘了你的书包。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
with,,KV000533,with,[wɪð],[wɪð; wɪθ],和；跟；带有,I play with my friends.,我和朋友一起玩。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
wear glasses,,KV000534,wear glasses,,,戴眼镜,My teacher wears glasses.,我的老师戴眼镜。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
