MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,Contexts,RiskSignals,CandidateType,CandidateRoute,ProposedObjectDecision,ResolutionStatus,Confidence,TargetReference,ResolutionBasis,Rationale,KloseMergeAuthorized
stayed at home,stayed at home,无,5年级下,1,5年级下@r64: [rowed a boat / played computer games / <stayed at home> / played the piano / played chess],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
step,step,"n. 步,脚步;步骤;步伐;梯级 vt. 走,迈步 vi. 踏,踩;走",4年级上,1,4年级上@r26: [fun / always / <step> / paint / evening],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,The neighborhood does not establish noun 'step/步骤/脚步' versus verb '迈步'.,no
summary,summary,"n. 概要,摘要,总结 adj. 简易的;扼要的",3年级上,1,3年级上@r30: [morning / afternoon / <summary> / face / eye],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,This may be a lexical target or a source/review-section artifact; the current word-list context is insufficient to mint a learning unit safely.,no
summer vacation,summer vacation,n. 暑假,4年级下,1,4年级下@r53: [the Great Wall / take photos / <summer vacation> / travel / reading],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
sweep the floor,sweep the floor,扫地;清扫地板;打扫地板,5年级上,1,5年级上@r66: [wash clothes / tidy the desk / <sweep the floor> / call],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
take out the rubbish,take out the rubbish,无,5年级上,1,5年级上@r63: [clean the room / make the bed / <take out the rubbish> / wash clothes / tidy the desk],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
take photos,take photos,照相;拍照;拍照片,4年级下,2,4年级下@r42: [king / central / <take photos> / museum / dream] || 4年级下@r52: [row a boat / the Great Wall / <take photos> / summer vacation / travel],multiple-occurrences|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
talk about,talk about,na. 讲(某事),6年级下,1,6年级下@r24: [less / at least / <talk about> / hockey / together],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
taste,taste,n. 味道;品味;审美 vt. 尝;体验 vi. 尝起来;有...的味道,6年级上,1,6年级上@r9: [the Terracotta Army / vacation / <taste> / map / north],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,The geography/travel neighborhood does not establish noun '味道' versus verb '品尝/尝起来'.,no
taxi driver,taxi driver,n. 计程车司机,4年级上,1,4年级上@r100: [bus driver / police officer / <taxi driver> / farmer / worker],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
teachers' day,Teachers' Day,n. 教师节,5年级下,1,5年级下@r26: [Children's Day / Father's Day / <Teachers' Day> / National Day / Christmas Day],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
the british museum,the British Museum,大英博物馆;伦敦大英博物馆;不列颠博物馆,6年级上,1,6年级上@r28: [Sydney / Washington D.C. / <the British Museum> / the CN Tower / kangaroo],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the cn tower,the CN Tower,无,6年级上,1,6年级上@r29: [Washington D.C. / the British Museum / <the CN Tower> / kangaroo / the Opera House],missing-or-empty-gloss|multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the great wall,the Great Wall,长城;万里长城;中国万里长城,4年级下,1,4年级下@r51: [West Lake / row a boat / <the Great Wall> / take photos / summer vacation],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the london eye,the London Eye,伦敦眼;英航伦敦眼;英国伦敦眼,6年级上,1,6年级上@r37: [French / Tower Bridge / <the London Eye> / hiking / sunrise],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the matter,the matter,"有问题,有毛病",3年级上,1,3年级上@r21: [foot / feet / <the matter> / hurt / help],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the opera house,the Opera House,悉尼歌剧院;剧院及电影院;大剧院,6年级上,1,6年级上@r31: [the CN Tower / kangaroo / <the Opera House> / the White House / clock],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the potala palace,the Potala Palace,布达拉宫;中国西藏布达拉宫,6年级上,1,6年级上@r5: [soup / garden / <the Potala Palace> / the Summer Palace / the Terracotta Army],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the stone forest,the Stone Forest,无,5年级下,1,5年级下@r75: [swam / ate ice-cream / <the Stone Forest> / bought some gifts / took photos],missing-or-empty-gloss|multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the summer palace,the Summer Palace,颐和园;颐和圆;之颐和园,6年级上,1,6年级上@r6: [garden / the Potala Palace / <the Summer Palace> / the Terracotta Army / vacation],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the terracotta army,the Terracotta Army,无,6年级上,1,6年级上@r7: [the Potala Palace / the Summer Palace / <the Terracotta Army> / vacation / taste],missing-or-empty-gloss|multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the uk,the UK,(等于the United Kingdom)英国,4年级下,1,4年级下@r78: [Canada / Australia / <the UK> / the USA / China],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the usa,the USA,美国;美利坚合众国;现在我们有美国的大哥,4年级下,1,4年级下@r79: [Australia / the UK / <the USA> / China / koala],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the white house,the White House,na. 白宫,6年级上,1,6年级上@r32: [kangaroo / the Opera House / <the White House> / clock / speak],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the yangtze river,the Yangtze River,na. 长江,6年级上,1,6年级上@r18: [temple / around / <the Yangtze River> / foggy / spicy],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
three times a week,three times a week,一周三次;每周三次;一星期三次,4年级下,1,4年级下@r75: [once a week / twice a week / <three times a week> / Canada / Australia],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
tidy the desk,tidy the desk,无,5年级上,1,5年级上@r65: [take out the rubbish / wash clothes / <tidy the desk> / sweep the floor / call],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
too much,too much,na. 太过份,5年级下,1,5年级下@r2: [<too much> / candy / go to bed],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
top,top,"n. 顶部,顶端;上部;首席;陀螺 adj. 最高的,顶上的;头等的 vt. 超越,超过;给...加盖;达到...的顶端 vi. 高出,超越;结束;达到顶点",6年级下,1,6年级下@r19: [volunteer / sandwich / <top> / habit / idea],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,The neighborhood does not establish noun/adjective/prepositional use of top as one clear target sense.,no
tower bridge,Tower Bridge,n. 【旅】塔桥;【旅】伦敦塔桥,6年级上,1,6年级上@r36: [speak / French / <Tower Bridge> / the London Eye / hiking],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
tree planting day,Tree Planting Day,无,5年级下,1,5年级下@r22: [more / New Year's Day / <Tree Planting Day> / Mother's Day / Children's Day],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
turn left,turn left,un. 向左转,4年级下,1,4年级下@r9: [bank / grocery / <turn left> / turn right / go straight],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
turn right,turn right,na. 转往右面,4年级下,1,4年级下@r10: [grocery / turn left / <turn right> / go straight / crossroads],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
twice a week,twice a week,一周两次;每周两次;一星期两次,4年级下,1,4年级下@r74: [never / once a week / <twice a week> / three times a week / Canada],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
visit one's grandparents,visit one's grandparents,无,4年级上,1,4年级上@r16: [father / get up / <visit one's grandparents> / go to a drawing club / climb a hill],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
visit the mogao caves,visit the Mogao Caves,无,4年级下,1,4年级下@r48: [ski / eat seafood / <visit the Mogao Caves> / West Lake / row a boat],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
volunteer,volunteer,n. 志愿者;志愿兵 adj. 志愿的 vt. 自愿 vi. 自愿,6年级下,1,6年级下@r17: [Lake Ontario / stadium / <volunteer> / sandwich / top],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,The neighborhood does not establish noun '志愿者' versus verb/adjective volunteer usage as the intended learning unit.,no
wait for,wait for,na. 等;等待,4年级上,1,4年级上@r87: [run down the stairs / sidewalk / <wait for> / safe / stop],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
wake up,wake up,na. 同“wake”;叫醒;醒来;振作起来,3年级下,1,3年级下@r35: [really / tomorrow / <wake up> / be back / play football],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
walking the dog,walking the dog,无,3年级下,1,3年级下@r62: [sister / cooking dinner / <walking the dog> / watering the plants / cleaning the room],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
wash clothes,wash clothes,洗衣服;爱洗衣服的小羊;清洗衣物,5年级上,1,5年级上@r64: [make the bed / take out the rubbish / <wash clothes> / tidy the desk / sweep the floor],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
washed clothes,washed clothes,无,5年级下,1,5年级下@r67: [played the piano / played chess / <washed clothes> / boring / badminton],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
washington d.c.,Washington D.C.,华盛顿;华盛顿哥伦比亚特区;华盛顿特区,6年级上,1,6年级上@r27: [Toronto / Sydney / <Washington D.C.> / the British Museum / the CN Tower],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
watched tv,watched TV,无,5年级下,1,5年级下@r56: [flower show / cleaned the window / <watched TV> / climbed a hill / visited grandparents],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
watching tv,watching TV,看电视;正在看电视;他在看电视,3年级下,1,3年级下@r66: [cleaning the room / listening to music / <watching TV> / feeding the fish / play with],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
water bottle,water bottle,un. 水壶;采水瓶;采水器;采水样器,3年级下,1,3年级下@r50: [beautiful / lost / <water bottle> / know / ok],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
watering the plants,watering the plants,无,3年级下,1,3年级下@r63: [cooking dinner / walking the dog / <watering the plants> / cleaning the room / listening to music],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
wear glasses,wear glasses,戴眼镜;戴着眼镜;带着眼镜,5年级上,1,5年级上@r19: [forget / with / <wear glasses> / slim / curly],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
west lake,West Lake,西湖;杭州西湖;浙江杭州,4年级下,1,4年级下@r49: [eat seafood / visit the Mogao Caves / <West Lake> / row a boat / the Great Wall],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
wild goose,wild goose,na. 【鸟】雁,6年级下,1,6年级下@r36: [squirrel / swan / <wild goose> / frog / English-Chinese dictionary],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
write a letter,write a letter,na. 写信,5年级下,1,5年级下@r46: [special / send an email / <write a letter> / make a phone call / send a short message],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
