MatchKey,DisplayForms,Definitions,SourceIDs,SourceBooks,OccurrenceCount,SurfaceState,IdentityResolutionStatus,MergeAuthorized
race,race,"n. 属,种;种族,人种;家庭,门第 vt. 使参加比赛;和...竞赛;使急走,使全速行进 vi. 比速度,参加竞赛;全速行进",beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:6年级上,2,cross-source-exact-overlap,pending,no
rainy,rainy,adj. 下雨的;多雨的,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
really,really,"adv. 实际上,事实上;真正地,真实地;真的吗?(表语气)",beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
red,red,"n. 红色,红颜料;赤字 adj. 红色的;红肿的,充血的",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级上|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
rice,rice,n. 稻;米饭 vt. 把...捣成米糊状,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级下|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
room,room,"n. 房间;空间;余地;机会;房间里所有的人 vt. 为...提供住处;租房,合住;投宿,住宿;留|n. 房间;空间;余地;机会;房间里所有的人 vt. 为...提供住处;租房,合住;投宿,住宿;留...住宿 vi. 居住;住宿",beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
ruler,ruler,"n. 尺;统治者;[测] 划线板,划线的人",beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:1年级上|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
run,run,"n. 奔跑;赛跑;趋向;奔跑的路程 vt. 管理,经营;运行;参赛 vi. 经营;奔跑;运转",beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
sad,sad,"adj. 难过的;悲哀的,令人悲痛的;凄惨的,阴郁的(形容颜色)",beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:5年级下|renjiao_start1:6年级上,3,cross-source-exact-overlap,pending,no
safe,safe,n. 保险箱;冷藏室;纱橱 adj. 安全的;可靠的;平安的,beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
saturday,Saturday,n. 星期六,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级下|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
say,say,vt. 讲;说明;例如;声称;假设;指明 vi. 讲;表示;念;假定;背诵,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:5年级下,2,cross-source-exact-overlap,pending,no
school,school,n. 学校;学院;学派;鱼群 vt. 教育,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:2年级上|renjiao_start1:4年级下,3,cross-source-exact-overlap,pending,no
schoolbag,schoolbag,n. 书包,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级上|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
science,science,n. 科学;技术;学科;理科,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
sea,sea,n. 海;海洋;许多;大量,beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
season,season,n. 时期;季节;赛季 vt. 给...调味;使适应 vi. 变得成熟;变干燥,beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
second,second,num. 第二 n. 秒;第二名;瞬间;二等品 adj. 第二的;次要的;附加的 vt. 支持 adv. 第二;其次;居第二位,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
september,September,n. 九月,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
seven,seven,"num. 七个,七 n. 七个,七 adj. 七的;七个的",beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
she,she,n. 女人;雌性动物 pron. 她(主格);它(用来指雌性动物或国家、船舶、地球、月亮等),beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
sheep,sheep,"n. 羊,绵羊;胆小鬼",beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
shirt,shirt,"n. 衬衫;汗衫,内衣",beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级下|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
shop,shop,n. 商店;店铺 vt. 购物 vi. 购物;买东西,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
short,short,"n. 短;缺乏;短路;短裤 adj. 短的;不足的;矮的,低的 adv. 不足;突然;唐突地",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级上|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
shorts,shorts,n. 短裤,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级下|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
should,should,aux. 应该;就;可能;将要,beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
sister,sister,n. 姐妹;(称志同道合者)姐妹;修女;护士 adj. 姐妹般的;同类型的,beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:2年级上|renjiao_start1:3年级下,3,cross-source-exact-overlap,pending,no
ski,ski,n. 滑雪橇 vi. 滑雪 adj. 滑雪(用)的,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
skirt,skirt,"n. 裙子 vt. 绕过,回避;位于...边缘 vi. 沿边走,绕开;环绕",beijing_start1|renjiao_start1,beijing_start1:1年级上|beijing_start1:6年级下|renjiao_start1:1年级下|renjiao_start1:3年级上,4,cross-source-exact-overlap,pending,no
small,small,"n. 小件物品;矮小的人 adj. 少的,小的;微弱的;几乎没有的;不重要的;幼小的 adv. 小小地;卑鄙地",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
smart,smart,adj. 聪明的;巧妙的;敏捷的;厉害的;潇洒的;剧烈的;时髦的,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:6年级上,2,cross-source-exact-overlap,pending,no
snake,snake,n. 蛇;阴险的人 vt. 拉(木材等);迂回前进 vi. 迂回前进,beijing_start1|renjiao_start1,beijing_start1:1年级下|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
snow,snow,"n. 雪,积雪;下雪 vt. 使纷纷落下;使变白 vi. 降雪",beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
snowy,snowy,"adj. 下雪的,多雪的;被雪覆盖的;洁白无瑕的",beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
sofa,sofa,n. 沙发;长椅,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
sometimes,sometimes,"adv. 有时,间或",beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
soon,soon,"adv. 快;不久,一会儿;立刻;|adv. 快;不久,一会儿;立刻;宁愿",beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
sorry,sorry,"adj. 遗憾的;对不起的,抱歉的 int. 对不起,抱歉(表示委婉的拒绝等)",beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
sound,sound,"n. 声音,语音;噪音;海峡;吵闹;听力范围;[医] 探条 adj. 健全的,健康的;合理的;可靠的;有效彻底的 vt. 听(诊);测量,测...深;使发声;试探;宣告 vi. 听起来;发出声音;回响;测深 adv. 彻底地,充分地",beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
soup,soup,"n. 汤,羹;马力 vt. 加速;增加马力",beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:6年级上,2,cross-source-exact-overlap,pending,no
speak,speak,vi. 说话;演讲;表明;陈述 vt. 讲话;发言;讲演,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:6年级上,2,cross-source-exact-overlap,pending,no
spring,spring,n. 春天;弹簧;泉水;活力;跳跃 adj. 春天的 vt. 使跳起;使爆炸;突然提出;使弹开 vi. 生长;涌出;跃出;裂开,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
square,square,n. 平方;广场;正方形 adj. 平方的;正方形的;直角的;正直的 vt. 使成方形;与...一致 vi. 一致;成方形 adv. 成直角地,beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
stamp,stamp,n. 邮票;印记;标志;跺脚 vt. 铭记;标出;盖章于...;贴邮票于...;用脚踩踏 vi. 跺脚;捣碎;毁掉,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
star,star,"n. 星,恒星;明星;星形物 adj. 明星的,主角的;星形的 vt. 用星号标于;由...主演,由...担任主角 vi. 担任主角",beijing_start1|renjiao_start1,beijing_start1:1年级上|beijing_start1:3年级上|renjiao_start1:4年级下,3,cross-source-exact-overlap,pending,no
station,station,n. 车站;驻地;地位;身份 vt. 配置;安置;驻扎,beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
stay,stay,n. 逗留;停止;支柱 vi. 停留;坚持;暂住;停下 vt. 坚持;暂住;抑制,beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
stop,stop,n. 停止;车站;障碍;逗留 vi. 停止;中止;逗留;被塞住 vt. 停止;堵塞;断绝,beijing_start1|renjiao_start1,beijing_start1:6年级上|beijing_start1:6年级下|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
story,story,n. 故事;小说;新闻报道;来历;假话 vt. 用历史故事画装饰 vi. 说谎,beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:6年级上,2,cross-source-exact-overlap,pending,no
street,street,n. 街道 adj. 街道的,beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:4年级上|renjiao_start1:4年级下,3,cross-source-exact-overlap,pending,no
study,study,"n. 学习,研究;课题;书房;学问 vt. 学习;考虑;攻读;细察 vi. 研究;用功",beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:3年级下|renjiao_start1:6年级上,3,cross-source-exact-overlap,pending,no
subject,subject,n. 主题;科目;[语] 主语;国民 adj. 服从的;易患...的;受制于...的 vt. 使...隶属;使屈从于...,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:5年级下,2,cross-source-exact-overlap,pending,no
summer,summer,n. 夏季;全盛时期 adj. 夏季的 vi. 避暑;过夏天,beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
sunday,Sunday,n. 星期日;礼拜日,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
sunny,sunny,"adj. 阳光充足的,和煦的;快活的;性情开朗的",beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
supermarket,supermarket,n. 超级市场;自助售货商店,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:2年级上|renjiao_start1:4年级下,3,cross-source-exact-overlap,pending,no
sure,sure,adj. 确信的;可靠的;必定的 adv. 当然;的确,beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
swim,swim,n. 游泳;漂浮;眩晕 adj. 游泳时穿戴的 vi. 游泳;漂浮;浸;眩晕 vt. 游过;使浮起,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:2年级下|renjiao_start1:3年级下|renjiao_start1:4年级上,4,cross-source-exact-overlap,pending,no
talk,talk,n. 谈话;演讲;空谈 vi. 谈话;说闲话 vt. 说;谈话;讨论,beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
tall,tall,adj. 高的;长的;过分的;夸大的 adv. 夸大地,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
tea,tea,n. 茶叶;茶树;茶点 vt. 给...沏茶 vi. 喝茶;进茶点,beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
teach,teach,vt. 教;教授;教导 vi. 教授;讲授;当老师,beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:4年级上|renjiao_start1:5年级上,3,cross-source-exact-overlap,pending,no
teacher,teacher,n. 教师;导师,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:1年级上|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
tenth,tenth,num. 第十;十分之一 adj. 十分之一的;第十个的,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:5年级下,2,cross-source-exact-overlap,pending,no
thank,thank,n. 感谢 vt. 感谢 int. 谢谢,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
that,that,conj. 因为;以至于 adj. 那;那个 pron. 那;那个 adv. 那么;那样,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
the,the,"art. 这;那 adv. 更加(用于比较级,最高级前)",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
their,their,"pron. 他们的,她们的;它们的",beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
there,there,n. 那个地方 adv. 在那里;在那边;在那点上 int. 你瞧,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
they,they,pron. 他们;它们;她们,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
thin,thin,n. 细小部分 adj. 薄的;瘦的;稀薄的;微弱的 vt. 使瘦;使淡;使稀疏 vi. 变薄;变瘦;变淡 adv. 稀疏地;微弱地,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
third,third,num. 第三;三分之一 adj. 第三的;三分之一的,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
thirsty,thirsty,"adj. 口渴的,口干的;渴望的,热望的",beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
thirty,thirty,num. 三十 n. 三十年代 adj. 三十个的,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
this,this,adj. 这;本;这个;今 pron. 这;这个;这里 adv. 这样地;这么,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
three,three,"num. 三 n. 三,三个 adj. 三的,三个的",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
thursday,Thursday,n. 星期四,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:2年级下|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
tiger,tiger,n. 老虎;凶暴的人,beijing_start1|renjiao_start1,beijing_start1:1年级下|beijing_start1:6年级上|renjiao_start1:1年级上|renjiao_start1:3年级上,4,cross-source-exact-overlap,pending,no
time,time,n. 时间;时代;次数;节拍;倍数 adj. 定时的;定期的;分期的 vt. 计时;测定...的时间;安排...的速度,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
tired,tired,"v. 疲倦;对...腻烦(tire的过去分词形式) adj. 疲倦的;厌倦的,厌烦的",beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:5年级下,2,cross-source-exact-overlap,pending,no
to,to,prep. 到;向;(表示时间、方向)朝...方向 adv. 向前;(门等)关上,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
today,today,n. 今天;现今 adv. 今天;现今,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
together,together,"adj. 新潮的;情绪稳定的,做事有效率的 adv. 一起;同时;相互;连续地;总共",beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:5年级下|renjiao_start1:6年级下,3,cross-source-exact-overlap,pending,no
toilet,toilet,"n. 厕所,盥洗室;梳妆,打扮 vt. 给...梳妆打扮 vi. 梳妆,打扮",beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
tomato,tomato,"n. 番茄,西红柿",beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
tomorrow,tomorrow,n. 明天;未来 adv. 明天;未来地(等于to-morrow),beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
tongue,tongue,n. 舌头;语言 vt. 舔;斥责;用舌吹 vi. 说话;吹管乐器,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
too,too,adv. 太;也;很;还;非常;过度,beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
toy,toy,n. 玩具;小装饰品;不值钱的东西 adj. 作为玩具的;玩物似的 vi. 玩弄;调情;随随便便地对待,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
travel,travel,n. 旅行;游历;漫游 vt. 经过;在...旅行 vi. 旅行;行进;步行;交往,beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
tree,tree,n. 树;木料;树状物 vt. 把...赶上树 vi. 爬上树;逃上树,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
trousers,trousers,"n. 裤子,长裤",beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
tuesday,Tuesday,n. 星期二,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级下|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
twelfth,twelfth,"n. 第十二;月的第十二日 adj. 第十二的,第十二个的;十二分之一的|n. 第十二;月的第十二日 adj. 第十二的,第十二个",beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:5年级下,2,cross-source-exact-overlap,pending,no
twelve,twelve,num. 十二;十二个 n. 十二;十二个 adj. 十二的;十二个的,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
twenty,twenty,num. 二十 n. 二十;二十年代 adj. 二十的,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
two,two,num. 二 n. 两个 adj. 两个的,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
uncle,uncle,n. 叔叔;伯父;伯伯;舅父;姨丈;姑父,beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
under,under,"prep. 低于,少于;在...之下 adj. 下面的;从属的 adv. 在下面;在下方",beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
use,use,"n. 使用;用途;发挥 vt. 利用;耗费 vi. 使用,运用",beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
usually,usually,"adv. 通常,经常",beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
vacation,vacation,"n. 假期;(房屋)搬出 vi. 休假,度假",beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:6年级上,2,cross-source-exact-overlap,pending,no
vegetable,vegetable,n. 蔬菜;植物;植物人 adj. 蔬菜的;植物的,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
want,want,n. 需要;缺乏;贫困;必需品 vt. 需要;希望;应该;缺少 vi. 需要;缺少,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
warm,warm,n. 取暖;加热 adj. 温暖的;热情的 vt. 使...兴奋;使...温暖;使...感兴趣 vi. 同情;激动;变温暖,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
water,water,"n. 水;海水;雨水;海域,大片的水 vt. 使湿;供以水;给...浇水 vi. 加水;流泪;流口水",beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
we,we,"pron. 我们(主格);笔者,本人(作者或演讲人使用);朕,寡人",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
weather,weather,n. 天气;气象;气候;处境 vt. 经受住;使风化;侵蚀;使受风吹雨打 adj. 露天的;迎风的 vi. 风化;受侵蚀;经受风雨,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
wednesday,Wednesday,n. 星期三,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级下|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
week,week,"n. 周,星期",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
welcome,welcome,n. 欢迎 vt. 欢迎 adj. 受欢迎的 int. 欢迎,beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
west,west,n. 西;西方;西部 adj. 西方的;朝西的 adv. 在西方;向西方;自西方,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:6年级上,2,cross-source-exact-overlap,pending,no
what,what,"pron. 什么;多么;多少 adv. 到什么程度,在哪一方面 adj. 什么;多么;何等 int. 什么;多么",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
when,when,"conj. 考虑到;既然;当...时;在...时;如果 n. 时间,时候;日期;场合 adv. 什么时候,何时;(用于时间的表达方式之后)在那时;其时;当时 pron. 那时;什么时侯",beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
where,where,conj. 在...的地方 n. 地点 adv. 在哪里 pron. 哪里,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
why,why,int. 哎呀!什么? adv. 为什么,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
windy,windy,"adj. 多风的,有风的;腹胀的;吹牛的",beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
winter,winter,n. 冬季;年岁;萧条期 adj. 冬天的;越冬的 vi. 过冬,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
with,with,prep. 用;随着;支持;和...在一起,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
woman,woman,n. 妇女;女性;成年女子,beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
wonderful,wonderful,"adj. 极好的,精彩的,绝妙的;奇妙的;美妙;胜;神妙",beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
worker,worker,n. 工人;劳动者;职蚁,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
worried,worried,adj. 担心的,beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:6年级上,2,cross-source-exact-overlap,pending,no
year,year,n. 年;年度;历年;年纪;一年的期间;某年级的学生,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
yellow,yellow,n. 黄色;黄种人;黄色颜料 adj. 黄色的;黄皮肤的 vt. 使变黄或发黄 vi. 变黄或发黄,beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
yes,yes,"n. 是(表示肯定) adv. 是, 是的",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
you,you,pron. 你;你们,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
young,young,"n. 年轻人;(动物的)崽,仔 adj. 年轻的;初期的;没有经验的",beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
your,your,"pron. 你的,你们的",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级下|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
zoo,zoo,n. 动物园; <美俚>(铁路货车的最后一节)守车; <美俚>核粒子园,beijing_start1|renjiao_start1,beijing_start1:1年级下|beijing_start1:2年级上|renjiao_start1:2年级上,3,cross-source-exact-overlap,pending,no
