MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,Contexts,TokenCount,RiskSignals,CandidateType,CandidateRoute,RelatedMatchKeys,ReviewStatus,Rationale,KloseMergeAuthorized
played chess,played chess,无,5年级下,1,5年级下@r66: [stayed at home / played the piano / <played chess> / washed clothes / boring],2,missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
played computer games,played computer games,无,5年级下,1,5年级下@r63: [listened to music / rowed a boat / <played computer games> / stayed at home / played the piano],3,missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
played the piano,played the piano,无,5年级下,1,5年级下@r65: [played computer games / stayed at home / <played the piano> / played chess / washed clothes],3,missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
police officer,police officer,n. 警官;警察;警务人员,4年级上,1,4年级上@r99: [doctor / bus driver / <police officer> / taxi driver / farmer],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
post office,post office,n. 邮局;邮政部门;邮政系统;邮差敲门游戏(儿童用假托的信件换取亲吻),4年级下,1,4年级下@r6: [between / restaurant / <post office> / bank / grocery],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
present,present,n. 现在;礼物;瞄准 adj. 现在的;出席的 vt. 提出;介绍;呈现;赠送 vi. 举枪瞄准,2年级上,1,2年级上@r48: [Christmas tree / card / <present> / New Year / merry],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
pretty,pretty,n. 有吸引力的事物(尤指饰品);漂亮的人 adj. 漂亮的;可爱的;优美的 adv. 相当地;颇,2年级上|4年级下,2,2年级上@r24: [big / tall / <pretty> / thin / short] || 4年级下@r88: [cute / country / <pretty>],1,multiple-occurrences|multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
prize,prize,n. 奖品;奖赏;战利品 adj. 获奖的 vt. 珍视;捕获;估价,6年级上,1,6年级上@r102: [broken / pity / <prize> / look forward to],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
public library,public library,na. 公立[公共]图书馆,6年级下,1,6年级下@r13: [Queen's Park / art gallery / <public library> / downtown / Lake Ontario],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
queen's park,Queen's Park,皇后公园;女王公园;女王公园酒店,6年级下,1,6年级下@r11: [wardrobe / show ... around / <Queen's Park> / art gallery / public library],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
read books,read books,读书;看书;阅读,3年级下,1,3年级下@r32: [dance / sing songs / <read books> / really / tomorrow],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
reading,reading,"n. 阅读,朗读;读物;读数 v. 阅读(read的ing形式) adj. 阅读的",4年级下,1,4年级下@r55: [summer vacation / travel / <reading> / skateboarding / singing],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
reptile,reptile,n. 爬行动物;卑鄙的人 adj. 爬虫类的;卑鄙的,6年级上,1,6年级上@r41: [sunrise / president / <reptile> / bird / fish],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
ride a bike,ride a bike,骑自行车;骑车;骑单车,2年级下|3年级下,2,2年级下@r4: [play football / fly a kite / <ride a bike> / make a model plane / swim] || 3年级下@r39: [play football / fly a kite / <ride a bike> / swim / make a model plane],3,multiple-occurrences|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
roast turkey,roast turkey,n. 【食】烤火鸡,6年级下,1,6年级下@r33: [countryside / Thanksgiving / <roast turkey> / squirrel / swan],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
roller skating,roller skating,un. 滑旱冰,4年级上,1,4年级上@r4: [running / basketball / <roller skating> / jumping rope / ping-pong],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
row a boat,row a boat,划船;摇船;划船最好用,4年级下,1,4年级下@r50: [visit the Mogao Caves / West Lake / <row a boat> / the Great Wall / take photos],3,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
rowed a boat,rowed a boat,无,5年级下,1,5年级下@r62: [jumped rope / listened to music / <rowed a boat> / played computer games / stayed at home],3,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
run down the stairs,run down the stairs,无,4年级上,1,4年级上@r85: [play with fire / Be careful! / <run down the stairs> / sidewalk / wait for],4,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
running,running,n. 运转;赛跑;流出 v. 跑;运转(run的ing形式);行驶 adj. 连续的;流动的;跑着的;运转着的,4年级上,1,4年级上@r2: [<running> / basketball / roller skating],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
safety rule,safety rule,安全规程,4年级上,1,4年级上@r91: [stop / street / <safety rule> / green / red],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
sandwich,sandwich,n. 三明治;夹心面包 vt. 夹入;挤进;把...做成三明治,6年级下,1,6年级下@r18: [stadium / volunteer / <sandwich> / top / habit],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
saw flowers,saw flowers,无,5年级下,1,5年级下@r78: [bought some gifts / took photos / <saw flowers> / slept / delicious],2,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
scarf,scarf,"n. 围巾;嵌接,嵌接处;头巾领巾 vt. 披嵌接;用围巾围",6年级下,1,6年级下@r4: [live / quite / <scarf> / airport / pupil],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
see a film,see a film,看电影;去看电影;去电影院看电影,4年级下,1,4年级下@r32: [square / buy toys / <see a film> / go boating / busy],3,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
send,send,"n. 上升运动 vi. 派人;寄信 vt. 发送,寄;派遣;使进入;发射",4年级下,1,4年级下@r14: [crossroads / neighbourhood / <send> / get / money],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
send a short message,send a short message,无,5年级下,1,5年级下@r48: [write a letter / make a phone call / <send a short message> / mail a present / make a video call],4,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
send an email,send an email,无,5年级下,1,5年级下@r45: [together / special / <send an email> / write a letter / make a phone call],3,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
shark,shark,n. 鲨鱼;骗子 vt. 敲诈 vi. 诈骗,6年级上,1,6年级上@r47: [insect / penguin / <shark> / whale / kind],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
shopping centre,shopping centre,"n. 购物中心(集中一批商店,有时在同一建筑物内)",6年级下,1,6年级下@r39: [frog / English-Chinese dictionary / <shopping centre> / shopping mall / amazing],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,Known -ing-headed lexical compound; keep it in Vocabulary phrase identity review rather than treating it as an event chunk.,no
shopping list,shopping list,n. 购物单;采购单,3年级上,1,3年级上@r44: [meat / for / <shopping list> / cola / buy],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,Known -ing-headed lexical compound; keep it in Vocabulary phrase identity review rather than treating it as an event chunk.,no
shopping mall,shopping mall,un. 商业区林荫路,6年级下,1,6年级下@r40: [English-Chinese dictionary / shopping centre / <shopping mall> / amazing / hot pot],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,Known -ing-headed lexical compound; keep it in Vocabulary phrase identity review rather than treating it as an event chunk.,no
show ... around,show ... around,v. 带...参观,6年级下,1,6年级下@r10: [meet / wardrobe / <show ... around> / Queen's Park / art gallery],3,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
sick,sick,adj. 厌恶的;病态的;不舒服;渴望的;恶心的 ;生病的 n. 病人 vt. 使狗去咬;呕吐;追击,4年级上,1,4年级上@r106: [great / job / <sick> / people / teach],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
silk,silk,n. 丝绸;蚕丝;丝织物 adj. 丝的;丝绸的;丝制的 vi. (玉米)处于长须的阶段中,6年级上,1,6年级上@r21: [foggy / spicy / <silk> / forest / stone],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
sing songs,sing songs,n. 歌咏,3年级下,1,3年级下@r31: [play chess / dance / <sing songs> / read books / really],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
singing,singing,n. 歌唱;歌声;耳鸣;振鸣 v. 唱歌(sing的ing形式) adj. 唱歌的;音乐般的,4年级下,1,4年级下@r57: [reading / skateboarding / <singing> / dancing / doing jigsaw puzzles],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
six,six,"num. 六,六个 n. 六,六个",1年级上,1,1年级上@r31: [four / five / <six> / seven / eight],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
slim,slim,adj. 苗条的;修长的;微小的;差的 vt. 使...体重减轻;使...苗条 vi. 减轻体重;变细,5年级上,1,5年级上@r20: [with / wear glasses / <slim> / curly / straight],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
so,so,"conj. 所以;因此 adv. 如此,这么;确是如此 pron. 这样",4年级上,1,4年级上@r34: [poor / hope / <so> / Saturday / near],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
south,south,"n. 南方,南边;南部 adj. 南的,南方的 adv. 在南方,向南方",6年级上,1,6年级上@r12: [map / north / <south> / east / west],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
special,special,"n. 特使,特派人员;特刊;特色菜;专车;特价商品 adj. 特别的;专门的,专用的",5年级下|6年级下,2,5年级下@r44: [office / together / <special> / send an email / write a letter] || 6年级下@r27: [hockey / together / <special> / beaver / raccoon],1,multiple-occurrences|multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
spend,spend,"n. 预算 vt. 度过,消磨(时光);花费;浪费;用尽 vi. 花钱;用尽,耗尽",6年级上,1,6年级上@r51: [kind / metre / <spend> / trunk / peanut],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
sports centre,sports centre,"体育运动中心, 运动场",4年级下,1,4年级下@r28: [city / street / <sports centre> / hotel / square],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
squirrel,squirrel,n. 松鼠;松鼠毛皮 vt. 贮藏,6年级下,1,6年级下@r34: [Thanksgiving / roast turkey / <squirrel> / swan / wild goose],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
started to buy things,started to buy things,无,5年级下,1,5年级下@r95: [fifteenth / 15th / <started to buy things> / started to study English / started to use a computer],4,missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
started to speak,started to speak,无,5年级下,1,5年级下@r87: [were / was born / <started to speak> / learned to walk / learned to ride a bike],3,missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
started to study english,started to study English,无,5年级下,1,5年级下@r96: [15th / started to buy things / <started to study English> / started to use a computer / all over],4,missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
started to use a computer,started to use a computer,无,5年级下,1,5年级下@r97: [started to buy things / started to study English / <started to use a computer> / all over / out of],5,missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
stayed at home,stayed at home,无,5年级下,1,5年级下@r64: [rowed a boat / played computer games / <stayed at home> / played the piano / played chess],3,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
step,step,"n. 步,脚步;步骤;步伐;梯级 vt. 走,迈步 vi. 踏,踩;走",4年级上,1,4年级上@r26: [fun / always / <step> / paint / evening],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
stone,stone,"n. 石头;结石;[宝] 宝石 adj. 石的,石制的 vt. 向扔石块;用石头铺",6年级上,1,6年级上@r23: [silk / forest / <stone> / London / Toronto],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
straight,straight,"n. 直;直线;直男,直女,异性恋者 adj. 直的;连续的;笔直的;正直的;整齐的;异性恋的 adv. 直接地;不断地;立即;坦率地",5年级上,1,5年级上@r22: [slim / curly / <straight> / nice / young],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
summary,summary,"n. 概要,摘要,总结 adj. 简易的;扼要的",3年级上,1,3年级上@r30: [morning / afternoon / <summary> / face / eye],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
summer vacation,summer vacation,n. 暑假,4年级下,1,4年级下@r53: [the Great Wall / take photos / <summer vacation> / travel / reading],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
swan,swan,"n. 天鹅;天鹅星座 vi. 游荡,闲荡",6年级下,1,6年级下@r35: [roast turkey / squirrel / <swan> / wild goose / frog],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
sweep the floor,sweep the floor,扫地;清扫地板;打扫地板,5年级上,1,5年级上@r66: [wash clothes / tidy the desk / <sweep the floor> / call],3,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
t-shirt,T-shirt,n. 短袖圆领汗衫,1年级下|3年级上,2,1年级下@r41: [thanks / shirt / <T-shirt> / skirt / dress] || 3年级上@r84: [soon / look forward to / <T-shirt> / shorts / socks],1,multiple-occurrences,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
tail,tail,n. 尾巴;踪迹;辫子;燕尾服 adj. 从后面而来的;尾部的 vt. 尾随;装上尾巴 vi. 跟踪;变少或缩小,3年级上,1,3年级上@r62: [long / look for / <tail> / dance / cat],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
take out the rubbish,take out the rubbish,无,5年级上,1,5年级上@r63: [clean the room / make the bed / <take out the rubbish> / wash clothes / tidy the desk],4,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
take photos,take photos,照相;拍照;拍照片,4年级下,2,4年级下@r42: [king / central / <take photos> / museum / dream] || 4年级下@r52: [row a boat / the Great Wall / <take photos> / summer vacation / travel],2,multiple-occurrences|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
talk about,talk about,na. 讲(某事),6年级下,1,6年级下@r24: [less / at least / <talk about> / hockey / together],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
taste,taste,n. 味道;品味;审美 vt. 尝;体验 vi. 尝起来;有...的味道,6年级上,1,6年级上@r9: [the Terracotta Army / vacation / <taste> / map / north],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
taxi driver,taxi driver,n. 计程车司机,4年级上,1,4年级上@r100: [bus driver / police officer / <taxi driver> / farmer / worker],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
teachers' day,Teachers' Day,n. 教师节,5年级下,1,5年级下@r26: [Children's Day / Father's Day / <Teachers' Day> / National Day / Christmas Day],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
test,test,n. 试验;检验 vt. 试验;测试 vi. 试验;测试,6年级上,1,6年级上@r72: [cry / because / <test> / competition / hurt],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
the british museum,the British Museum,大英博物馆;伦敦大英博物馆;不列颠博物馆,6年级上,1,6年级上@r28: [Sydney / Washington D.C. / <the British Museum> / the CN Tower / kangaroo],3,multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the cn tower,the CN Tower,无,6年级上,1,6年级上@r29: [Washington D.C. / the British Museum / <the CN Tower> / kangaroo / the Opera House],3,missing-or-empty-gloss|multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the great wall,the Great Wall,长城;万里长城;中国万里长城,4年级下,1,4年级下@r51: [West Lake / row a boat / <the Great Wall> / take photos / summer vacation],3,multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the london eye,the London Eye,伦敦眼;英航伦敦眼;英国伦敦眼,6年级上,1,6年级上@r37: [French / Tower Bridge / <the London Eye> / hiking / sunrise],3,multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the matter,the matter,"有问题,有毛病",3年级上,1,3年级上@r21: [foot / feet / <the matter> / hurt / help],2,multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the opera house,the Opera House,悉尼歌剧院;剧院及电影院;大剧院,6年级上,1,6年级上@r31: [the CN Tower / kangaroo / <the Opera House> / the White House / clock],3,multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the potala palace,the Potala Palace,布达拉宫;中国西藏布达拉宫,6年级上,1,6年级上@r5: [soup / garden / <the Potala Palace> / the Summer Palace / the Terracotta Army],3,multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the stone forest,the Stone Forest,无,5年级下,1,5年级下@r75: [swam / ate ice-cream / <the Stone Forest> / bought some gifts / took photos],3,missing-or-empty-gloss|multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the summer palace,the Summer Palace,颐和园;颐和圆;之颐和园,6年级上,1,6年级上@r6: [garden / the Potala Palace / <the Summer Palace> / the Terracotta Army / vacation],3,multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the terracotta army,the Terracotta Army,无,6年级上,1,6年级上@r7: [the Potala Palace / the Summer Palace / <the Terracotta Army> / vacation / taste],3,missing-or-empty-gloss|multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the uk,the UK,(等于the United Kingdom)英国,4年级下,1,4年级下@r78: [Canada / Australia / <the UK> / the USA / China],2,multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the usa,the USA,美国;美利坚合众国;现在我们有美国的大哥,4年级下,1,4年级下@r79: [Australia / the UK / <the USA> / China / koala],2,multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the white house,the White House,na. 白宫,6年级上,1,6年级上@r32: [kangaroo / the Opera House / <the White House> / clock / speak],3,multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
the yangtze river,the Yangtze River,na. 长江,6年级上,1,6年级上@r18: [temple / around / <the Yangtze River> / foggy / spicy],3,multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,,pending,Function/construction-led phrase may be a lexical phrase or an Expression; route explicitly.,no
thirteen,thirteen,n. 十三;十三岁;十三个 num. 十三 adj. 十三的;十三个的,2年级下,1,2年级下@r34: [forty / fifty / <thirteen> / fourteen / fifteen],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
three times a week,three times a week,一周三次;每周三次;一星期三次,4年级下,1,4年级下@r75: [once a week / twice a week / <three times a week> / Canada / Australia],4,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
tidy the desk,tidy the desk,无,5年级上,1,5年级上@r65: [take out the rubbish / wash clothes / <tidy the desk> / sweep the floor / call],3,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
too much,too much,na. 太过份,5年级下,1,5年级下@r2: [<too much> / candy / go to bed],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
took photos,took photos,无,5年级下,1,5年级下@r77: [the Stone Forest / bought some gifts / <took photos> / saw flowers / slept],2,missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
top,top,"n. 顶部,顶端;上部;首席;陀螺 adj. 最高的,顶上的;头等的 vt. 超越,超过;给...加盖;达到...的顶端 vi. 高出,超越;结束;达到顶点",6年级下,1,6年级下@r19: [volunteer / sandwich / <top> / habit / idea],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
tower bridge,Tower Bridge,n. 【旅】塔桥;【旅】伦敦塔桥,6年级上,1,6年级上@r36: [speak / French / <Tower Bridge> / the London Eye / hiking],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
tree planting day,Tree Planting Day,无,5年级下,1,5年级下@r22: [more / New Year's Day / <Tree Planting Day> / Mother's Day / Children's Day],3,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
trunk,trunk,n. 树干;躯干;象鼻;汽车车尾的行李箱 adj. 干线的;躯干的;箱子的 vt. 把...放入旅行箱内,6年级上,1,6年级上@r52: [metre / spend / <trunk> / peanut / fan],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
turn left,turn left,un. 向左转,4年级下,1,4年级下@r9: [bank / grocery / <turn left> / turn right / go straight],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
turn right,turn right,na. 转往右面,4年级下,1,4年级下@r10: [grocery / turn left / <turn right> / go straight / crossroads],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
tusk,tusk,"n. 长牙;尖头,尖形物 vt. 以牙刺戳;以长牙掘",6年级上,1,6年级上@r55: [peanut / fan / <tusk> / Africa / Asia],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
