MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,Contexts,RiskSignals,CandidateType,CandidateRoute,ProposedObjectDecision,ResolutionStatus,Confidence,TargetReference,ResolutionBasis,Rationale,KloseMergeAuthorized
neighbourhood,neighbourhood,n. 邻近;周围;邻居关系;附近一带,4年级下,1,4年级下@r13: [go straight / crossroads / <neighbourhood> / send / get],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
new year,New Year,n. 新年,2年级上,1,2年级上@r49: [card / present / <New Year> / merry / too],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
new year's day,New Year's Day,na. 元旦,5年级下,1,5年级下@r21: [advice / more / <New Year's Day> / Tree Planting Day / Mother's Day],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
news shows,news shows,新闻节目,5年级上,1,5年级上@r58: [fantastic / cartoons / <news shows> / nature shows / chore],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
next to,next to,prep. 紧邻;在...近旁;仅次于;紧接,4年级下,1,4年级下@r3: [across from / <next to> / between / restaurant],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
north,north,"n. 北,北方 adj. 北方的;朝北的 adv. 在北方,向北方",6年级上,1,6年级上@r11: [taste / map / <north> / south / east],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,北；北方,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
office,office,n. 办公室;政府机关;官职;营业处,5年级下,1,5年级下@r42: [celebrate / have a picnic / <office> / together / special],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
on foot,on foot,na. 步行;在进行中;徒步,4年级上,1,4年级上@r45: [by taxi / by bike / <on foot> / by school bus / by subway],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
on the weekend,on the weekend,在周末;在这个周末;美式英语,4年级上,1,4年级上@r23: [go fishing / go to the cinema / <on the weekend> / fun / always],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
once a week,once a week,一周一次;每周一次;一星期一次,4年级下,1,4年级下@r73: [free / never / <once a week> / twice a week / three times a week],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
out of,out of,prep. 来自;离开,5年级下,1,5年级下@r99: [started to use a computer / all over / <out of> / into / chopsticks],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
paint,paint,"vt. 油漆;绘画;装饰;涂色于;描绘;(用语言,文字等)描写;擦脂粉等 vi. 油漆;描绘;绘画;化妆 n. 油漆;颜料,涂料;绘画作品;胭脂等化妆品;色彩,装饰",4年级上|6年级上,2,4年级上@r27: [always / step / <paint> / evening / dirty] || 6年级上@r84: [Danish / poem / <paint> / invention / invent],multiple-occurrences|multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,medium,画；涂；上色,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
party,party,"n. 政党,党派;聚会,派对;当事人 [复数 parties] vi. 参加社交聚会 [ 过去式 partied 过去分词 partied 现在分词 partying ]",3年级上|5年级上,2,3年级上@r104: [birthday / first / <party> / delicious] || 5年级上@r12: [popular / talk / <party> / all / but],multiple-occurrences|multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,聚会；派对,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
peanut,peanut,n. 花生,6年级上,1,6年级上@r53: [spend / trunk / <peanut> / fan / tusk],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
pear,pear,n. [园艺] 梨树;梨子,1年级上,1,1年级上@r47: [colour / apple / <pear> / banana / orange],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
pen pal,pen pal,abbr. (=pen-friend) n. 笔友,6年级上,1,6年级上@r99: [be afraid of / hear / <pen pal> / broken / pity],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
pencil box,pencil box,铅笔盒;文具盒;你的铅笔盒,5年级上,1,5年级上@r44: [pencil sharpener / a pair of scissors / <pencil box> / a box of crayons / please],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
pencil sharpener,pencil sharpener,n. 卷笔刀,5年级上,1,5年级上@r42: [butterfly / exercise book / <pencil sharpener> / a pair of scissors / pencil box],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
penguin,penguin,n. 企鹅;空军地勤人员,6年级上,1,6年级上@r46: [mammal / insect / <penguin> / shark / whale],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
pet,pet,n. 宠物;生气;受宠爱的人 adj. 宠爱的 vt. 宠爱 vi. 生气;爱抚,3年级上,1,3年级上@r56: [chicken / rabbit / <pet> / snake / turtle],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,宠物,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
pick fruit,pick fruit,无,4年级上,1,4年级上@r19: [go to a drawing club / climb a hill / <pick fruit> / play computer games / go fishing],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
ping-pong,ping-pong,n. 乒乓球;桌球,4年级上,1,4年级上@r6: [roller skating / jumping rope / <ping-pong> / What about ...? / interesting],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
pity,pity,"n. 怜悯,同情;遗憾 vt. 对......表示怜悯;对......感到同情",6年级上,1,6年级上@r101: [pen pal / broken / <pity> / prize / look forward to],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,medium,遗憾；可惜,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
place,place,n. 地方;住所;座位 vt. 放置;任命;寄予 vi. 名列前茅;取得名次,4年级下,1,4年级下@r36: [busy / station / <place> / thing / stay],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,地方；地点,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
play chess,play chess,na. 下象棋,3年级下,1,3年级下@r29: [play sports / draw pictures / <play chess> / dance / sing songs],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play computer games,play computer games,玩电脑游戏;打电脑游戏;玩电子游戏,4年级上,1,4年级上@r20: [climb a hill / pick fruit / <play computer games> / go fishing / go to the cinema],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play football,play football,na. 踢足球;对难办的事采取踢皮球的态度,2年级下|3年级下|4年级上,3,2年级下@r2: [<play football> / fly a kite / ride a bike] || 3年级下@r37: [wake up / be back / <play football> / fly a kite / ride a bike] || 4年级上@r94: [green / red / <play football> / nurse / cook],multiple-occurrences|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play sports,play sports,做运动;进行体育运动;进行体育活动,3年级下,1,3年级下@r27: [blackboard / after school / <play sports> / draw pictures / play chess],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play the violin,play the violin,拉小提琴;弹小提琴;演奏小提琴,4年级下,1,4年级下@r67: [catch / go for a picnic / <play the violin> / go skating / go camping],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play with,play with,na. 玩弄(火等);以...自娱,3年级下,1,3年级下@r68: [watching TV / feeding the fish / <play with> / in one hour / everyone],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play with fire,play with fire,na. 轻举妄动,4年级上,1,4年级上@r83: [climb on the window ledge / dangerous / <play with fire> / Be careful! / run down the stairs],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
played chess,played chess,无,5年级下,1,5年级下@r66: [stayed at home / played the piano / <played chess> / washed clothes / boring],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
played computer games,played computer games,无,5年级下,1,5年级下@r63: [listened to music / rowed a boat / <played computer games> / stayed at home / played the piano],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
played the piano,played the piano,无,5年级下,1,5年级下@r65: [played computer games / stayed at home / <played the piano> / played chess / washed clothes],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
playtime,playtime,n. 游戏或娱乐的时间;开幕时刻,2年级下,1,2年级下@r38: [fifteen / time / <playtime> / get up / eat breakfast],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
poem,poem,n. 诗,6年级上,1,6年级上@r83: [French / Danish / <poem> / paint / invention],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
poet,poet,n. 诗人,6年级上,1,6年级上@r78: [artist / scientist / <poet> / writer / American],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
police officer,police officer,n. 警官;警察;警务人员,4年级上,1,4年级上@r99: [doctor / bus driver / <police officer> / taxi driver / farmer],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
polite,polite,"adj. 有礼貌的,客气的;文雅的;上流的;优雅的",5年级上,1,5年级上@r4: [clever / careless / <polite> / quiet / cute],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
poor,poor,adj. 贫穷的;可怜的;贫乏的;卑鄙的,4年级上,1,4年级上@r32: [their / house / <poor> / hope / so],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
popular,popular,"adj. 流行的,通俗的;受欢迎的;大众的;普及的",5年级上,1,5年级上@r10: [helpful / active / <popular> / talk / party],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
post office,post office,n. 邮局;邮政部门;邮政系统;邮差敲门游戏(儿童用假托的信件换取亲吻),4年级下,1,4年级下@r6: [between / restaurant / <post office> / bank / grocery],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
present,present,n. 现在;礼物;瞄准 adj. 现在的;出席的 vt. 提出;介绍;呈现;赠送 vi. 举枪瞄准,2年级上,1,2年级上@r48: [Christmas tree / card / <present> / New Year / merry],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,礼物,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
president,president,n. 总统;董事长;校长;主席,6年级上,1,6年级上@r40: [hiking / sunrise / <president> / reptile / bird],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
pretty,pretty,n. 有吸引力的事物(尤指饰品);漂亮的人 adj. 漂亮的;可爱的;优美的 adv. 相当地;颇,2年级上|4年级下,2,2年级上@r24: [big / tall / <pretty> / thin / short] || 4年级下@r88: [cute / country / <pretty>],multiple-occurrences|multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,漂亮的；好看的,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
prize,prize,n. 奖品;奖赏;战利品 adj. 获奖的 vt. 珍视;捕获;估价,6年级上,1,6年级上@r102: [broken / pity / <prize> / look forward to],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,奖品；奖赏,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
proud,proud,adj. 自豪的;得意的;自负的,6年级上,1,6年级上@r62: [worried / angry / <proud> / sad / excited],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
public library,public library,na. 公立[公共]图书馆,6年级下,1,6年级下@r13: [Queen's Park / art gallery / <public library> / downtown / Lake Ontario],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
queen's park,Queen's Park,皇后公园;女王公园;女王公园酒店,6年级下,1,6年级下@r11: [wardrobe / show ... around / <Queen's Park> / art gallery / public library],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
quite,quite,adv. 很;相当;完全,6年级下,1,6年级下@r3: [live / <quite> / scarf / airport],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
raccoon,raccoon,n. 浣熊;浣熊毛皮,6年级下,1,6年级下@r29: [special / beaver / <raccoon> / moose / countryside],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
read books,read books,读书;看书;阅读,3年级下,1,3年级下@r32: [dance / sing songs / <read books> / really / tomorrow],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
reading,reading,"n. 阅读,朗读;读物;读数 v. 阅读(read的ing形式) adj. 阅读的",4年级下,1,4年级下@r55: [summer vacation / travel / <reading> / skateboarding / singing],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,阅读；读书,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
reptile,reptile,n. 爬行动物;卑鄙的人 adj. 爬虫类的;卑鄙的,6年级上,1,6年级上@r41: [sunrise / president / <reptile> / bird / fish],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,爬行动物,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
restaurant,restaurant,n. 餐馆;[经] 饭店,4年级下,1,4年级下@r5: [next to / between / <restaurant> / post office / bank],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
ride a bike,ride a bike,骑自行车;骑车;骑单车,2年级下|3年级下,2,2年级下@r4: [play football / fly a kite / <ride a bike> / make a model plane / swim] || 3年级下@r39: [play football / fly a kite / <ride a bike> / swim / make a model plane],multiple-occurrences|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
roast turkey,roast turkey,n. 【食】烤火鸡,6年级下,1,6年级下@r33: [countryside / Thanksgiving / <roast turkey> / squirrel / swan],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
roller skating,roller skating,un. 滑旱冰,4年级上,1,4年级上@r4: [running / basketball / <roller skating> / jumping rope / ping-pong],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
row a boat,row a boat,划船;摇船;划船最好用,4年级下,1,4年级下@r50: [visit the Mogao Caves / West Lake / <row a boat> / the Great Wall / take photos],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
rowed a boat,rowed a boat,无,5年级下,1,5年级下@r62: [jumped rope / listened to music / <rowed a boat> / played computer games / stayed at home],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
run down the stairs,run down the stairs,无,4年级上,1,4年级上@r85: [play with fire / Be careful! / <run down the stairs> / sidewalk / wait for],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
running,running,n. 运转;赛跑;流出 v. 跑;运转(run的ing形式);行驶 adj. 连续的;流动的;跑着的;运转着的,4年级上,1,4年级上@r2: [<running> / basketball / roller skating],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,跑步,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
safety rule,safety rule,安全规程,4年级上,1,4年级上@r91: [stop / street / <safety rule> / green / red],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
saleswoman,saleswoman,n. [贸易] 女售货员;[贸易] 女店员,5年级上,1,5年级上@r49: [only / also / <saleswoman> / great / love],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
sandwich,sandwich,n. 三明治;夹心面包 vt. 夹入;挤进;把...做成三明治,6年级下,1,6年级下@r18: [stadium / volunteer / <sandwich> / top / habit],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,三明治,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
saw flowers,saw flowers,无,5年级下,1,5年级下@r78: [bought some gifts / took photos / <saw flowers> / slept / delicious],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
scared,scared,v. 使害怕(scare的过去分词) adj. 害怕的,6年级上,1,6年级上@r59: [Asia / smart / <scared> / worried / angry],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
