MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,StageAClass,SeedMatchKeys,SeedDisplayForms,SeedDefinitions,NeedsSenseReview
interesting,interesting,"adj. 有趣的;引起兴趣的,令人关注的",4年级上,1,exact-surface-overlap,interesting,interesting,"adj. 有趣的;引起兴趣的,令人关注的",yes
into,into,prep. 到...里;深入...之中;成为...状况;进入到...之内,5年级下,1,new-surface-candidate,,,,yes
invent,invent,vt. 发明;创造;虚构,6年级上,1,new-surface-candidate,,,,yes
invention,invention,n. 发明;发明物;虚构;发明才能,6年级上,1,new-surface-candidate,,,,yes
inventor,inventor,n. 发明家;[专利] 发明人;创造者,6年级上,1,new-surface-candidate,,,,yes
is,is,v. 是(be的三单形式) n. 存在,1年级上,1,exact-surface-overlap,is,is,v. 是(be的三单形式) n. 存在,yes
it,it,abbr. 信息技术information technology abbr. 意大利Italy;意大利的Italian,1年级上,1,exact-surface-overlap,it,it,abbr. 信息技术information technology abbr. 意大利Italy;意大利的Italian,yes
jacket,jacket,"n. 羽绒滑雪衫;西装短外套;短上衣,夹克;土豆皮;书籍的护封;文件套,公文夹 vt. 给...穿夹克;给...装护套;给...包上护封;〈口〉打",3年级上,1,exact-surface-overlap,jacket,jacket,"n. 羽绒滑雪衫;西装短外套;短上衣,夹克;土豆皮;书籍的护封;文件套,公文夹 vt. 给...穿夹克;给...装护套;给...包上护封;〈口〉打",yes
january,January,n. 一月,3年级上,1,exact-surface-overlap,january,January,n. 一月,yes
job,job,n. 工作;职业 vt. 承包;代客买卖 vi. 做零工,4年级上,1,exact-surface-overlap,job,job,n. 工作;职业 vt. 承包;代客买卖 vi. 做零工,yes
juice,juice,"n. (水果)汁,液;果汁",1年级下,1,exact-surface-overlap,juice,juice,"n. (水果)汁,液;果汁",yes
july,July,n. 七月,3年级上,1,exact-surface-overlap,july,July,n. 七月,yes
jumped rope,jumped rope,跳绳游戏;跨越横线,5年级下,1,new-surface-candidate,,,,yes
jumping rope,jumping rope,跳绳;正在跳绳;跳跳绳,4年级上,1,new-surface-candidate,,,,yes
june,June,"n. 六月;琼(人名,来源于拉丁语,含义是“年轻气盛的六月”)",3年级上,1,exact-surface-overlap,june,June,"n. 六月;琼(人名,来源于拉丁语,含义是“年轻气盛的六月”)",yes
just,just,"adv. 只是,仅仅;刚才,刚刚;正好,恰好;实在;刚要 adj. 公正的,合理的;正直的,正义的;正确的;公平的;应得的",4年级上,1,new-surface-candidate,,,,yes
kangaroo,kangaroo,n. 袋鼠,6年级上,1,new-surface-candidate,,,,yes
kick,kick,"vt. 踢;反冲,朝后座 n. 踢;反冲,后座力 vi. 踢;反冲",3年级上,1,new-surface-candidate,,,,yes
kind,kind,n. 种类;性质 adj. 和蔼的;宽容的;令人感激的,6年级上,1,exact-surface-overlap,kind,kind,n. 种类;性质 adj. 和蔼的;宽容的;令人感激的,yes
king,king,"n. 国王;最有势力者;王棋 vi. 统治;做国王 vt. 立...为王 adj. 主要的,最重要的,最大的",4年级下,1,exact-surface-overlap,king,king,"n. 国王;最有势力者;王棋 vi. 统治;做国王 vt. 立...为王 adj. 主要的,最重要的,最大的",yes
kitchen,kitchen,n. 厨房;炊具;炊事人员,3年级下,1,exact-surface-overlap,kitchen,kitchen,n. 厨房;炊具;炊事人员,yes
knife,knife,n. 刀;匕首 vt. 用刀切;(口)伤害 vi. 劈开;划过,4年级上,1,new-surface-candidate,,,,yes
know,know,vt. 知道;认识;懂得 vi. 了解;熟悉;确信,3年级下,1,exact-surface-overlap,know,know,vt. 知道;认识;懂得 vi. 了解;熟悉;确信,yes
koala,koala,"n. 树袋熊,无尾熊(产于澳大利亚,又名考拉)",4年级下,1,new-surface-candidate,,,,yes
lake,lake,n. 湖;深红色颜料;胭脂红 vt. (使)血球溶解 vi. (使)血球溶解,2年级上,1,exact-surface-overlap,lake,lake,n. 湖;深红色颜料;胭脂红 vt. (使)血球溶解 vi. (使)血球溶解,yes
lake ontario,Lake Ontario,n. 安大略湖,6年级下,1,new-surface-candidate,,,,yes
late,late,adj. 晚的;迟的;已故的;最近的 adv. 晚;迟;最近;在晚期,4年级上,1,exact-surface-overlap,late,late,adj. 晚的;迟的;已故的;最近的 adv. 晚;迟;最近;在晚期,yes
learned to ride a bike,learned to ride a bike,无,5年级下,1,new-surface-candidate,,,,yes
learned to swim,learned to swim,无,5年级下,1,new-surface-candidate,,,,yes
learned to walk,learned to walk,无,5年级下,1,new-surface-candidate,,,,yes
leave,leave,"vt. 离开;留下;遗忘;委托 vi. 离开,出发;留下 n. 许可,同意;休假",4年级下,1,new-surface-candidate,,,,yes
left,left,adj. 左边的;左派的;剩下的 adv. 在左面 n. 左边;左派;激进分子 v. 离开(leave的过去式),5年级下,1,exact-surface-overlap,left,left,adj. 左边的;左派的;剩下的 adv. 在左面 n. 左边;左派;激进分子 v. 离开(leave的过去式),yes
leg,leg,n. 腿;支柱,3年级上,1,exact-surface-overlap,leg,leg,n. 腿;支柱,yes
less,less,adv. 较少地;较小地;更小地 adj. 较少的;较小的 prep. 减去 n. 较少;较小,6年级下,1,new-surface-candidate,,,,yes
let's,let's,让我们(let us的简写),2年级下,1,new-surface-candidate,,,,yes
library,library,"n. 图书馆,藏书室;文库",3年级下,1,exact-surface-overlap,library,library,"n. 图书馆,藏书室;文库",yes
light,light,n. 光;光线;灯;打火机;领悟;浅色;天窗 adj. 轻的;浅色的;明亮的;轻松的;容易的;清淡的 vi. 点着;变亮;着火 vt. 照亮;点燃;着火 adv. 轻地;清楚地;轻便地,1年级下|3年级下,2,exact-surface-overlap,light,light,n. 光;光线;灯;打火机;领悟;浅色;天窗 adj. 轻的;浅色的;明亮的;轻松的;容易的;清淡的 vi. 点着;变亮;着火 vt. 照亮;点燃;着火 adv. 轻地;清楚地;轻便地,yes
like,like,vt. 喜欢;想;愿意 vi. 喜欢;希望 prep. 像;如同 adj. 同样的;相似的 n. 爱好;同样的人或物 adv. 可能 conj. 好像,1年级上,1,exact-surface-overlap,like,like,vt. 喜欢;想;愿意 vi. 喜欢;希望 prep. 像;如同 adj. 同样的;相似的 n. 爱好;同样的人或物 adv. 可能 conj. 好像,yes
listened to music,listened to music,无,5年级下,1,new-surface-candidate,,,,yes
listening to music,listening to music,无,3年级下,1,new-surface-candidate,,,,yes
live,live,adj. 活的;生动的;实况转播的;精力充沛的 vt. 经历;度过 vi. 活;居住;生存,6年级下,1,exact-surface-overlap,live,live,adj. 活的;生动的;实况转播的;精力充沛的 vt. 经历;度过 vi. 活;居住;生存,yes
living room,living room,n. 客厅;起居室,3年级下,1,new-surface-candidate,,,,yes
london,London,n. 伦敦,6年级上,1,new-surface-candidate,,,,yes
long,long,"n. 长时间;[语] 长音节;(服装的)长尺寸;长裤 adj. 长的;过长的;做多头的;长时间的;冗长的,长音 vi. 渴望;热望 adv. 长期地;始终",3年级上,1,exact-surface-overlap,long,long,"n. 长时间;[语] 长音节;(服装的)长尺寸;长裤 adj. 长的;过长的;做多头的;长时间的;冗长的,长音 vi. 渴望;热望 adv. 长期地;始终",yes
look,look,vt. 看;期待;注意;面向;看上去像 vi. 看;看起来;注意;面向 n. 看;样子;面容,2年级上,1,exact-surface-overlap,look,look,vt. 看;期待;注意;面向;看上去像 vi. 看;看起来;注意;面向 n. 看;样子;面容,yes
look for,look for,v. 寻找;探索;渴望;盼望,3年级上,1,exact-surface-overlap,look for,look for,v. 寻找;探索;渴望;盼望,yes
look forward to,look forward to,na. 盼望,3年级上|6年级上,2,new-surface-candidate,,,,yes
lost,lost,adj. 失去的;丧失的;迷惑的 v. 遗失(lose的过去分词);失败,3年级下,1,exact-surface-overlap,lost,lost,adj. 失去的;丧失的;迷惑的 v. 遗失(lose的过去分词);失败,yes
love,love,"n. 恋爱;亲爱的;酷爱;喜爱的事物;爱情,爱意;疼爱;热爱;爱人,所爱之物 v. 爱,热爱;爱戴;赞美,称赞;喜爱;喜好;喜欢;爱慕",5年级上,1,exact-surface-overlap,love,love,"n. 恋爱;亲爱的;酷爱;喜爱的事物;爱情,爱意;疼爱;热爱;爱人,所爱之物 v. 爱,热爱;爱戴;赞美,称赞;喜爱;喜好;喜欢;爱慕",yes
lovely,lovely,"adj. 可爱的;令人愉快的;爱恋的;秀丽的,优美的 n. 美女;可爱的东西",5年级上,1,exact-surface-overlap,lovely,lovely,"adj. 可爱的;令人愉快的;爱恋的;秀丽的,优美的 n. 美女;可爱的东西",yes
mail a present,mail a present,无,5年级下,1,new-surface-candidate,,,,yes
make a card,make a card,na. (牌戏)打成一墩,5年级下,1,new-surface-candidate,,,,yes
make a model plane,make a model plane,无,2年级下|3年级下,2,new-surface-candidate,,,,yes
make a phone call,make a phone call,打电话;打个电话;打电话号码,5年级下,1,new-surface-candidate,,,,yes
make a poster,make a poster,制作海报;做海报;作一个海报,5年级下,1,new-surface-candidate,,,,yes
make a snowman,make a snowman,堆雪人;做雪人;堆一个雪人,2年级下|3年级下,2,new-surface-candidate,,,,yes
make a video call,make a video call,无,5年级下,1,new-surface-candidate,,,,yes
make the bed,make the bed,铺床;整理床铺;整理被物,5年级上,1,new-surface-candidate,,,,yes
making models,making models,无,4年级下,1,new-surface-candidate,,,,yes
mammal,mammal,n. [脊椎] 哺乳动物,6年级上,1,new-surface-candidate,,,,yes
man,man,n. 人;男人;人类;丈夫;雇工 vt. 操纵;给...配置人员;使增强勇气;在...就位,2年级上,1,exact-surface-overlap,man,man,n. 人;男人;人类;丈夫;雇工 vt. 操纵;给...配置人员;使增强勇气;在...就位,yes
many,many,pron. 许多;许多人 adj. 许多的,1年级上,1,exact-surface-overlap,many,many,pron. 许多;许多人 adj. 许多的,yes
map,map,vt. 映射;计划;绘制地图;确定基因在染色体中的位置 n. 地图;示意图;染色体图 vi. 基因被安置,6年级上,1,exact-surface-overlap,map,map,vt. 映射;计划;绘制地图;确定基因在染色体中的位置 n. 地图;示意图;染色体图 vi. 基因被安置,yes
maple leaves,maple leaves,枫叶;枫树叶子;枫树留下,4年级下,1,new-surface-candidate,,,,yes
march,March,n. 三月,3年级上,1,exact-surface-overlap,march,March,n. 三月,yes
mark,mark,n. 标志;马克;符号;痕迹;分数 vi. 作记号 vt. .标志;做标记于;打分数 n. . 标志;做标记于;打分数,5年级下,1,new-surface-candidate,,,,yes
maths,maths,n. 数学(等于mathematics),3年级下,1,exact-surface-overlap,maths,maths,n. 数学(等于mathematics),yes
may,May,"aux. 可以,能够;可能,也许;祝,愿;会,能",3年级上,1,exact-surface-overlap,may,May|may,"aux. 可以,能够;可能,也许;祝,愿;会,能",yes
meat,meat,"n. 肉,肉类(食用)",3年级上,1,exact-surface-overlap,meat,meat,"n. 肉,肉类(食用)",yes
meet,meet,vt. 满足;遇见;对付 vi. 相遇;接触 n. 集会 adj. 合适的;适宜的,6年级下,1,exact-surface-overlap,meet,meet,vt. 满足;遇见;对付 vi. 相遇;接触 n. 集会 adj. 合适的;适宜的,yes
meeting place,meeting place,n. 会场;聚集的地方,4年级上,1,new-surface-candidate,,,,yes
merry,merry,adj. 愉快的;微醉的;嬉戏作乐的 n. 甜樱桃,2年级上,1,new-surface-candidate,,,,yes
metre,metre,n. 米;公尺;韵律,6年级上,1,new-surface-candidate,,,,yes
milk,milk,n. 牛奶;乳状物 vt. 榨取;挤...的奶 vi. 挤奶,1年级下,1,exact-surface-overlap,milk,milk,n. 牛奶;乳状物 vt. 榨取;挤...的奶 vi. 挤奶,yes
monday,Monday,n. 星期一,2年级下|4年级上,2,exact-surface-overlap,monday,Monday,n. 星期一,yes
money,money,n. 钱;货币;财富,4年级下,1,exact-surface-overlap,money,money,n. 钱;货币;财富,yes
monkey,monkey,n. 猴子;顽童 vi. 胡闹;捣蛋 vt. 嘲弄,1年级上|3年级上,2,exact-surface-overlap,monkey,monkey,n. 猴子;顽童 vi. 胡闹;捣蛋 vt. 嘲弄,yes
moose,moose,n. [脊椎] 驼鹿;麋 [ 复数 moose ],6年级下,1,new-surface-candidate,,,,yes
more,more,adv. 更多;此外;更大程度地 adj. 更多的;附加的 pron. 更多的数量 n. 更多,5年级下,1,new-surface-candidate,,,,yes
morning,morning,n. 早晨;黎明;初期,3年级上,1,exact-surface-overlap,morning,morning,n. 早晨;黎明;初期,yes
morning tea,morning tea,n. 早茶,6年级上,1,new-surface-candidate,,,,yes
mother,mother,n. 母亲;大娘;女修道院院长 vt. 生下;养育;像母亲般关怀或照管 adj. 母亲的;出生地的,2年级上|3年级下,2,exact-surface-overlap,mother,mother,n. 母亲;大娘;女修道院院长 vt. 生下;养育;像母亲般关怀或照管 adj. 母亲的;出生地的,yes
mother's day,Mother's Day,na. (美国和加拿大的)母亲节,5年级下,1,new-surface-candidate,,,,yes
mouth,mouth,"n. 口,嘴;河口 vt. 做作地说,装腔作势地说;喃喃地说出 vi. 装腔作势说话",1年级上|3年级上,2,exact-surface-overlap,mouth,mouth,"n. 口,嘴;河口 vt. 做作地说,装腔作势地说;喃喃地说出 vi. 装腔作势说话",yes
much,much,"adv. 非常,很 adj. 大量的 n. 许多,大量 pron. 许多,大量",3年级下,1,exact-surface-overlap,much,much,"adv. 非常,很 adj. 大量的 n. 许多,大量 pron. 许多,大量",yes
museum,museum,n. 博物馆,4年级下,1,exact-surface-overlap,museum,museum,n. 博物馆,yes
music,music,"n. 音乐,乐曲",3年级下,1,exact-surface-overlap,music,music,"n. 音乐,乐曲",yes
my,my,pron. 我的 int. 哎呀(表示惊奇等);喔唷,1年级上|3年级上,2,exact-surface-overlap,my,my,pron. 我的 int. 哎呀(表示惊奇等);喔唷,yes
myself,myself,pron. 我自己;我亲自;我的正常的健康状况和正常情绪,4年级上,1,exact-surface-overlap,myself,myself,pron. 我自己;我亲自;我的正常的健康状况和正常情绪,yes
name,name,"n. 名称,名字;姓名;名誉 vt. 命名,任命;指定;称呼;提名;叫出 adj. 姓名的;据以取名的",2年级上|3年级上,2,exact-surface-overlap,name,name,"n. 名称,名字;姓名;名誉 vt. 命名,任命;指定;称呼;提名;叫出 adj. 姓名的;据以取名的",yes
national day,National Day,na. 国庆日,5年级下,1,new-surface-candidate,,,,yes
nature shows,nature shows,无,5年级上,1,new-surface-candidate,,,,yes
near,near,adj. 近的;亲近的;近似的 adv. 近;接近 prep. 靠近;近似于,1年级下|4年级上,2,exact-surface-overlap,near,near,adj. 近的;亲近的;近似的 adv. 近;接近 prep. 靠近;近似于,yes
neighbourhood,neighbourhood,n. 邻近;周围;邻居关系;附近一带,4年级下,1,new-surface-candidate,,,,yes
never,never,adv. 从未;决不,4年级下,1,exact-surface-overlap,never,never,adv. 从未;决不,yes
new,new,"adj. 新的,新鲜的;更新的;初见的 adv. 新近",2年级上|3年级上,2,exact-surface-overlap,new,new,"adj. 新的,新鲜的;更新的;初见的 adv. 新近",yes
new year,New Year,n. 新年,2年级上,1,new-surface-candidate,,,,yes
new year's day,New Year's Day,na. 元旦,5年级下,1,new-surface-candidate,,,,yes
news shows,news shows,新闻节目,5年级上,1,new-surface-candidate,,,,yes
next to,next to,prep. 紧邻;在...近旁;仅次于;紧接,4年级下,1,new-surface-candidate,,,,yes
nice,nice,adj. 精密的;美好的;细微的;和蔼的,5年级上,1,exact-surface-overlap,nice,nice,adj. 精密的;美好的;细微的;和蔼的,yes
nine,nine,"n. 九,九个 num. 九;九个 adj. 九的,九个的",1年级上,1,exact-surface-overlap,nine,nine,"n. 九,九个 num. 九;九个 adj. 九的,九个的",yes
no,no,adv. 不 adj. 没有;不是 n. 不;否决票 abbr. 数字(number);元素锘(nobelium)的符号,1年级上,1,exact-surface-overlap,no,no,adv. 不 adj. 没有;不是 n. 不;否决票 abbr. 数字(number);元素锘(nobelium)的符号,yes
noodles,noodles,"n. 面条,挂面(noodle的复数形式)",1年级下|3年级上,2,morphology-overlap,noodle,noodle,n. 面条;笨蛋,yes
north,north,"n. 北,北方 adj. 北方的;朝北的 adv. 在北方,向北方",6年级上,1,new-surface-candidate,,,,yes
nose,nose,n. 鼻子;嗅觉;突出的部分;探问 vt. 嗅;用鼻子触 vi. 小心探索着前进;探问,1年级上|3年级上,2,exact-surface-overlap,nose,nose,n. 鼻子;嗅觉;突出的部分;探问 vt. 嗅;用鼻子触 vi. 小心探索着前进;探问,yes
november,November,n. 十一月,3年级上,1,exact-surface-overlap,november,November,n. 十一月,yes
nurse,nurse,"vt. 看护,护理;照顾;培养;给...喂奶 vi. 照料,护理;喂奶;当保姆 n. 护士;奶妈,保姆",4年级上,1,exact-surface-overlap,nurse,nurse,"vt. 看护,护理;照顾;培养;给...喂奶 vi. 照料,护理;喂奶;当保姆 n. 护士;奶妈,保姆",yes
october,October,n. [天] 十月,3年级上,1,exact-surface-overlap,october,October,n. [天] 十月,yes
office,office,n. 办公室;政府机关;官职;营业处,5年级下,1,new-surface-candidate,,,,yes
often,often,"adv. 常常,时常",4年级上,1,exact-surface-overlap,often,often,"adv. 常常,时常",yes
ok,ok,adj. 好的;不错的 adv. 行;很好 int. 好;可以 vt. 对...表示同意 n. 同意,3年级下,1,exact-surface-overlap,ok,OK,adj. 好的;不错的 adv. 行;很好 int. 好;可以 vt. 对...表示同意 n. 同意,yes
old,old,"adj. 陈旧的,古老的;年老的 n. 古时",3年级上,1,exact-surface-overlap,old,old,"adj. 陈旧的,古老的;年老的 n. 古时",yes
on,on,"adv. 向前地;作用中,行动中;继续着 prep. 向,朝......;关于;在......之上;在......时候 adj. 开着的;发生着的,正在进行中",1年级下,1,exact-surface-overlap,on,on,"adv. 向前地;作用中,行动中;继续着 prep. 向,朝......;关于;在......之上;在......时候 adj. 开着的;发生着的,正在进行中",yes
on foot,on foot,na. 步行;在进行中;徒步,4年级上,1,new-surface-candidate,,,,yes
on the weekend,on the weekend,在周末;在这个周末;美式英语,4年级上,1,new-surface-candidate,,,,yes
once a week,once a week,一周一次;每周一次;一星期一次,4年级下,1,new-surface-candidate,,,,yes
one,one,pron. 一个人;任何人 adj. 一的;唯一的 n. 一 num. 一;一个,1年级上,1,exact-surface-overlap,one,one,pron. 一个人;任何人 adj. 一的;唯一的 n. 一 num. 一;一个,yes
only,only,"adv. 只,仅仅;不料 adj. 唯一的,仅有的;最合适的 conj. 但是;不过;可是",5年级上,1,exact-surface-overlap,only,only,"adv. 只,仅仅;不料 adj. 唯一的,仅有的;最合适的 conj. 但是;不过;可是",yes
or,or,"conj. 或,或者;还是",2年级上,1,exact-surface-overlap,or,or,"conj. 或,或者;还是",yes
orange,orange,adj. 橙色的;橘色的 n. 橙;橙色;桔子,1年级上,1,exact-surface-overlap,orange,orange,adj. 橙色的;橘色的 n. 橙;橙色;桔子,yes
our,our,pron. 我们的,3年级下,1,exact-surface-overlap,our,our,pron. 我们的,yes
out of,out of,prep. 来自;离开,5年级下,1,new-surface-candidate,,,,yes
paint,paint,"vt. 油漆;绘画;装饰;涂色于;描绘;(用语言,文字等)描写;擦脂粉等 vi. 油漆;描绘;绘画;化妆 n. 油漆;颜料,涂料;绘画作品;胭脂等化妆品;色彩,装饰",4年级上|6年级上,2,new-surface-candidate,,,,yes
panda,panda,n. 熊猫;猫熊,5年级上,1,exact-surface-overlap,panda,panda,n. 熊猫;猫熊,yes
paper,paper,n. 纸;论文;文件;报纸 adj. 纸做的 vt. 用纸糊;用纸包装 vi. 贴糊墙纸;发交通违章传票,4年级上,1,exact-surface-overlap,paper,paper,n. 纸;论文;文件;报纸 adj. 纸做的 vt. 用纸糊;用纸包装 vi. 贴糊墙纸;发交通违章传票,yes
park,park,n. 公园;[交] 停车场 vt. 停放;放置;寄存 vi. 停放车辆,2年级上|4年级上,2,exact-surface-overlap,park,park,n. 公园;[交] 停车场 vt. 停放;放置;寄存 vi. 停放车辆,yes
party,party,"n. 政党,党派;聚会,派对;当事人 [复数 parties] vi. 参加社交聚会 [ 过去式 partied 过去分词 partied 现在分词 partying ]",3年级上|5年级上,2,new-surface-candidate,,,,yes
pe,PE,"abbr. 体育课,体能训练(physical education)",3年级下,1,exact-surface-overlap,pe,PE,"abbr. 体育课,体能训练(physical education)",yes
peanut,peanut,n. 花生,6年级上,1,new-surface-candidate,,,,yes
pear,pear,n. [园艺] 梨树;梨子,1年级上,1,new-surface-candidate,,,,yes
pen,pen,n. 钢笔;作家;围栏 vt. 写;关入栏中,4年级上,1,exact-surface-overlap,pen,pen,n. 钢笔;作家;围栏 vt. 写;关入栏中,yes
pen pal,pen pal,abbr. (=pen-friend) n. 笔友,6年级上,1,new-surface-candidate,,,,yes
pencil,pencil,n. 铅笔;笔状物 vt. 用铅笔写;用眉笔涂 vi. 成铅笔状,1年级上|4年级上,2,exact-surface-overlap,pencil,pencil,n. 铅笔;笔状物 vt. 用铅笔写;用眉笔涂 vi. 成铅笔状,yes
pencil box,pencil box,铅笔盒;文具盒;你的铅笔盒,5年级上,1,new-surface-candidate,,,,yes
pencil sharpener,pencil sharpener,n. 卷笔刀,5年级上,1,new-surface-candidate,,,,yes
penguin,penguin,n. 企鹅;空军地勤人员,6年级上,1,new-surface-candidate,,,,yes
people,people,n. 人;人类;民族;公民 vt. 居住于;使住满人,4年级上,1,exact-surface-overlap,people,people,n. 人;人类;民族;公民 vt. 居住于;使住满人,yes
pet,pet,n. 宠物;生气;受宠爱的人 adj. 宠爱的 vt. 宠爱 vi. 生气;爱抚,3年级上,1,new-surface-candidate,,,,yes
phone,phone,"n. 电话;耳机,听筒 vt. 打电话 vi. 打电话",4年级上,1,exact-surface-overlap,phone,phone,"n. 电话;耳机,听筒 vt. 打电话 vi. 打电话",yes
pick fruit,pick fruit,无,4年级上,1,new-surface-candidate,,,,yes
pig,pig,"n. 猪;猪肉 vi. 生小猪;像猪一样过活 n. 警察(俚语,带有攻击性)",5年级上,1,exact-surface-overlap,pig,pig,"n. 猪;猪肉 vi. 生小猪;像猪一样过活 n. 警察(俚语,带有攻击性)",yes
ping-pong,ping-pong,n. 乒乓球;桌球,4年级上,1,new-surface-candidate,,,,yes
pity,pity,"n. 怜悯,同情;遗憾 vt. 对......表示怜悯;对......感到同情",6年级上,1,new-surface-candidate,,,,yes
place,place,n. 地方;住所;座位 vt. 放置;任命;寄予 vi. 名列前茅;取得名次,4年级下,1,new-surface-candidate,,,,yes
plane,plane,"n. 飞机;平面;程度,水平 adj. 平的;平面的 vt. 刨平;用刨子刨;掠过水面 vi. 刨;乘飞机旅行;翱翔",1年级下,1,exact-surface-overlap,plane,plane,"n. 飞机;平面;程度,水平 adj. 平的;平面的 vt. 刨平;用刨子刨;掠过水面 vi. 刨;乘飞机旅行;翱翔",yes
plant,plant,"n. 工厂,车间;植物;设备;庄稼 vt. 种植;培养;栽培;安置 vi. 种植",5年级下,1,exact-surface-overlap,plant,plant,"n. 工厂,车间;植物;设备;庄稼 vt. 种植;培养;栽培;安置 vi. 种植",yes
play chess,play chess,na. 下象棋,3年级下,1,new-surface-candidate,,,,yes
play computer games,play computer games,玩电脑游戏;打电脑游戏;玩电子游戏,4年级上,1,new-surface-candidate,,,,yes
play football,play football,na. 踢足球;对难办的事采取踢皮球的态度,2年级下|3年级下|4年级上,3,new-surface-candidate,,,,yes
play sports,play sports,做运动;进行体育运动;进行体育活动,3年级下,1,new-surface-candidate,,,,yes
play the violin,play the violin,拉小提琴;弹小提琴;演奏小提琴,4年级下,1,new-surface-candidate,,,,yes
play with,play with,na. 玩弄(火等);以...自娱,3年级下,1,new-surface-candidate,,,,yes
play with fire,play with fire,na. 轻举妄动,4年级上,1,new-surface-candidate,,,,yes
played chess,played chess,无,5年级下,1,new-surface-candidate,,,,yes
played computer games,played computer games,无,5年级下,1,new-surface-candidate,,,,yes
played the piano,played the piano,无,5年级下,1,new-surface-candidate,,,,yes
playground,playground,"n. 运动场,操场;游乐场",3年级下,1,exact-surface-overlap,playground,playground,"n. 运动场,操场;游乐场",yes
playtime,playtime,n. 游戏或娱乐的时间;开幕时刻,2年级下,1,new-surface-candidate,,,,yes
please,please,"int. 请(礼貌用语) vt. 使喜欢;使高兴,使满意 vi. 讨人喜欢;令人高兴",4年级上|5年级上,2,exact-surface-overlap,please,please,"int. 请(礼貌用语) vt. 使喜欢;使高兴,使满意 vi. 讨人喜欢;令人高兴",yes
poem,poem,n. 诗,6年级上,1,new-surface-candidate,,,,yes
poet,poet,n. 诗人,6年级上,1,new-surface-candidate,,,,yes
police officer,police officer,n. 警官;警察;警务人员,4年级上,1,new-surface-candidate,,,,yes
polite,polite,"adj. 有礼貌的,客气的;文雅的;上流的;优雅的",5年级上,1,new-surface-candidate,,,,yes
poor,poor,adj. 贫穷的;可怜的;贫乏的;卑鄙的,4年级上,1,new-surface-candidate,,,,yes
popular,popular,"adj. 流行的,通俗的;受欢迎的;大众的;普及的",5年级上,1,new-surface-candidate,,,,yes
post office,post office,n. 邮局;邮政部门;邮政系统;邮差敲门游戏(儿童用假托的信件换取亲吻),4年级下,1,new-surface-candidate,,,,yes
potato,potato,"n. [作物] 土豆,[作物] 马铃薯",3年级上,1,exact-surface-overlap,potato,potato,"n. [作物] 土豆,[作物] 马铃薯",yes
present,present,n. 现在;礼物;瞄准 adj. 现在的;出席的 vt. 提出;介绍;呈现;赠送 vi. 举枪瞄准,2年级上,1,new-surface-candidate,,,,yes
president,president,n. 总统;董事长;校长;主席,6年级上,1,new-surface-candidate,,,,yes
pretty,pretty,n. 有吸引力的事物(尤指饰品);漂亮的人 adj. 漂亮的;可爱的;优美的 adv. 相当地;颇,2年级上|4年级下,2,new-surface-candidate,,,,yes
prize,prize,n. 奖品;奖赏;战利品 adj. 获奖的 vt. 珍视;捕获;估价,6年级上,1,new-surface-candidate,,,,yes
proud,proud,adj. 自豪的;得意的;自负的,6年级上,1,new-surface-candidate,,,,yes
public library,public library,na. 公立[公共]图书馆,6年级下,1,new-surface-candidate,,,,yes
pupil,pupil,n. 学生;[解剖] 瞳孔;未成年人,6年级下,1,exact-surface-overlap,pupil,pupil,n. 学生;[解剖] 瞳孔;未成年人,yes
queen's park,Queen's Park,皇后公园;女王公园;女王公园酒店,6年级下,1,new-surface-candidate,,,,yes
quiet,quiet,n. 安静;和平 adj. 安静的;安定的;不动的;温顺的 vt. 使平息;安慰 vi. 平静下来,5年级上,1,exact-surface-overlap,quiet,quiet,n. 安静;和平 adj. 安静的;安定的;不动的;温顺的 vt. 使平息;安慰 vi. 平静下来,yes
quite,quite,adv. 很;相当;完全,6年级下,1,new-surface-candidate,,,,yes
rabbit,rabbit,"n. 兔子,野兔 vt. 让...见鬼去吧 vi. 猎兔",3年级上,1,exact-surface-overlap,rabbit,rabbit,"n. 兔子,野兔 vt. 让...见鬼去吧 vi. 猎兔",yes
raccoon,raccoon,n. 浣熊;浣熊毛皮,6年级下,1,new-surface-candidate,,,,yes
race,race,"n. 属,种;种族,人种;家庭,门第 vt. 使参加比赛;和...竞赛;使急走,使全速行进 vi. 比速度,参加竞赛;全速行进",6年级上,1,exact-surface-overlap,race,race,"n. 属,种;种族,人种;家庭,门第 vt. 使参加比赛;和...竞赛;使急走,使全速行进 vi. 比速度,参加竞赛;全速行进",yes
rainy,rainy,adj. 下雨的;多雨的,2年级下,1,exact-surface-overlap,rainy,rainy,adj. 下雨的;多雨的,yes
read books,read books,读书;看书;阅读,3年级下,1,new-surface-candidate,,,,yes
reading,reading,"n. 阅读,朗读;读物;读数 v. 阅读(read的ing形式) adj. 阅读的",4年级下,1,new-surface-candidate,,,,yes
really,really,"adv. 实际上,事实上;真正地,真实地;真的吗?(表语气)",3年级下,1,exact-surface-overlap,really,really,"adv. 实际上,事实上;真正地,真实地;真的吗?(表语气)",yes
red,red,"n. 红色,红颜料;赤字 adj. 红色的;红肿的,充血的",1年级上|4年级上,2,exact-surface-overlap,red,red,"n. 红色,红颜料;赤字 adj. 红色的;红肿的,充血的",yes
