MatchKey,DisplayForms,Definitions,OccurrenceCount,Books,CandidateClass,CandidateNoteIDs,CandidateWords,CandidateSenses,AutoDecision,NeedsSenseReview
listen,listen,"vi. 听,倾听;听从,听信 n. 听,倾听",1,5年级下,no-existing-match,,,,new-identity-candidate,yes
litter,litter,"n. 垃圾;轿,担架;一窝(动物的幼崽);凌乱 vt. 乱丢;给...垫褥草;把...弄得乱七八糟 vi. 产仔;乱扔废弃物",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
little,little,adj. 小的;很少的;短暂的;小巧可爱的 adv. 完全不 n. 少许;没有多少;短时间,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
live,live,adj. 活的;生动的;实况转播的;精力充沛的 vt. 经历;度过 vi. 活;居住;生存,1,4年级上,exact-single,KV000764,live,居住；生活,reuse-candidate,yes
long,long,"n. 长时间;[语] 长音节;(服装的)长尺寸;长裤 adj. 长的;过长的;做多头的;长时间的;冗长的,长音 vi. 渴望;热望 adv. 长期地;始终",1,2年级上,exact-single,KV000250,long,长的,reuse-candidate,yes
look,look,vt. 看;期待;注意;面向;看上去像 vi. 看;看起来;注意;面向 n. 看;样子;面容,2,2年级上|3年级下,exact-single,KV000114,look,看,reuse-candidate,yes
look for,look for,v. 寻找;探索;渴望;盼望,1,4年级上,exact-single,KV000251,look for,寻找,reuse-candidate,yes
lose,lose,vt. 浪费;使沉溺于;使迷路;遗失;错过 vi. 失败;受损失,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
lost,lost,adj. 失去的;丧失的;迷惑的 v. 遗失(lose的过去分词);失败,1,4年级下,exact-single,KV000317,lost,丢失的；迷路的,reuse-candidate,yes
love,love,"n. 恋爱;亲爱的;酷爱;喜爱的事物;爱情,爱意;疼爱;热爱;爱人,所爱之物 v. 爱,热爱;爱戴;赞美,称赞;喜爱;喜好;喜欢;爱慕",1,2年级下,exact-single,KV000563,love,喜爱；爱,reuse-candidate,yes
lovely,lovely,"adj. 可爱的;令人愉快的;爱恋的;秀丽的,优美的 n. 美女;可爱的东西",1,5年级下,exact-single,KV000553,lovely,可爱的；讨人喜欢的,reuse-candidate,yes
lucky,lucky,adj. 幸运的;侥幸的,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
lunch,lunch,n. 午餐 vt. 吃午餐;供给午餐 vi. 吃午餐;供给午餐,1,6年级上,exact-single,KV000866,lunch,午餐,reuse-candidate,yes
make,make,"vt. 使得;进行;布置,准备,整理;制造;认为;获得;形成;安排;引起;构成 vi. 开始;前进;增大;被制造 n. 制造;构造;性情",1,2年级下,no-existing-match,,,,new-identity-candidate,yes
make use of,make use of,na. 使用,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
man,man,n. 人;男人;人类;丈夫;雇工 vt. 操纵;给...配置人员;使增强勇气;在...就位,1,4年级下,exact-single,KV000112,man,男人,reuse-candidate,yes
many,many,pron. 许多;许多人 adj. 许多的,1,6年级上,exact-single,KV000036,many,许多；多少（how many）,reuse-candidate,yes
map,map,vt. 映射;计划;绘制地图;确定基因在染色体中的位置 n. 地图;示意图;染色体图 vi. 基因被安置,2,1年级下|5年级上,exact-single,KV000681,map,地图,reuse-candidate,yes
march,March,n. 三月,1,3年级上,exact-single,KV000268,March,三月,reuse-candidate,yes
marker,marker,n. 记分员;书签;标识物;作记号的人,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
match,match,"vt. 使比赛;使相配;敌得过,比得上;相配;与...竞争 vi. 比赛;匹配;相配,相称;相比 n. 比赛,竞赛;匹配;对手;火柴",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
maths,maths,n. 数学(等于mathematics),1,5年级上,exact-single,KV000287,maths,数学；数学课,reuse-candidate,yes
may,May|may,"aux. 可以,能够;可能,也许;祝,愿;会,能",2,3年级上|3年级下,exact-single,KV000270,May,五月,reuse-candidate,yes
me,me,pron. 我(宾格) n. 自我;极端自私的人;自我的一部分,1,2年级上,no-existing-match,,,,new-identity-candidate,yes
meat,meat,"n. 肉,肉类(食用)",1,5年级上,exact-single,KV000239,meat,肉；肉类,reuse-candidate,yes
meet,meet,vt. 满足;遇见;对付 vi. 相遇;接触 n. 集会 adj. 合适的;适宜的,1,3年级上,exact-single,KV000770,meet,见面；遇见,reuse-candidate,yes
men,men,"n. 男人,人类(man的复数)",1,4年级下,morphology,KV000112,man,男人,identity-review,yes
milk,milk,n. 牛奶;乳状物 vt. 榨取;挤...的奶 vi. 挤奶,1,2年级下,exact-multiple,KV000088|KV000890,milk|milk,牛奶|挤奶,identity-review,yes
minute,minute,"n. 分,分钟;片刻,一会儿;备忘录,笔记;会议记录 vt. 将...记录下来 adj. 微小的,详细的 [maɪˈnjuːt; US -ˈnuːt; maɪˋnut]",1,5年级上,exact-single,KV000867,minute,分钟,reuse-candidate,yes
miss,Miss|miss,"n. 女士,小姐,年轻未婚女子 vt. 错过,想念,缺(勤)",2,3年级上|4年级下,no-existing-match,,,,new-identity-candidate,yes
model,model,n. 模型;典型;模范;模特儿;样式 vt. 模拟;塑造;模仿 vi. 做模型;做模特儿 adj. 模范的;作模型用的,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
modern,modern,"adj. 现代的,近代的;时髦的 n. 现代人;有思想的人",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
monday,Monday,n. 星期一,1,6年级上,exact-single,KV000201,Monday,星期一,reuse-candidate,yes
money,money,n. 钱;货币;财富,1,4年级上,exact-single,KV000454,money,钱,reuse-candidate,yes
monkey,monkey,n. 猴子;顽童 vi. 胡闹;捣蛋 vt. 嘲弄,2,1年级下|2年级上,exact-single,KV000021,monkey,猴子,reuse-candidate,yes
month,month,"n. 月,一个月的时间",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
moon,moon,n. 月亮;月球;月光;卫星 vi. 闲荡;出神 vt. 虚度,1,1年级上,no-existing-match,,,,new-identity-candidate,yes
morning,morning,n. 早晨;黎明;初期,1,5年级上,exact-single,KV000230,morning,早晨；上午,reuse-candidate,yes
most,most,"adv. 最;非常,极其;最多;几乎 adj. 大部分的,多数的;最多的 n. 大部分,大多数",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
mother,mother,n. 母亲;大娘;女修道院院长 vt. 生下;养育;像母亲般关怀或照管 adj. 母亲的;出生地的,1,3年级下,exact-single,KV000100,mother,妈妈；母亲,reuse-candidate,yes
mountain,mountain,n. 山;山脉,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
mouse,mouse,n. 鼠标;老鼠;胆小羞怯的人 vt. 探出 vi. 捕鼠;窥探,1,1年级上,exact-single,KV000882,mouse,老鼠,reuse-candidate,yes
mouth,mouth,"n. 口,嘴;河口 vt. 做作地说,装腔作势地说;喃喃地说出 vi. 装腔作势说话",1,4年级下,exact-single,KV000014,mouth,嘴；口,reuse-candidate,yes
mr,Mr,abbr. 先生(Mister),1,6年级上,no-existing-match,,,,new-identity-candidate,yes
mrs,Mrs,n. 太太;夫人(用于已婚妇女姓名前的尊称),1,4年级上,no-existing-match,,,,new-identity-candidate,yes
ms,Ms,"abbr. 存贮系统(Memory System);主存储器(Main Storage);主程序装置(Master Sequecer);中速,平均速度(Medium Speed);主(总)开关(Master Switch)",1,4年级上,exact-single,KV000828,Ms,女士,reuse-candidate,yes
much,much,"adv. 非常,很 adj. 大量的 n. 许多,大量 pron. 许多,大量",1,3年级下,exact-single,KV000321,much,很；非常,reuse-candidate,yes
mum,mum,adj. 沉默的 n. 妈妈(口语);沉默;菊花 vi. 演哑剧 int. 别说话,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
museum,museum,n. 博物馆,1,4年级下,exact-single,KV000475,museum,博物馆,reuse-candidate,yes
music,music,"n. 音乐,乐曲",1,4年级下,exact-single,KV000286,music,音乐；音乐课,reuse-candidate,yes
must,must,"aux. 必须,一定;可以,应当;很可能 n. 绝对必要的事物;未发酵葡萄汁",1,5年级上,no-existing-match,,,,new-identity-candidate,yes
my,my,pron. 我的 int. 哎呀(表示惊奇等);喔唷,1,2年级上,exact-single,KV000017,my,我的,reuse-candidate,yes
myself,myself,pron. 我自己;我亲自;我的正常的健康状况和正常情绪,1,6年级上,exact-single,KV000438,myself,我自己,reuse-candidate,yes
name,name,"n. 名称,名字;姓名;名誉 vt. 命名,任命;指定;称呼;提名;叫出 adj. 姓名的;据以取名的",1,3年级上,exact-single,KV000116,name,名字,reuse-candidate,yes
near,near,adj. 近的;亲近的;近似的 adv. 近;接近 prep. 靠近;近似于,1,4年级下,exact-single,KV000066,near,在……附近,reuse-candidate,yes
nearby,nearby,"adj. 附近的,邻近的 adv. 在附近 prep. 在...附近",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
neck,neck,n. 脖子;衣领;海峡 vi. 搂著脖子亲吻;变狭窄 vt. 使变细;与...搂著脖子亲吻,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
nephew,nephew,n. 侄子;外甥,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
nervous,nervous,adj. 神经的;紧张不安的;强健有力的,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
net,net,n. 网;网络;净利;实价 vi. 编网 vt. 得到;净赚;用网捕 adj. 纯粹的;净余的,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
never,never,adv. 从未;决不,1,4年级下,exact-single,KV000503,never,从不；从未,reuse-candidate,yes
new,new,"adj. 新的,新鲜的;更新的;初见的 adv. 新近",1,2年级上,exact-single,KV000125,new,新的,reuse-candidate,yes
next,next,adv. 然后;下次;其次 adj. 下一个的;其次的;贴近的 n. 下一个 prep. 靠近;居于...之后,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
nice,nice,adj. 精密的;美好的;细微的;和蔼的,1,2年级下,exact-single,KV000538,nice,友好的；好的,reuse-candidate,yes
niece,niece,"n. 外甥女,侄女",1,5年级下,no-existing-match,,,,new-identity-candidate,yes
night,night,"n. 夜晚,晚上;黑暗,黑夜 adj. 夜晚的,夜间的",2,1年级上|5年级上,no-existing-match,,,,new-identity-candidate,yes
nine,nine,"n. 九,九个 num. 九;九个 adj. 九的,九个的",1,2年级下,exact-single,KV000033,nine,九；九个,reuse-candidate,yes
nineteen,nineteen,num. 十九,1,2年级上,no-existing-match,,,,new-identity-candidate,yes
nineteenth,nineteenth,num. 第十九;十九分之一,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
ninety,ninety,n. 九十 adj. 九十的;九十岁的 num. 九十,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
ninth,ninth,num. 第九 adj. 第九的;九分之一的 n. 九分之一,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
no,no,adv. 不 adj. 没有;不是 n. 不;否决票 abbr. 数字(number);元素锘(nobelium)的符号,1,2年级上,exact-single,KV000053,no,不；不是,reuse-candidate,yes
noisy,noisy,adj. .嘈杂的;喧闹的;聒噪的,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
noodle,noodle,n. 面条;笨蛋,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
nose,nose,n. 鼻子;嗅觉;突出的部分;探问 vt. 嗅;用鼻子触 vi. 小心探索着前进;探问,2,1年级下|6年级下,exact-single,KV000013,nose,鼻子,reuse-candidate,yes
not,not,"adv. 表示否定,不 n. “非”(计算机中逻辑运算的一种)",1,2年级下,no-existing-match,,,,new-identity-candidate,yes
nothing,nothing,neg. 没什么;毫不 n. 无;零;不关紧要之事 adv. 毫不;决不 pron. 无事;无物 int. 什么也没有,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
november,November,n. 十一月,1,3年级上,exact-single,KV000276,November,十一月,reuse-candidate,yes
now,now,adv. 现在;如今;立刻 adj. 现在的 n. 现在;目前 conj. 由于;既然,1,3年级下,exact-single,KV000826,now,现在,reuse-candidate,yes
number,number,n. 数;(杂志等的)期;号码;数字;算术 vi. 计入;总数达到 vt. 编号;计入;数...的数目;使为数有限,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
nurse,nurse,"vt. 看护,护理;照顾;培养;给...喂奶 vi. 照料,护理;喂奶;当保姆 n. 护士;奶妈,保姆",1,3年级下,exact-single,KV000423,nurse,护士,reuse-candidate,yes
nut,nut,"n. 螺母,螺帽;坚果;难对付的人,难解的问题 vi. 采坚果",2,1年级上|5年级下,no-existing-match,,,,new-identity-candidate,yes
o'clock,o'clock,abbr. ...点钟(等于of the clock),1,2年级下,no-existing-match,,,,new-identity-candidate,yes
october,October,n. [天] 十月,1,3年级上,exact-single,KV000275,October,十月,reuse-candidate,yes
often,often,"adv. 常常,时常",1,5年级下,exact-single,KV000351,often,经常；常常,reuse-candidate,yes
oil,oil,n. 油;石油;油画颜料 vt. 加油;涂油;使融化 vi. 融化;加燃油,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
ok,OK,adj. 好的;不错的 adv. 行;很好 int. 好;可以 vt. 对...表示同意 n. 同意,1,6年级下,exact-single,KV000320,ok,好的；可以,reuse-candidate,yes
old,old,"adj. 陈旧的,古老的;年老的 n. 古时",1,2年级上,exact-single,KV000209,old,……岁的；年老的,reuse-candidate,yes
on,on,"adv. 向前地;作用中,行动中;继续着 prep. 向,朝......;关于;在......之上;在......时候 adj. 开着的;发生着的,正在进行中",1,2年级上,exact-single,KV000057,on,在……上面,reuse-candidate,yes
one,one,pron. 一个人;任何人 adj. 一的;唯一的 n. 一 num. 一;一个,1,2年级下,exact-single,KV000025,one,一；一个,reuse-candidate,yes
only,only,"adv. 只,仅仅;不料 adj. 唯一的,仅有的;最合适的 conj. 但是;不过;可是",1,6年级下,exact-single,KV000560,only,只；仅仅,reuse-candidate,yes
open,open,adj. 公开的;敞开的;空旷的;坦率的;营业着的 vi. 开始;展现 vt. 公开;打开 n. 公开;空旷;户外,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
or,or,"conj. 或,或者;还是",1,2年级上,exact-single,KV000118,or,或者,reuse-candidate,yes
orange,orange,adj. 橙色的;橘色的 n. 橙;橙色;桔子,2,1年级下|2年级下,exact-single,KV000048,orange,橙子；橙色,reuse-candidate,yes
order,order,n. 命令;顺序;规则;[贸易] 定单 vt. 命令;整理;定购 vi. 命令;定货,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
our,our,pron. 我们的,1,2年级上,exact-single,KV000300,our,我们的,reuse-candidate,yes
out,out,adv. 出现;在外;出局;出声地;不流行地 adj. 外面的;出局的;下台的 n. 出局 prep. 向;离去 vi. 出来;暴露 vt. 使熄灭;驱逐,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
over,over,adv. 结束;越过;从头到尾 prep. 越过;在...之上;遍于...之上 adj. 结束的;上面的 vt. 越过,1,3年级上,exact-multiple,KV000816|KV000863,over|over,在……的远端（或对面）|结束（的）,identity-review,yes
ox,ox,n. 牛;公牛,2,1年级下|6年级上,no-existing-match,,,,new-identity-candidate,yes
pair,pair,"n. 一对,一双,一副 vt. 把...组成一对",1,4年级上,exact-single,KV000868,pair,一条，一副,reuse-candidate,yes
panda,panda,n. 熊猫;猫熊,2,1年级下|5年级上,exact-single,KV000544,panda,熊猫,reuse-candidate,yes
paper,paper,n. 纸;论文;文件;报纸 adj. 纸做的 vt. 用纸糊;用纸包装 vi. 贴糊墙纸;发交通违章传票,1,6年级下,exact-single,KV000402,paper,纸,reuse-candidate,yes
parent,parent,n. 父亲(或母亲);父母亲;根源,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
park,park,n. 公园;[交] 停车场 vt. 停放;放置;寄存 vi. 停放车辆,2,1年级下|2年级上,exact-single,KV000131,park,公园,reuse-candidate,yes
pass,pass,n. 及格;经过;护照;途径;传球 vt. 通过;经过;传递 vi. 经过;传递;变化;终止,1,5年级上,exact-single,KV000888,pass,给；递,reuse-candidate,yes
pay,pay,"n. 工资,薪水;付款;报答 vt. 支付,付;偿还,补偿;给予 vi. 付款;偿还 adj. 收费的;需付费的",1,5年级上,no-existing-match,,,,new-identity-candidate,yes
pe,PE,"abbr. 体育课,体能训练(physical education)",1,6年级上,exact-single,KV000285,PE,体育；体育课,reuse-candidate,yes
peach,peach,n. 桃子;桃树;桃红色;受人喜欢的人(或物) adj. 桃色的;用桃子制成的 vt. 告发 vi. 告密,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
pen,pen,n. 钢笔;作家;围栏 vt. 写;关入栏中,2,1年级上|4年级上,exact-single,KV000396,pen,钢笔,reuse-candidate,yes
pencil,pencil,n. 铅笔;笔状物 vt. 用铅笔写;用眉笔涂 vi. 成铅笔状,1,3年级上,exact-single,KV000003,pencil,铅笔,reuse-candidate,yes
pencil case,pencil case,n. 铅笔盒;铅笔袋,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
people,people,n. 人;人类;民族;公民 vt. 居住于;使住满人,1,3年级下,exact-single,KV000435,people,人们,reuse-candidate,yes
phone,phone,"n. 电话;耳机,听筒 vt. 打电话 vi. 打电话",1,2年级下,exact-single,KV000408,phone,电话；打电话,reuse-candidate,yes
photo,photo,n. 照片,1,5年级下,exact-single,KV000821,photo,照片,reuse-candidate,yes
picture,picture,"n. 照片,图画;影片;景色;化身 vt. 画;想像;描写",1,5年级下,no-existing-match,,,,new-identity-candidate,yes
pie,pie,n. 馅饼;饼图;爱说话的人 vt. 使杂乱,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
pig,pig,"n. 猪;猪肉 vi. 生小猪;像猪一样过活 n. 警察(俚语,带有攻击性)",1,2年级上,exact-single,KV000547,pig,猪,reuse-candidate,yes
pill,pill,"n. 药丸;弹丸,子弹;口服避孕药 vt. 把...制成丸剂;使服用药丸;抢劫,掠夺(古语) vi. 做成药丸;服药丸",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
pilot,pilot,n. 飞行员;领航员 adj. 试点的 v. 驾驶;领航;试用,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
pink,pink,"n. 粉红色;化身,典范;石竹花;头面人物 adj. 粉红的;比较激进的;石竹科的;脸色发红的 vt. 扎,刺,戳;使...变粉红色;使...面红耳赤 vi. 变粉红色",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
plane,plane,"n. 飞机;平面;程度,水平 adj. 平的;平面的 vt. 刨平;用刨子刨;掠过水面 vi. 刨;乘飞机旅行;翱翔",1,4年级下,exact-single,KV000068,plane,飞机,reuse-candidate,yes
plant,plant,"n. 工厂,车间;植物;设备;庄稼 vt. 种植;培养;栽培;安置 vi. 种植",2,3年级下|5年级下,exact-single,KV000610,plant,种植；植物,reuse-candidate,yes
play,play,n. 游戏;比赛;剧本 vt. 游戏;扮演;演奏;播放;同...比赛 vi. 演奏;玩耍;上演;参加比赛,1,6年级上,exact-single,KV000813,play,玩耍,reuse-candidate,yes
playground,playground,"n. 运动场,操场;游乐场",1,4年级下,exact-single,KV000295,playground,操场,reuse-candidate,yes
please,please,"int. 请(礼貌用语) vt. 使喜欢;使高兴,使满意 vi. 讨人喜欢;令人高兴",1,6年级上,exact-single,KV000404,please,请,reuse-candidate,yes
police,police,"n. 警察,警方;治安 adj. 警察的;有关警察的 vt. 监督;管辖;维持治安;为...配备警察",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
pop,pop,abbr. 卖点广告(Point of Purchase),1,4年级下,no-existing-match,,,,new-identity-candidate,yes
potato,potato,"n. [作物] 土豆,[作物] 马铃薯",1,3年级下,exact-single,KV000237,potato,土豆；马铃薯,reuse-candidate,yes
practice,practice,n. 实践;练习;惯例 vt. 练习;实习;实行 vi. 练习;实习;实行,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
print,print,n. 印刷业;印花布;印刷字体;印章;印记 vt. 印刷;打印;刊载;用印刷体写;在...印花样 vi. 印刷;出版;用印刷体写,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
problem,problem,n. 难题;引起麻烦的人 adj. 成问题的;难处理的,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
protect,protect,"vt. 保护,防卫;警戒",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
pupil,pupil,n. 学生;[解剖] 瞳孔;未成年人,1,3年级上,exact-single,KV000768,pupil,小学生；学生,reuse-candidate,yes
purple,purple,n. 紫色;紫袍 adj. 紫色的;帝王的;华而不实的 vt. 使成紫色 vi. 变成紫色,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
push,push,"n. 推,决心;大规模攻势;矢志的追求 vi. 推进;增加;努力争取 vt. 推动,增加;对...施加压力,逼迫;按;说服",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
put,put,n. 掷;笨蛋;投击;怪人 adj. 固定不动的 vi. 出发;击;航行;发芽 vt. 放;表达;移动;安置;赋予,1,5年级上,no-existing-match,,,,new-identity-candidate,yes
queen,queen,"n. 女王,王后;(纸牌中的)皇后;(蜜蜂等的)蜂王 vt. 使...成为女王或王后 vi. 做女王",1,1年级下,no-existing-match,,,,new-identity-candidate,yes
quiet,quiet,n. 安静;和平 adj. 安静的;安定的;不动的;温顺的 vt. 使平息;安慰 vi. 平静下来,1,4年级下,exact-single,KV000522,quiet,安静的；文静的,reuse-candidate,yes
rabbit,rabbit,"n. 兔子,野兔 vt. 让...见鬼去吧 vi. 猎兔",2,1年级下|6年级上,exact-single,KV000245,rabbit,兔子,reuse-candidate,yes
race,race,"n. 属,种;种族,人种;家庭,门第 vt. 使参加比赛;和...竞赛;使急走,使全速行进 vi. 比速度,参加竞赛;全速行进",1,3年级上,exact-single,KV000735,race,比赛；赛跑,reuse-candidate,yes
rain,rain,n. 雨;下雨;雨天;雨季 vt. 大量地给;使大量落下 vi. 下雨;降雨,1,3年级上,exact-single,KV000829,rain,下雨；雨,reuse-candidate,yes
rainy,rainy,adj. 下雨的;多雨的,1,3年级上,exact-single,KV000160,rainy,下雨的；多雨的,reuse-candidate,yes
rat,rat,"n. 鼠;卑鄙小人,叛徒 vi. 捕鼠;背叛,告密",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
read,read,"n. 阅读;读物 adj. 有学问的 vi. 读;读起来 vt. 阅读;读懂,理解",1,5年级下,exact-single,KV000812,read,阅读,reuse-candidate,yes
really,really,"adv. 实际上,事实上;真正地,真实地;真的吗?(表语气)",1,4年级上,exact-single,KV000308,really,真的；确实,reuse-candidate,yes
red,red,"n. 红色,红颜料;赤字 adj. 红色的;红肿的,充血的",1,2年级上,exact-single,KV000042,red,红色；红色的,reuse-candidate,yes
rice,rice,n. 稻;米饭 vt. 把...捣成米糊状,1,2年级下,exact-single,KV000077,rice,米饭,reuse-candidate,yes
ride,ride,n. 骑;乘坐;交通工具;可供骑行的路;(乘坐汽车等的)旅行;乘骑;(乘车或骑车的)短途旅程;供乘骑的游乐设施 vi. 骑马;乘车;依靠;漂浮 vt. 骑;乘;控制;(骑马、自行车等)穿越;搭乘;飘浮,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
right,right,n. 正确;右边;正义 adj. 正确的;直接的;右方的 vt. 纠正 adv. 正确地;恰当地;彻底地 vi. 复正;恢复平稳,2,3年级上|4年级下,no-existing-match,,,,new-identity-candidate,yes
river,river,"n. 河,江",2,1年级下|5年级上,no-existing-match,,,,new-identity-candidate,yes
robot,robot,"n. 机器人;遥控设备,自动机械;机械般工作的人",1,4年级上,no-existing-match,,,,new-identity-candidate,yes
room,room,"n. 房间;空间;余地;机会;房间里所有的人 vt. 为...提供住处;租房,合住;投宿,住宿;留",1,2年级下,exact-single,KV000299,room,房间,reuse-candidate,yes
round,round,n. 圆;循环;一回合;圆形物 prep. 附近;绕过;大约;在...周围 adj. 圆的;完全的;大概的;肥胖的 vt. 完成;围捕;绕行;弄圆 adv. 在周围;迂回地;朝反方向;挨个 vi. 进展;变圆;环行;发胖,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
ruler,ruler,"n. 尺;统治者;[测] 划线板,划线的人",1,3年级上,exact-single,KV000002,ruler,尺子,reuse-candidate,yes
run,run,"n. 奔跑;赛跑;趋向;奔跑的路程 vt. 管理,经营;运行;参赛 vi. 经营;奔跑;运转",1,3年级上,exact-single,KV000334,run,跑；奔跑,reuse-candidate,yes
sad,sad,"adj. 难过的;悲哀的,令人悲痛的;凄惨的,阴郁的(形容颜色)",1,4年级上,exact-single,KV000653,sad,难过的；伤心的,reuse-candidate,yes
safe,safe,n. 保险箱;冷藏室;纱橱 adj. 安全的;可靠的;平安的,1,4年级下,exact-single,KV000419,safe,安全的,reuse-candidate,yes
safety,safety,n. 安全;保险;安全设备;保险装置;安打,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
same,same,adj. 相同的;同一的;上述的(通常与the连用);无变化的 adv. 同样地(通常与the连用) pron. 同样的事物或人(通常与the连用),2,3年级上|5年级下,no-existing-match,,,,new-identity-candidate,yes
saturday,Saturday,n. 星期六,1,2年级上,exact-single,KV000206,Saturday,星期六,reuse-candidate,yes
save,save,prep. 除...之外 n. 救援 vi. 节省;挽救 vt. 节省;保存;储蓄;解救,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
say,say,vt. 讲;说明;例如;声称;假设;指明 vi. 讲;表示;念;假定;背诵,1,4年级上,exact-single,KV000623,say,说；讲,reuse-candidate,yes
school,school,n. 学校;学院;学派;鱼群 vt. 教育,1,4年级上,exact-single,KV000129,school,学校,reuse-candidate,yes
schoolbag,schoolbag,n. 书包,1,2年级下,exact-single,KV000004,schoolbag,书包,reuse-candidate,yes
science,science,n. 科学;技术;学科;理科,1,5年级上,exact-single,KV000284,science,科学；科学课,reuse-candidate,yes
sea,sea,n. 海;海洋;许多;大量,1,5年级下,exact-single,KV000477,sea,海,reuse-candidate,yes
season,season,n. 时期;季节;赛季 vt. 给...调味;使适应 vi. 变得成熟;变干燥,1,6年级下,exact-single,KV000178,season,季节,reuse-candidate,yes
second,second,num. 第二 n. 秒;第二名;瞬间;二等品 adj. 第二的;次要的;附加的 vt. 支持 adv. 第二;其次;居第二位,1,3年级上,exact-single,KV000296,second,第二,reuse-candidate,yes
see,see,vi. 看;看见;领会 vt. 看见;理解;领会,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
sell,sell,n. 销售;失望;推销术 vt. 销售;推销;出卖;欺骗 vi. 卖;出售;受欢迎;有销路,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
september,September,n. 九月,1,3年级上,exact-single,KV000274,September,九月,reuse-candidate,yes
seven,seven,"num. 七个,七 n. 七个,七 adj. 七的;七个的",1,5年级下,exact-single,KV000031,seven,七；七个,reuse-candidate,yes
seventeenth,seventeenth,"n. 第十七日;十七分之一 num. 第十七 adj. 第十七的,第十七个的;十七分之一的",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
seventh,seventh,n. 第七;七分之一 adj. 第七的;七分之一的 adv. 居第七位地,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
seventy,seventy,n. 七十;七十个;七十岁;七十年代 num. 七十 adj. 七十的;七十个的;七十岁的,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
shape,shape,"n. 形状;模型;身材;具体化 vt. 形成;塑造,使成形;使符合 vi. 形成;成形;成长",1,3年级下,no-existing-match,,,,new-identity-candidate,yes
she,she,n. 女人;雌性动物 pron. 她(主格);它(用来指雌性动物或国家、船舶、地球、月亮等),1,2年级下,exact-single,KV000107,she,她,reuse-candidate,yes
sheep,sheep,"n. 羊,绵羊;胆小鬼",1,5年级上,exact-single,KV000548,sheep,绵羊；羊,reuse-candidate,yes
ship,ship,"n. 船;舰;太空船 vt. 运送,乘船;以船运送 vi. 上船;乘船旅行;当船员",1,3年级下,no-existing-match,,,,new-identity-candidate,yes
shirt,shirt,"n. 衬衫;汗衫,内衣",1,2年级下,exact-single,KV000092,shirt,衬衫,reuse-candidate,yes
shoe,shoe,n. 鞋;蹄铁;外胎 vt. 给......穿上鞋;穿......鞋,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
