SourceOccurrenceKey,SourceID,SourceBook,Grade,Semester,SourceRow,Word,MatchKey,British,American,Definition,SourceFile,CandidateClass,CandidateNoteIDs,CandidateWords,CandidateSenses,AutoDecision,NeedsSenseReview,ReviewReason
beijing_start1|g3-lower|r026|wonderful,beijing_start1,3年级下,3,下,26,wonderful,wonderful,[ˈwʌndəf(ə)l],[ˈwʌndərf(ə)l],"adj. 极好的,精彩的,绝妙的;奇妙的;美妙;胜;神妙",北京版一年级起点三年级下.xlsx,exact-single,KV000566,wonderful,精彩的；极好的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r027|any,beijing_start1,3年级下,3,下,27,any,any,[ˈeni],[ˈeni],adj. 任何的;所有的;丝毫 pron. 任何;任何一个;若干 adv. 稍微;少许,北京版一年级起点三年级下.xlsx,exact-single,KV000881,any,任何的；任一的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r028|banana,beijing_start1,3年级下,3,下,28,banana,banana,[bəˈnɑːnə],[bəˈnænə],n. 香蕉;喜剧演员;大鹰钩鼻,北京版一年级起点三年级下.xlsx,exact-single,KV000047,banana,香蕉,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r029|before,beijing_start1,3年级下,3,下,29,before,before,[bɪˈfɔː(r)],[bɪˈfɔːr],"prep. 在...之前,先于 conj. 在...以前;在...之前 adv. 以前;在前",北京版一年级起点三年级下.xlsx,exact-single,KV000456,before,在……之前,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r030|sweet,beijing_start1,3年级下,3,下,30,sweet,sweet,[swiːt],[swiːt],n. 糖果;乐趣;芳香;宝贝 adj. 甜的;悦耳的;芳香的;亲切的 (俚)酷毙了,北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r031|potato,beijing_start1,3年级下,3,下,31,potato,potato,[pəˈteɪtəʊ],[pəˈteɪtoʊ],"n. [作物] 土豆,[作物] 马铃薯",北京版一年级起点三年级下.xlsx,exact-single,KV000237,potato,土豆；马铃薯,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r032|sweet potato,beijing_start1,3年级下,3,下,32,sweet potato,sweet potato,,,n. 【植】甘薯,北京版一年级起点三年级下.xlsx,morphology-or-phrase,KV000008|KV000134|KV000199|KV000237|KV000290,a|to|at|potato|we,一；一个|到；向；去|在……时刻|土豆；马铃薯|我们,identity-review,yes,Only morphology/phrase-related candidates found; never auto-merge.
beijing_start1|g3-lower|r033|food,beijing_start1,3年级下,3,下,33,food,food,[fuːd],[fuːd],n. 食物;养料,北京版一年级起点三年级下.xlsx,exact-single,KV000893,food,菜肴；食物,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r034|best,beijing_start1,3年级下,3,下,34,best,best,[best],[best],"n. 最好的人,最好的事物;最佳状态 adj. 最好的 vt. 打败,胜过 adv. 最好地",北京版一年级起点三年级下.xlsx,exact-single,KV000811,best,最好的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r035|great,beijing_start1,3年级下,3,下,35,great,great,[ɡreɪt],[ɡreɪt],"n. 大师;大人物;伟人们 adj. 伟大的,重大的;极好的,好的;主要的",北京版一年级起点三年级下.xlsx,exact-single,KV000432,great,很棒的；伟大的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r036|apple,beijing_start1,3年级下,3,下,36,apple,apple,[ˈæp(ə)l],[ˈæpl],"n. 苹果,苹果树,苹果似的东西;[美俚]炸弹,手榴弹,(棒球的)球;[美俚]人,家伙。",北京版一年级起点三年级下.xlsx,exact-single,KV000045,apple,苹果,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r037|drink,beijing_start1,3年级下,3,下,37,drink,drink,[drɪŋk],[drɪŋk],"n. 酒,饮料;喝酒 vt. 喝,饮;吸收;举杯庆贺 vi. 喝酒;饮水;干杯",北京版一年级起点三年级下.xlsx,exact-single,KV000584,drink,喝；饮料,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r038|may,beijing_start1,3年级下,3,下,38,may,may,[meɪ],[meɪ],"aux. 可以,能够;可能,也许;祝,愿;会,能",北京版一年级起点三年级下.xlsx,exact-single,KV000270,May,五月,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r039|tea,beijing_start1,3年级下,3,下,39,tea,tea,[tiː],[tiː],n. 茶叶;茶树;茶点 vt. 给...沏茶 vi. 喝茶;进茶点,北京版一年级起点三年级下.xlsx,exact-single,KV000087,tea,茶,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r040|sure,beijing_start1,3年级下,3,下,40,sure,sure,[ʃʊə(r)],[ʃʊr],adj. 确信的;可靠的;必定的 adv. 当然;的确,北京版一年级起点三年级下.xlsx,exact-single,KV000075,sure,当然；可以,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r041|child,beijing_start1,3年级下,3,下,41,child,child,[tʃaɪld],[tʃaɪld],"n. 儿童,小孩,孩子;产物;子孙;幼稚的人;弟子",北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r042|children,beijing_start1,3年级下,3,下,42,children,children,[ˈtʃɪldrən],[ˈtʃɪldrən],n. 孩子们(child的复数),北京版一年级起点三年级下.xlsx,exact-single,KV000333,children,孩子们,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r043|fly,beijing_start1,3年级下,3,下,43,fly,fly,[flaɪ],[flaɪ],n. 飞行;苍蝇;两翼昆虫 adj. 敏捷的 vi. 飞;驾驶飞机;飘扬 vt. 飞行;飞越;使飘扬,北京版一年级起点三年级下.xlsx,exact-single,KV000831,fly,操纵（飞行器等）；飞,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r044|kite,beijing_start1,3年级下,3,下,44,kite,kite,[kaɪt],[kaɪt],n. 风筝 vi. 使用空头支票;像风筝一样飞;轻快地移动 vt. 骗钱;涂改(支票),北京版一年级起点三年级下.xlsx,exact-single,KV000832,kite,风筝,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r045|song,beijing_start1,3年级下,3,下,45,song,song,[sɒŋ],[sɔŋ],n. 歌曲;歌唱;诗歌;鸣声,北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r046|voice,beijing_start1,3年级下,3,下,46,voice,voice,[vɔɪs],[vɔɪs],n. 声音;嗓音;发言权;愿望 vt. 表达;吐露,北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r047|dance,beijing_start1,3年级下,3,下,47,dance,dance,[dɑːns],[dæns],n. 舞蹈;舞会;舞曲 adj. 舞蹈的;用于跳舞的 vt. 跳舞;使跳跃 vi. 跳舞;跳跃;飘扬,北京版一年级起点三年级下.xlsx,exact-single,KV000253,dance,跳舞,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r048|pencil case,beijing_start1,3年级下,3,下,48,pencil case,pencil case,[ˈpensl keɪs],[ˈpensl keɪs],n. 铅笔盒;铅笔袋,北京版一年级起点三年级下.xlsx,morphology-or-phrase,KV000003|KV000006|KV000008|KV000285|KV000396,pencil|I|a|PE|pen,铅笔|我|一；一个|体育；体育课|钢笔,identity-review,yes,Only morphology/phrase-related candidates found; never auto-merge.
beijing_start1|g3-lower|r049|water,beijing_start1,3年级下,3,下,49,water,water,[ˈwɔːtə(r)],[ˈwɔːtər],"n. 水;海水;雨水;海域,大片的水 vt. 使湿;供以水;给...浇水 vi. 加水;流泪;流口水",北京版一年级起点三年级下.xlsx,exact-single,KV000089,water,水,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r050|bottle,beijing_start1,3年级下,3,下,50,bottle,bottle,[ˈbɒt(ə)l],[ˈbɑːtl],n. 瓶子;一瓶的容量 vt. 控制;把...装入瓶中 vi. (街头艺人演出后)收拢钱币,北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r051|look,beijing_start1,3年级下,3,下,51,look,look,[lʊk],[lʊk],vt. 看;期待;注意;面向;看上去像 vi. 看;看起来;注意;面向 n. 看;样子;面容,北京版一年级起点三年级下.xlsx,exact-single,KV000114,look,看,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r052|mother,beijing_start1,3年级下,3,下,52,mother,mother,[ˈmʌðə(r)],[ˈmʌðər],n. 母亲;大娘;女修道院院长 vt. 生下;养育;像母亲般关怀或照管 adj. 母亲的;出生地的,北京版一年级起点三年级下.xlsx,exact-single,KV000100,mother,妈妈；母亲,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r053|box,beijing_start1,3年级下,3,下,53,box,box,[bɒks],[bɑːks],"n. 箱,盒子;包厢;一拳 vt. 拳击;装...入盒中;打耳光 vi. 拳击",北京版一年级起点三年级下.xlsx,exact-single,KV000065,box,盒子；箱子,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r054|drive,beijing_start1,3年级下,3,下,54,drive,drive,[draɪv],[draɪv],"n. 驱动器;驾车;[心理] 内驱力,推进力;快车道 vi. 开车;猛击;飞跑 vt. 推动,发动(机器等);驾驶(马车,汽车等);驱赶",北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r055|parent,beijing_start1,3年级下,3,下,55,parent,parent,[ˈpeərənt],[ˈperənt],n. 父亲(或母亲);父母亲;根源,北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r056|father,beijing_start1,3年级下,3,下,56,father,father,[ˈfɑːðə(r)],[ˈfɑːðər],"n. 父亲,爸爸;神父;祖先;前辈 vt. 发明,创立;当...的父亲",北京版一年级起点三年级下.xlsx,exact-single,KV000099,father,爸爸；父亲,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r057|write,beijing_start1,3年级下,3,下,57,write,write,[raɪt],[raɪt],"vi. 写,写字;写作,作曲;写信 vt. 写,书写;写信给;著述",北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r058|open,beijing_start1,3年级下,3,下,58,open,open,[ˈəʊpən],[ˈoʊpən],adj. 公开的;敞开的;空旷的;坦率的;营业着的 vi. 开始;展现 vt. 公开;打开 n. 公开;空旷;户外,北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r059|much,beijing_start1,3年级下,3,下,59,much,much,[mʌtʃ],[mʌtʃ],"adv. 非常,很 adj. 大量的 n. 许多,大量 pron. 许多,大量",北京版一年级起点三年级下.xlsx,exact-single,KV000321,much,很；非常,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r060|hard,beijing_start1,3年级下,3,下,60,hard,hard,[hɑːd],[hɑːrd],adj. 努力的;硬的;困难的;辛苦的;确实的;严厉的;猛烈的;冷酷无情的 adv. 努力地;困难地;辛苦地;接近地;猛烈地;牢固地,北京版一年级起点三年级下.xlsx,exact-single,KV000860,hard,努力地；费力地,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r061|afraid,beijing_start1,3年级下,3,下,61,afraid,afraid,[əˈfreɪd],[əˈfreɪd],adj. 害怕的;恐怕;担心的,北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r062|be,beijing_start1,3年级下,3,下,62,be,be,[bi],[bi; biː],"vt. 是; 有,存在; 做,成为; 发生",北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r063|aunt,beijing_start1,3年级下,3,下,63,aunt,aunt,[ɑːnt],[ænt],n. 阿姨;姑妈;伯母;舅妈,北京版一年级起点三年级下.xlsx,exact-single,KV000314,aunt,阿姨；姑姑；姨妈等,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r064|uncle,beijing_start1,3年级下,3,下,64,uncle,uncle,[ˈʌŋk(ə)l],[ˈʌŋkl],n. 叔叔;伯父;伯伯;舅父;姨丈;姑父,北京版一年级起点三年级下.xlsx,exact-single,KV000313,uncle,叔叔；舅舅等,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r065|hospital,beijing_start1,3年级下,3,下,65,hospital,hospital,[ˈhɒspɪt(ə)l],[ˈhɑːspɪtl],n. 医院,北京版一年级起点三年级下.xlsx,exact-single,KV000132,hospital,医院,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r066|nurse,beijing_start1,3年级下,3,下,66,nurse,nurse,[nɜːs],[nɜːrs],"vt. 看护,护理;照顾;培养;给...喂奶 vi. 照料,护理;喂奶;当保姆 n. 护士;奶妈,保姆",北京版一年级起点三年级下.xlsx,exact-single,KV000423,nurse,护士,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r067|doctor,beijing_start1,3年级下,3,下,67,doctor,doctor,[ˈdɒktə(r)],[ˈdɑːktər],"vt. 修理;篡改,伪造;为...治病;授以博士学位 n. 医生;博士 vi. 就医;行医",北京版一年级起点三年级下.xlsx,exact-single,KV000425,doctor,医生,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-lower|r068|tooth,beijing_start1,3年级下,3,下,68,tooth,tooth,[tuːθ],[tuːθ],n. 牙齿 vt. 给......装齿 vi. 啮合,北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r069|teeth,beijing_start1,3年级下,3,下,69,teeth,teeth,[tiːθ],[tiːθ],n. 牙齿,北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r070|lesson,beijing_start1,3年级下,3,下,70,lesson,lesson,[ˈlesn],[ˈlesn],n. 教训;课 vt. 教训;上课,北京版一年级起点三年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-lower|r071|story,beijing_start1,3年级下,3,下,71,story,story,[ˈstɔːri],[ˈstɔːri],n. 故事;小说;新闻报道;来历;假话 vt. 用历史故事画装饰 vi. 说谎,北京版一年级起点三年级下.xlsx,exact-single,KV000750,story,故事,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r002|again,beijing_start1,4年级上,4,上,2,again,again,[əˈɡen],[əˈɡen; əˈɡeɪn],"adv. 又,此外;再一次;再说;增加 n. (英、保)阿盖恩",北京版一年级起点四年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g4-upper|r003|glad,beijing_start1,4年级上,4,上,3,glad,glad,[ɡlæd],[ɡlæd],adj. 高兴的;乐意的;令人高兴的;灿烂美丽的 vt. 使高兴,北京版一年级起点四年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g4-upper|r004|why,beijing_start1,4年级上,4,上,4,why,why,[waɪ],[waɪ],int. 哎呀!什么? adv. 为什么,北京版一年级起点四年级上.xlsx,exact-single,KV000552,why,为什么,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r005|book,beijing_start1,4年级上,4,上,5,book,book,[bʊk],[bʊk],n. 书籍;卷;帐簿;名册;工作簿 vt. 预订;登记,北京版一年级起点四年级上.xlsx,exact-single,KV000001,book,书；书本,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r006|sad,beijing_start1,4年级上,4,上,6,sad,sad,[sæd],[sæd],"adj. 难过的;悲哀的,令人悲痛的;凄惨的,阴郁的(形容颜色)",北京版一年级起点四年级上.xlsx,exact-single,KV000653,sad,难过的；伤心的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r007|surprised,beijing_start1,4年级上,4,上,7,surprised,surprised,[səˈpraɪzd],[sərˈpraɪzd],"v. 使惊奇(surprise的过去分词形式) adj. 感到惊讶的,出人意料的",北京版一年级起点四年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g4-upper|r008|look for,beijing_start1,4年级上,4,上,8,look for,look for,[ˈlʊk fɔː(r)],[ˈlʊk fɔːr],v. 寻找;探索;渴望;盼望,北京版一年级起点四年级上.xlsx,exact-single,KV000251,look for,寻找,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r009|get well,beijing_start1,4年级上,4,上,9,get well,get well,[ɡet wel],[ɡet wel],na. 复原,北京版一年级起点四年级上.xlsx,morphology-or-phrase,KV000290|KV000453,we|get,我们|得到；取得,identity-review,yes,Only morphology/phrase-related candidates found; never auto-merge.
beijing_start1|g4-upper|r010|upset,beijing_start1,4年级上,4,上,10,upset,upset,[ˌʌpˈset],[ˌʌpˈset],n. 混乱;翻倒;颠覆 adj. 心烦的;混乱的;弄翻的 vt. 使心烦;颠覆;扰乱 vi. 翻倒,北京版一年级起点四年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g4-upper|r011|speak,beijing_start1,4年级上,4,上,11,speak,speak,[spiːk],[spiːk],vi. 说话;演讲;表明;陈述 vt. 讲话;发言;讲演,北京版一年级起点四年级上.xlsx,exact-multiple,KV000705|KV000901,speak|speak,说；讲（某种语言）|说话；发言,identity-review,yes,Multiple existing identities share this MatchKey; select target sense explicitly.
beijing_start1|g4-upper|r012|robot,beijing_start1,4年级上,4,上,12,robot,robot,[ˈrəʊbɒt],[ˈroʊbɑːt],"n. 机器人;遥控设备,自动机械;机械般工作的人",北京版一年级起点四年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g4-upper|r013|housework,beijing_start1,4年级上,4,上,13,housework,housework,[ˈhaʊswɜːk],[ˈhaʊswɜːrk],n. 家务事,北京版一年级起点四年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g4-upper|r014|ms,beijing_start1,4年级上,4,上,14,Ms,ms,[mɪz],[mɪz],"abbr. 存贮系统(Memory System);主存储器(Main Storage);主程序装置(Master Sequecer);中速,平均速度(Medium Speed);主(总)开关(Master Switch)",北京版一年级起点四年级上.xlsx,exact-single,KV000828,Ms,女士,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r015|mrs,beijing_start1,4年级上,4,上,15,Mrs,mrs,[ˈmɪsɪz],[ˈmɪsɪz],n. 太太;夫人(用于已婚妇女姓名前的尊称),北京版一年级起点四年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g4-upper|r016|there,beijing_start1,4年级上,4,上,16,there,there,[ðeə(r)],[ðer],n. 那个地方 adv. 在那里;在那边;在那点上 int. 你瞧,北京版一年级起点四年级上.xlsx,exact-single,KV000038,there,那里；有（there be）,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r017|really,beijing_start1,4年级上,4,上,17,really,really,[ˈriːəli],[ˈriːəli],"adv. 实际上,事实上;真正地,真实地;真的吗?(表语气)",北京版一年级起点四年级上.xlsx,exact-single,KV000308,really,真的；确实,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r018|bring,beijing_start1,4年级上,4,上,18,bring,bring,[brɪŋ],[brɪŋ],vt. 带来;促使;引起;使某人处于某种情况或境地,北京版一年级起点四年级上.xlsx,exact-single,KV000757,bring,带来,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r019|school,beijing_start1,4年级上,4,上,19,school,school,[skuːl],[skuːl],n. 学校;学院;学派;鱼群 vt. 教育,北京版一年级起点四年级上.xlsx,exact-single,KV000129,school,学校,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r020|bad,beijing_start1,4年级上,4,上,20,bad,bad,[bæd],[bæd],"n. 坏事;坏人 adj. 坏的;严重的;劣质的 adv. 很,非常;坏地;邪恶地",北京版一年级起点四年级上.xlsx,exact-single,KV000226,bad,坏的；糟糕的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r021|cold,beijing_start1,4年级上,4,上,21,cold,cold,[kəʊld],[kəʊld],"n. 寒冷;感冒 adj. 寒冷的;冷淡的,不热情的;失去知觉的 adv. 完全地",北京版一年级起点四年级上.xlsx,exact-single,KV000176,cold,寒冷的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r022|drink,beijing_start1,4年级上,4,上,22,drink,drink,[drɪŋk],[drɪŋk],"n. 酒,饮料;喝酒 vt. 喝,饮;吸收;举杯庆贺 vi. 喝酒;饮水;干杯",北京版一年级起点四年级上.xlsx,exact-single,KV000584,drink,喝；饮料,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r023|word,beijing_start1,4年级上,4,上,23,word,word,[wɜːd],[wɜːrd],n. [语] 单词;话语;消息;诺言;命令 vt. 用言辞表达,北京版一年级起点四年级上.xlsx,exact-single,KV000854,word,言语；单词；字,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r024|computer,beijing_start1,4年级上,4,上,24,computer,computer,[kəmˈpjuːtə(r)],[kəmˈpjuːtər],n. 计算机;电脑;电子计算机,北京版一年级起点四年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g4-upper|r025|easy,beijing_start1,4年级上,4,上,25,easy,easy,[ˈiːzi],[ˈiːzi],"adj. 容易的;舒适的 vt. 发出停划命令 adv. 不费力地,从容地 vi. 停止划桨",北京版一年级起点四年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g4-upper|r026|light,beijing_start1,4年级上,4,上,26,light,light,[laɪt],[laɪt],n. 光;光线;灯;打火机;领悟;浅色;天窗 adj. 轻的;浅色的;明亮的;轻松的;容易的;清淡的 vi. 点着;变亮;着火 vt. 照亮;点燃;着火 adv. 轻地;清楚地;轻便地,北京版一年级起点四年级上.xlsx,exact-single,KV000062,light,灯,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r027|door,beijing_start1,4年级上,4,上,27,door,door,[dɔː(r)],[dɔːr],"n. 门;家,户;门口;通道",北京版一年级起点四年级上.xlsx,exact-single,KV000064,door,门,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r028|kind,beijing_start1,4年级上,4,上,28,kind,kind,[kaɪnd],[kaɪnd],n. 种类;性质 adj. 和蔼的;宽容的;令人感激的,北京版一年级起点四年级上.xlsx,exact-multiple,KV000718|KV000810,kind|kind,种类；类型|友好的,identity-review,yes,Multiple existing identities share this MatchKey; select target sense explicitly.
beijing_start1|g4-upper|r029|window,beijing_start1,4年级上,4,上,29,window,window,[ˈwɪndəʊ],[ˈwɪndoʊ],n. 窗;窗口;窗户,北京版一年级起点四年级上.xlsx,exact-single,KV000845,window,窗,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r030|glass,beijing_start1,4年级上,4,上,30,glass,glass,[ɡlɑːs],[ɡlæs],n. 玻璃;玻璃制品;镜子 vt. 反映;给某物加玻璃 vi. 成玻璃状,北京版一年级起点四年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g4-upper|r031|take,beijing_start1,4年级上,4,上,31,take,take,[teɪk],[teɪk],"vi. 拿;获得 vt. 拿,取;采取;接受(礼物等);买,花费;耗费(时间等) n. 捕获量;看法;利益,盈益;(入场券的)售得金额",北京版一年级起点四年级上.xlsx,exact-single,KV000872,take,买下,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r032|fine,beijing_start1,4年级上,4,上,32,fine,fine,[faɪn],[faɪn],"n. 罚款 adj. 好的;优良的;细小的,精美的;健康的;晴朗的 vt. 罚款;澄清 adv. 很好地;精巧地",北京版一年级起点四年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g4-upper|r033|get,beijing_start1,4年级上,4,上,33,get,get,[ɡet],[ɡet],n. 生殖;幼兽 vi. 成为;变得;到达 vt. 使得,北京版一年级起点四年级上.xlsx,exact-single,KV000453,get,得到；取得,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r034|pen,beijing_start1,4年级上,4,上,34,pen,pen,[pen],[pen],n. 钢笔;作家;围栏 vt. 写;关入栏中,北京版一年级起点四年级上.xlsx,exact-single,KV000396,pen,钢笔,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g4-upper|r035|kind,beijing_start1,4年级上,4,上,35,kind,kind,[kaɪnd],[kaɪnd],n. 种类;性质 adj. 和蔼的;宽容的;令人感激的,北京版一年级起点四年级上.xlsx,exact-multiple,KV000718|KV000810,kind|kind,种类；类型|友好的,identity-review,yes,Multiple existing identities share this MatchKey; select target sense explicitly.
beijing_start1|g4-upper|r036|brown,beijing_start1,4年级上,4,上,36,brown,brown,[braʊn],[braʊn],"n. 褐色,棕色 adj. 棕色的,褐色的;太阳晒黑的 vt. 使变成褐色 vi. 变成褐色",北京版一年级起点四年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
