MatchKey,DisplayForms,Definitions,OccurrenceCount,Books,CandidateClass,CandidateNoteIDs,CandidateWords,CandidateSenses,AutoDecision,NeedsSenseReview
take,take,"vi. 拿;获得 vt. 拿,取;采取;接受(礼物等);买,花费;耗费(时间等) n. 捕获量;看法;利益,盈益;(入场券的)售得金额",1,4年级上,exact-single,KV000872,take,买下,reuse-candidate,yes
talk,talk,n. 谈话;演讲;空谈 vi. 谈话;说闲话 vt. 说;谈话;讨论,1,5年级下,exact-single,KV000527,talk,交谈；说话,reuse-candidate,yes
tall,tall,adj. 高的;长的;过分的;夸大的 adv. 夸大地,1,5年级上,exact-single,KV000120,tall,高的,reuse-candidate,yes
tea,tea,n. 茶叶;茶树;茶点 vt. 给...沏茶 vi. 喝茶;进茶点,1,3年级下,exact-single,KV000087,tea,茶,reuse-candidate,yes
teach,teach,vt. 教;教授;教导 vi. 教授;讲授;当老师,1,5年级下,exact-single,KV000436,teach,教,reuse-candidate,yes
teacher,teacher,n. 教师;导师,1,3年级上,exact-single,KV000005,teacher,老师,reuse-candidate,yes
tenth,tenth,num. 第十;十分之一 adj. 十分之一的;第十个的,1,3年级上,exact-single,KV000604,tenth,第十,reuse-candidate,yes
thank,thank,n. 感谢 vt. 感谢 int. 谢谢,1,2年级上,exact-single,KV000151,thank,感谢；谢谢,reuse-candidate,yes
that,that,conj. 因为;以至于 adj. 那;那个 pron. 那;那个 adv. 那么;那样,1,2年级下,exact-single,KV000291,that,那；那个,reuse-candidate,yes
the,the,"art. 这;那 adv. 更加(用于比较级,最高级前)",1,2年级上,exact-single,KV000061,the,这；那（定冠词）,reuse-candidate,yes
their,their,"pron. 他们的,她们的;它们的",1,5年级下,exact-single,KV000368,their,他们的；她们的；它们的,reuse-candidate,yes
then,then,"conj. 然后,当时 n. 那时 adv. 然后;那么;于是;当时;此外",1,4年级下,exact-single,KV000839,then,然后；那时,reuse-candidate,yes
there,there,n. 那个地方 adv. 在那里;在那边;在那点上 int. 你瞧,1,4年级上,exact-single,KV000038,there,那里；有（there be）,reuse-candidate,yes
they,they,pron. 他们;它们;她们,1,2年级下,exact-single,KV000301,they,他们；她们；它们,reuse-candidate,yes
thin,thin,n. 细小部分 adj. 薄的;瘦的;稀薄的;微弱的 vt. 使瘦;使淡;使稀疏 vi. 变薄;变瘦;变淡 adv. 稀疏地;微弱地,1,2年级上,exact-single,KV000122,thin,瘦的,reuse-candidate,yes
think,think,n. 想;想法 adj. 思想的 vi. 想;认为 vt. 想;认为;想起;想像;打算,1,4年级上,exact-single,KV000858,think,想；思考,reuse-candidate,yes
third,third,num. 第三;三分之一 adj. 第三的;三分之一的,1,3年级上,exact-single,KV000297,third,第三,reuse-candidate,yes
thirsty,thirsty,"adj. 口渴的,口干的;渴望的,热望的",1,6年级下,exact-single,KV000090,thirsty,口渴的,reuse-candidate,yes
thirty,thirty,num. 三十 n. 三十年代 adj. 三十个的,1,2年级下,exact-single,KV000182,thirty,三十,reuse-candidate,yes
this,this,adj. 这;本;这个;今 pron. 这;这个;这里 adv. 这样地;这么,1,2年级下,exact-single,KV000015,this,这；这个,reuse-candidate,yes
those,those,adj. 那些的 pron. 那些(that的复数),1,6年级上,exact-single,KV000870,those,那些,reuse-candidate,yes
three,three,"num. 三 n. 三,三个 adj. 三的,三个的",1,2年级上,exact-single,KV000027,three,三；三个,reuse-candidate,yes
thursday,Thursday,n. 星期四,1,6年级上,exact-single,KV000204,Thursday,星期四,reuse-candidate,yes
tiger,tiger,n. 老虎;凶暴的人,2,1年级下|6年级上,exact-single,KV000020,tiger,老虎,reuse-candidate,yes
time,time,n. 时间;时代;次数;节拍;倍数 adj. 定时的;定期的;分期的 vt. 计时;测定...的时间;安排...的速度,1,2年级下,exact-single,KV000188,time,时间；时刻,reuse-candidate,yes
tired,tired,"v. 疲倦;对...腻烦(tire的过去分词形式) adj. 疲倦的;厌倦的,厌烦的",1,6年级下,exact-single,KV000583,tired,疲倦的；累的,reuse-candidate,yes
to,to,prep. 到;向;(表示时间、方向)朝...方向 adv. 向前;(门等)关上,1,2年级上,exact-single,KV000134,to,到；向；去,reuse-candidate,yes
today,today,n. 今天;现今 adv. 今天;现今,1,3年级上,exact-single,KV000207,today,今天,reuse-candidate,yes
together,together,"adj. 新潮的;情绪稳定的,做事有效率的 adv. 一起;同时;相互;连续地;总共",1,3年级上,exact-single,KV000615,together,一起,reuse-candidate,yes
toilet,toilet,"n. 厕所,盥洗室;梳妆,打扮 vt. 给...梳妆打扮 vi. 梳妆,打扮",1,6年级下,exact-single,KV000294,toilet,厕所；卫生间,reuse-candidate,yes
tomato,tomato,"n. 番茄,西红柿",1,5年级下,exact-single,KV000238,tomato,西红柿；番茄,reuse-candidate,yes
tomorrow,tomorrow,n. 明天;未来 adv. 明天;未来地(等于to-morrow),1,3年级下,exact-single,KV000309,tomorrow,明天,reuse-candidate,yes
tongue,tongue,n. 舌头;语言 vt. 舔;斥责;用舌吹 vi. 说话;吹管乐器,1,5年级上,exact-single,KV000228,tongue,舌头,reuse-candidate,yes
too,too,adv. 太;也;很;还;非常;过度,1,3年级下,exact-single,KV000148,too,也,reuse-candidate,yes
toy,toy,n. 玩具;小装饰品;不值钱的东西 adj. 作为玩具的;玩物似的 vi. 玩弄;调情;随随便便地对待,1,2年级上,exact-single,KV000458,toy,玩具,reuse-candidate,yes
travel,travel,n. 旅行;游历;漫游 vt. 经过;在...旅行 vi. 旅行;行进;步行;交往,1,5年级下,exact-single,KV000485,travel,旅行；旅游,reuse-candidate,yes
tree,tree,n. 树;木料;树状物 vt. 把...赶上树 vi. 爬上树;逃上树,1,2年级上,exact-single,KV000136,tree,树,reuse-candidate,yes
trousers,trousers,"n. 裤子,长裤",1,2年级下,exact-single,KV000260,trousers,裤子；长裤,reuse-candidate,yes
tuesday,Tuesday,n. 星期二,1,2年级上,exact-single,KV000202,Tuesday,星期二,reuse-candidate,yes
tv,TV,abbr. 电视(television),1,5年级下,exact-single,KV000852,TV,电视,reuse-candidate,yes
twelfth,twelfth,"n. 第十二;月的第十二日 adj. 第十二的,第十二个的;十二分之一的",1,3年级上,exact-single,KV000606,twelfth,第十二,reuse-candidate,yes
twelve,twelve,num. 十二;十二个 n. 十二;十二个 adj. 十二的;十二个的,1,6年级上,exact-single,KV000180,twelve,十二；十二个,reuse-candidate,yes
twenty,twenty,num. 二十 n. 二十;二十年代 adj. 二十的,1,2年级下,exact-single,KV000181,twenty,二十,reuse-candidate,yes
two,two,num. 二 n. 两个 adj. 两个的,1,2年级上,exact-single,KV000026,two,二；两个,reuse-candidate,yes
uncle,uncle,n. 叔叔;伯父;伯伯;舅父;姨丈;姑父,1,3年级下,exact-single,KV000313,uncle,叔叔；舅舅等,reuse-candidate,yes
under,under,"prep. 低于,少于;在...之下 adj. 下面的;从属的 adv. 在下面;在下方",1,6年级下,exact-single,KV000058,under,在……下面,reuse-candidate,yes
use,use,"n. 使用;用途;发挥 vt. 利用;耗费 vi. 使用,运用",1,6年级下,exact-single,KV000403,use,使用,reuse-candidate,yes
usually,usually,"adv. 通常,经常",1,5年级上,exact-single,KV000374,usually,通常,reuse-candidate,yes
vacation,vacation,"n. 假期;(房屋)搬出 vi. 休假,度假",1,6年级下,exact-single,KV000679,vacation,假期,reuse-candidate,yes
vegetable,vegetable,n. 蔬菜;植物;植物人 adj. 蔬菜的;植物的,1,2年级下,exact-single,KV000079,vegetable,蔬菜,reuse-candidate,yes
walk,walk,"n. 步行,走;散步 vi. 走,步行;散步 vt. 散步;走过",1,4年级上,exact-single,KV000819,walk,散步；行走,reuse-candidate,yes
wall,wall,"n. 墙壁,围墙;似墙之物 adj. 墙壁的 vt. 用墙围住,围以墙",2,1年级下|4年级下,exact-single,KV000847,wall,墙；壁,reuse-candidate,yes
want,want,n. 需要;缺乏;贫困;必需品 vt. 需要;希望;应该;缺少 vi. 需要;缺少,1,2年级下,exact-single,KV000084,want,想要,reuse-candidate,yes
warm,warm,n. 取暖;加热 adj. 温暖的;热情的 vt. 使...兴奋;使...温暖;使...感兴趣 vi. 同情;激动;变温暖,1,3年级上,exact-single,KV000174,warm,暖和的,reuse-candidate,yes
wash,wash,n. 洗涤;洗的衣服;化妆水;冲积物 vt. 洗涤;洗刷;冲走;拍打 vi. 洗澡;被冲蚀,1,5年级上,exact-single,KV000855,wash,洗,reuse-candidate,yes
watch,watch,"n. 手表;监视;守护;值班人 vt. 观察;注视;看守;警戒 vi. 观看,注视;守侯,看守",1,3年级下,exact-single,KV000851,watch,看,reuse-candidate,yes
water,water,"n. 水;海水;雨水;海域,大片的水 vt. 使湿;供以水;给...浇水 vi. 加水;流泪;流口水",1,3年级下,exact-single,KV000089,water,水,reuse-candidate,yes
we,we,"pron. 我们(主格);笔者,本人(作者或演讲人使用);朕,寡人",1,2年级上,exact-single,KV000290,we,我们,reuse-candidate,yes
weather,weather,n. 天气;气象;气候;处境 vt. 经受住;使风化;侵蚀;使受风吹雨打 adj. 露天的;迎风的 vi. 风化;受侵蚀;经受风雨,1,3年级上,exact-single,KV000166,weather,天气,reuse-candidate,yes
wednesday,Wednesday,n. 星期三,1,2年级上,exact-single,KV000203,Wednesday,星期三,reuse-candidate,yes
week,week,"n. 周,星期",1,2年级上,exact-single,KV000263,week,星期；周,reuse-candidate,yes
welcome,welcome,n. 欢迎 vt. 欢迎 adj. 受欢迎的 int. 欢迎,1,6年级下,exact-single,KV000322,welcome,欢迎；不客气,reuse-candidate,yes
west,west,n. 西;西方;西部 adj. 西方的;朝西的 adv. 在西方;向西方;自西方,1,6年级上,exact-single,KV000685,west,西；西方,reuse-candidate,yes
what,what,"pron. 什么;多么;多少 adv. 到什么程度,在哪一方面 adj. 什么;多么;何等 int. 什么;多么",1,2年级上,exact-single,KV000023,what,什么,reuse-candidate,yes
when,when,"conj. 考虑到;既然;当...时;在...时;如果 n. 时间,时候;日期;场合 adv. 什么时候,何时;(用于时间的表达方式之后)在那时;其时;当时 pron. 那时;什么时侯",1,2年级下,exact-single,KV000197,when,什么时候,reuse-candidate,yes
where,where,conj. 在...的地方 n. 地点 adv. 在哪里 pron. 哪里,1,2年级下,exact-single,KV000060,where,哪里,reuse-candidate,yes
which,which,adj. 哪一个;哪一些 pron. 哪/那一个;哪/那一些,1,2年级下,exact-single,KV000836,which,哪一个；哪一些,reuse-candidate,yes
whose,whose,pron. 谁的(疑问代词),1,6年级下,exact-single,KV000834,whose,谁的,reuse-candidate,yes
why,why,int. 哎呀!什么? adv. 为什么,1,4年级上,exact-single,KV000552,why,为什么,reuse-candidate,yes
window,window,n. 窗;窗口;窗户,2,1年级下|4年级上,exact-single,KV000845,window,窗,reuse-candidate,yes
windy,windy,"adj. 多风的,有风的;腹胀的;吹牛的",1,3年级上,exact-single,KV000163,windy,有风的；多风的,reuse-candidate,yes
winter,winter,n. 冬季;年岁;萧条期 adj. 冬天的;越冬的 vi. 过冬,1,5年级上,exact-single,KV000172,winter,冬天,reuse-candidate,yes
with,with,prep. 用;随着;支持;和...在一起,1,5年级上,exact-single,KV000533,with,和；跟；带有,reuse-candidate,yes
woman,woman,n. 妇女;女性;成年女子,1,3年级下,exact-single,KV000110,woman,女人；妇女,reuse-candidate,yes
wonderful,wonderful,"adj. 极好的,精彩的,绝妙的;奇妙的;美妙;胜;神妙",1,3年级下,exact-single,KV000566,wonderful,精彩的；极好的,reuse-candidate,yes
word,word,n. [语] 单词;话语;消息;诺言;命令 vt. 用言辞表达,1,4年级上,exact-single,KV000854,word,言语；单词；字,reuse-candidate,yes
work,work,n. 工作;[物] 功;产品;操作;职业;行为;事业;工厂;著作;文学、音乐或艺术作品 vt. 使工作;操作;经营;使缓慢前进 vi. 工作;运作;起作用,1,2年级下,exact-single,KV000859,work,做（某事）；工作,reuse-candidate,yes
worker,worker,n. 工人;劳动者;职蚁,1,6年级上,exact-single,KV000430,worker,工人,reuse-candidate,yes
worried,worried,adj. 担心的,1,6年级下,exact-single,KV000729,worried,担心的,reuse-candidate,yes
year,year,n. 年;年度;历年;年纪;一年的期间;某年级的学生,1,2年级上,exact-single,KV000208,year,年；岁,reuse-candidate,yes
yellow,yellow,n. 黄色;黄种人;黄色颜料 adj. 黄色的;黄皮肤的 vt. 使变黄或发黄 vi. 变黄或发黄,1,3年级下,exact-single,KV000040,yellow,黄色；黄色的,reuse-candidate,yes
yes,yes,"n. 是(表示肯定) adv. 是, 是的",1,2年级上,exact-single,KV000052,yes,是的；对,reuse-candidate,yes
you,you,pron. 你;你们,1,2年级上,exact-single,KV000050,you,你；你们,reuse-candidate,yes
young,young,"n. 年轻人;(动物的)崽,仔 adj. 年轻的;初期的;没有经验的",1,6年级上,exact-single,KV000539,young,年轻的,reuse-candidate,yes
your,your,"pron. 你的,你们的",1,2年级上,exact-single,KV000098,your,你的；你们的,reuse-candidate,yes
zoo,zoo,n. 动物园; <美俚>(铁路货车的最后一节)守车; <美俚>核粒子园,2,1年级下|2年级上,exact-single,KV000128,zoo,动物园,reuse-candidate,yes
