ProvisionalIdentityKey,OccurrenceKeys,OccurrenceCount,GradeSemesters,Units,Pages,Entry,Meaning,MatchKey,SourceMeaningVariants,SourceSurfaceMultiplicity,CandidateClass,ExistingNoteCount,ExistingCandidates,VariantCandidates,MorphologyLemma,MorphologyFormType,ReviewStatus,Decision,DecisionNoteID,Rationale
G56V0342,grade5-lower-u03-o034|rsvp,1,5下,5下-U3,5下-p29,RSVP,（尤用于请柬）请赐复,rsvp,1,no,no-exact-match,0,,,,,pending,,,
G56V0343,grade6-upper-u06-o009|run,1,6上,6上-U6,6上-p65,run,（使）运转,run,2,yes,exact-single,1,KV000334::run::跑；奔跑,,,,pending,,,
G56V0344,grade6-upper-u02-o008|run,1,6上,6上-U2,6上-p18,run,（过去式 ran）跑；奔跑,run,2,yes,exact-single,1,KV000334::run::跑；奔跑,,,,pending,,,
G56V0345,grade6-upper-u06-o011|run out,1,6上,6上-U6,6上-p66,run out,用完,run out,1,no,no-exact-match,0,,,,,pending,,,
G56V0346,grade6-upper-u03-o004|runny nose,1,6上,6上-U3,6上-p28,runny nose,流鼻涕,runny nose,1,no,no-exact-match,0,,,,,pending,,,
G56V0347,grade5-upper-u02-o001|sad,1,5上,5上-U2,5上-p16,sad,悲哀的；难过的,sad,1,no,exact-single,1,KV000653::sad::难过的；伤心的,,,,pending,,,
G56V0348,grade6-upper-u04-o012|sale,1,6上,6上-U4,6上-p43,sale,特价销售；出售,sale,1,no,no-exact-match,0,,,,,pending,,,
G56V0349,grade6-upper-u05-o013|satellite,1,6上,6上-U5,6上-p53,satellite,人造卫星,satellite,1,no,no-exact-match,0,,,,,pending,,,
G56V0350,grade5-upper-u03-o012|saturday,1,5上,5上-U3,5上-p31,Saturday,星期六,saturday,1,no,exact-single,1,KV000206::Saturday::星期六,,,,pending,,,
G56V0351,grade6-upper-u04-o011|save up,1,6上,6上-U4,6上-p43,save up,攒钱,save up,1,no,no-exact-match,0,,,,,pending,,,
G56V0352,grade6-lower-u02-o009|saw,1,6下,6下-U2,6下-p17,saw,（see 的过去式）看见,saw,1,no,morphology-only,0,,,see,verb_past,pending,,,
G56V0353,grade5-lower-u06-o018|say,1,5下,5下-U6,5下-p63,say,说；讲,say,1,no,exact-single,1,KV000623::say::说；讲,,,,pending,,,
G56V0354,grade6-upper-u04-o003|schoolbag,1,6上,6上-U4,6上-p40,schoolbag,书包,schoolbag,1,no,exact-single,1,KV000004::schoolbag::书包,,,,pending,,,
G56V0355,grade5-upper-u01-o008|science,1,5上,5上-U1,5上-p7,science,科学；自然科学,science,1,no,exact-single,1,KV000284::science::科学；科学课,,,,pending,,,
G56V0356,grade5-lower-u02-o005|season,1,5下,5下-U2,5下-p15,season,季节,season,1,no,exact-single,1,KV000178::season::季节,,,,pending,,,
G56V0357,grade5-lower-u04-o002|second (2nd),1,5下,5下-U4,5下-p39,second (2nd),第二（的）,second (2nd),1,no,no-exact-match,0,,,,,pending,,,
G56V0358,grade6-upper-u01-o009|see,1,6上,6上-U1,6上-p6,see,（过去式 saw）看见,see,1,no,no-exact-match,0,,,,,pending,,,
G56V0359,grade5-upper-u05-o011|seed,1,5上,5上-U5,5上-p56,seed,种子；籽,seed,1,no,no-exact-match,0,,,,,pending,,,
G56V0360,grade6-upper-u04-o015|sell,1,6上,6上-U4,6上-p44,sell,出售；售卖,sell,1,no,no-exact-match,0,,,,,pending,,,
G56V0361,grade6-upper-u01-o005|send,1,6上,6上-U1,6上-p4,send,邮寄；发送,send,1,no,exact-single,1,KV000452::send::发送；寄,,,,pending,,,
G56V0362,grade5-lower-u03-o009|september,1,5下,5下-U3,5下-p28,September,九月,september,1,no,exact-single,1,KV000274::September::九月,,,,pending,,,
G56V0363,grade6-upper-u04-o006|service,1,6上,6上-U4,6上-p41,service,服务,service,1,no,no-exact-match,0,,,,,pending,,,
G56V0364,grade6-lower-u01-o019|shadow,1,6下,6下-U1,6下-p8,shadow,阴影；影子,shadow,1,no,no-exact-match,0,,,,,pending,,,
G56V0365,grade5-lower-u01-o022|shop,1,5下,5下-U1,5下-p7,shop,去买东西；购物,shop,1,no,exact-single,1,KV000411::shop::商店；购物,,,,pending,,,
G56V0366,grade6-lower-u01-o004|shorter,1,6下,6下-U1,6下-p5,shorter,（short 的比较级）更短的；更矮的,shorter,1,no,morphology-only,0,,,short,comparative,pending,,,
G56V0367,grade5-upper-u04-o002|should,1,5上,5上-U4,5上-p40,should,（提出或征询建议）该，可以,should,1,no,exact-single,1,KV000261::should::应该,,,,pending,,,
G56V0368,grade5-upper-u04-o010|show,1,5上,5上-U4,5上-p43,show,（电视或广播）节目,show,4,yes,no-exact-match,0,,,,,pending,,,
G56V0369,grade5-lower-u04-o013|show,1,5下,5下-U4,5下-p38,show,展览,show,4,yes,no-exact-match,0,,,,,pending,,,
G56V0370,grade6-lower-u02-o014|show,1,6下,6下-U2,6下-p14,show,演出,show,4,yes,no-exact-match,0,,,,,pending,,,
G56V0371,grade5-lower-u06-o014|show,1,5下,5下-U6,5下-p61,show,给人看,show,4,yes,no-exact-match,0,,,,,pending,,,
G56V0372,grade6-upper-u06-o014|shower,1,6上,6上-U6,6上-p66,shower,淋浴,shower,1,no,no-exact-match,0,,,,,pending,,,
G56V0373,grade6-upper-u06-o027|side,1,6上,6上-U6,6上-p68,side,一面；一边,side,1,no,no-exact-match,0,,,,,pending,,,
G56V0374,grade6-upper-u02-o014|sing,1,6上,6上-U2,6上-p19,sing,（过去式 sang）唱（歌）；演唱,sing,1,no,no-exact-match,0,,,,,pending,,,
G56V0375,grade6-upper-u05-o003|sky,1,6上,6上-U5,6上-p52,sky,天；天空,sky,1,no,no-exact-match,0,,,,,pending,,,
G56V0376,grade5-lower-u05-o012|sleeping,1,5下,5下-U5,5下-p52,sleeping,（sleep的-ing形式）（正在）睡觉,sleeping,1,no,morphology-only,0,,,sleep,present_participle,pending,,,
G56V0377,grade6-lower-u02-o007|slept,1,6下,6下-U2,6下-p17,slept,（sleep 的过去式）睡觉,slept,1,no,morphology-only,1,KV000651::slept::睡了；睡觉（sleep的过去式）,,sleep,verb_past,pending,,,
G56V0378,grade6-lower-u01-o009|smaller,1,6下,6下-U1,6下-p7,smaller,（small 的比较级）更小的,smaller,1,no,morphology-only,0,,,small,comparative,pending,,,
G56V0379,grade6-lower-u01-o020|smarter,1,6下,6下-U1,6下-p8,smarter,（smart 的比较级）更聪明的,smarter,1,no,morphology-only,0,,,smart,comparative,pending,,,
G56V0380,grade5-lower-u02-o015|snow,1,5下,5下-U2,5下-p14,snow,雪,snow,1,no,exact-single,1,KV000392::snow::雪,,,,pending,,,
G56V0381,grade5-lower-u02-o010|snowman,1,5下,5下-U2,5下-p18,snowman,雪人,snowman,1,no,exact-single,1,KV000833::snowman::雪人,,,,pending,,,
G56V0382,grade6-upper-u05-o014|soil,1,6上,6上-U5,6上-p54,soil,土壤,soil,1,no,no-exact-match,0,,,,,pending,,,
G56V0383,grade6-upper-u06-o003|solar,1,6上,6上-U6,6上-p65,solar,太阳的,solar,1,no,no-exact-match,0,,,,,pending,,,
G56V0384,grade5-upper-u03-o011|sometimes,1,5上,5上-U3,5上-p31,sometimes,有时；间或,sometimes,1,no,exact-single,1,KV000530::sometimes::有时,,,,pending,,,
G56V0385,grade6-upper-u03-o005|soon,1,6上,6上-U3,6上-p28,soon,很快；马上,soon,1,no,exact-single,1,KV000264::soon::很快；不久,,,,pending,,,
G56V0386,grade5-lower-u01-o025|sound,1,5下,5下-U1,5下-p7,sound,听起来好像,sound,1,no,exact-single,1,KV000439::sound::听起来；声音,,,,pending,,,
G56V0387,grade6-upper-u05-o008|space,1,6上,6上-U5,6上-p52,space,太空；空间,space,1,no,no-exact-match,0,,,,,pending,,,
G56V0388,grade6-upper-u05-o010|space station,1,6上,6上-U5,6上-p52,space station,空间站,space station,1,no,no-exact-match,0,,,,,pending,,,
G56V0389,grade6-upper-u05-o021|spaceship,1,6上,6上-U5,6上-p55,spaceship,宇宙飞船,spaceship,1,no,no-exact-match,0,,,,,pending,,,
G56V0390,grade5-lower-u01-o017|spain,1,5下,5下-U1,5下-p4,Spain,西班牙,spain,1,no,no-exact-match,0,,,,,pending,,,
G56V0391,grade5-lower-u06-o024|spanish,1,5下,5下-U6,5下-p63,Spanish,西班牙的,spanish,1,no,no-exact-match,0,,,,,pending,,,
G56V0392,grade5-lower-u04-o012|special,1,5下,5下-U4,5下-p38,special,特殊的；特别的,special,1,no,exact-single,1,KV000616::special::特别的；特殊的,,,,pending,,,
G56V0393,grade5-lower-u03-o017|sports meet,1,5下,5下-U3,5下-p24,sports meet,运动会,sports meet,1,no,no-exact-match,0,,,,,pending,,,
G56V0394,grade5-lower-u02-o001|spring,1,5下,5下-U2,5下-p15,spring,春天,spring,1,no,exact-single,1,KV000169::spring::春天,,,,pending,,,
G56V0395,grade6-upper-u05-o007|star,1,6上,6上-U5,6上-p52,star,恒星；星,star,3,yes,exact-single,1,KV000471::star::星星,,,,pending,,,
G56V0396,grade6-lower-u04-o009|star,1,6下,6下-U4,6下-p34,star,星,star,3,yes,exact-single,1,KV000471::star::星星,,,,pending,,,
G56V0397,grade5-upper-u01-o016|star,1,5上,5上-U1,5上-p9,star,歌唱（或表演）明星,star,3,yes,exact-single,1,KV000471::star::星星,,,,pending,,,
G56V0398,grade5-upper-u03-o008|start || grade5-lower-u01-o015|start,2,5上|5下,5上-U3|5下-U1,5上-p29|5下-p4,start,开始,start,1,no,no-exact-match,0,,,,,pending,,,
G56V0399,grade5-upper-u04-o001|stay,1,5上,5上-U4,5上-p40,stay,待；保持；继续是,stay,2,yes,exact-single,1,KV000470::stay::停留；待,,,,pending,,,
G56V0400,grade6-lower-u02-o024|stay,1,6下,6下-U2,6下-p18,stay,暂住；逗留,stay,2,yes,exact-single,1,KV000470::stay::停留；待,,,,pending,,,
G56V0401,grade6-upper-u03-o010|stay up,1,6上,6上-U3,6上-p31,stay up,熬夜,stay up,1,no,no-exact-match,0,,,,,pending,,,
G56V0402,grade6-lower-u02-o002|stayed,1,6下,6下-U2,6下-p15,stayed,（stay 的过去式）停留；待,stayed,1,no,morphology-only,0,,,stay,verb_past,pending,,,
G56V0403,grade5-upper-u05-o013|stem,1,5上,5上-U5,5上-p56,stem,（花草的）茎；（花或叶的）梗，柄,stem,1,no,no-exact-match,0,,,,,pending,,,
G56V0404,grade5-lower-u04-o017|still,1,5下,5下-U4,5下-p43,still,仍然；依旧；还是,still,1,no,no-exact-match,0,,,,,pending,,,
G56V0405,grade6-lower-u01-o010|stronger,1,6下,6下-U1,6下-p7,stronger,（strong 的比较级）更强壮的,stronger,1,no,morphology-only,0,,,strong,comparative,pending,,,
G56V0406,grade5-upper-u03-o002|subject,1,5上,5上-U3,5上-p28,subject,科目；学科,subject,1,no,exact-single,1,KV000590::subject::学科；科目,,,,pending,,,
G56V0407,grade5-lower-u02-o002|summer,1,5下,5下-U2,5下-p15,summer,夏天,summer,1,no,exact-single,1,KV000170::summer::夏天,,,,pending,,,
G56V0408,grade5-upper-u03-o013|sunday,1,5上,5上-U3,5上-p31,Sunday,星期日,sunday,1,no,exact-single,1,KV000200::Sunday::星期日,,,,pending,,,
G56V0409,grade6-upper-u05-o016|sunrise,1,6上,6上-U5,6上-p54,sunrise,日出,sunrise,1,no,exact-single,1,KV000710::sunrise::日出,,,,pending,,,
G56V0410,grade6-upper-u05-o027|sunset,1,6上,6上-U5,6上-p56,sunset,日落,sunset,1,no,no-exact-match,0,,,,,pending,,,
G56V0411,grade5-lower-u06-o022|sure,1,5下,5下-U6,5下-p63,sure,（表示同意）当然,sure,1,no,exact-single,1,KV000075::sure::当然；可以,,,,pending,,,
G56V0412,grade5-lower-u06-o020|sushi,1,5下,5下-U6,5下-p63,sushi,寿司,sushi,1,no,no-exact-match,0,,,,,pending,,,
G56V0413,grade6-upper-u05-o023|taikonaut,1,6上,6上-U5,6上-p56,taikonaut,中国航天员,taikonaut,1,no,no-exact-match,0,,,,,pending,,,
G56V0414,grade6-upper-u01-o013|take,1,6上,6上-U1,6上-p7,take,（过去式 took）（某个动作；和名词连用代替某个动词）,take,2,yes,exact-single,1,KV000872::take::买下,,,,pending,,,
G56V0415,grade5-lower-u01-o010|take,1,5下,5下-U1,5下-p8,take,学习；上（课）,take,2,yes,exact-single,1,KV000872::take::买下,,,,pending,,,
G56V0416,grade5-lower-u01-o012|take a dancing class,1,5下,5下-U1,5下-p8,take a dancing class,上舞蹈课,take a dancing class,1,no,no-exact-match,0,,,,,pending,,,
G56V0417,grade5-upper-u04-o014|take care of,1,5上,5上-U4,5上-p44,take care of,爱护；照顾,take care of,1,no,no-exact-match,0,,,,,pending,,,
G56V0418,grade5-lower-u06-o011|take turns,1,5下,5下-U6,5下-p62,take turns,按顺序来,take turns,1,no,no-exact-match,0,,,,,pending,,,
G56V0419,grade5-lower-u06-o009|talk quietly,1,5下,5下-U6,5下-p62,talk quietly,小声讲话,talk quietly,1,no,no-exact-match,0,,,,,pending,,,
G56V0420,grade6-lower-u01-o003|taller,1,6下,6下-U1,6下-p5,taller,（tall 的比较级）更高的,taller,1,no,morphology-only,0,,,tall,comparative,pending,,,
G56V0421,grade5-upper-u05-o006|tea,1,5上,5上-U5,5上-p53,tea,茶叶；茶；茶水,tea,1,no,exact-single,1,KV000087::tea::茶,,,,pending,,,
G56V0422,grade5-lower-u06-o021|teach,1,5下,5下-U6,5下-p63,teach,教,teach,1,no,exact-single,1,KV000436::teach::教,,,,pending,,,
G56V0423,grade5-upper-u01-o001|team,1,5上,5上-U1,5上-p4,team,（游戏或运动的）队；（一起工作的）组，班,team,1,no,no-exact-match,0,,,,,pending,,,
G56V0424,grade6-upper-u05-o019|telescope,1,6上,6上-U5,6上-p55,telescope,望远镜,telescope,1,no,no-exact-match,0,,,,,pending,,,
G56V0425,grade6-upper-u01-o024|terracotta warriors,1,6上,6上-U1,6上-p6,Terracotta Warriors,兵马俑,terracotta warriors,1,no,no-exact-match,0,,,,,pending,,,
G56V0426,grade6-lower-u01-o014|than,1,6下,6下-U1,6下-p4,than,比,than,1,no,no-exact-match,0,,,,,pending,,,
G56V0427,grade5-lower-u03-o028|thanksgiving,1,5下,5下-U3,5下-p28,Thanksgiving,感恩节,thanksgiving,1,no,exact-single,1,KV000792::Thanksgiving::感恩节,,,,pending,,,
G56V0428,grade5-lower-u03-o024|the great wall,1,5下,5下-U3,5下-p27,the Great Wall,长城,the great wall,1,no,exact-single,1,KV000483::the Great Wall::长城,,,,pending,,,
G56V0429,grade6-upper-u01-o026|the red army,1,6上,6上-U1,6上-p8,the Red Army,红军,the red army,1,no,no-exact-match,0,,,,,pending,,,
G56V0430,grade5-lower-u05-o005|theirs,1,5下,5下-U5,5下-p49,theirs,他们的；她们的；它们的,theirs,1,no,no-exact-match,0,,,,,pending,,,
G56V0431,grade5-upper-u04-o012|then,1,5上,5上-U4,5上-p43,then,那么；因此；既然如此,then,1,no,exact-single,1,KV000839::then::然后；那时,,,,pending,,,
G56V0432,grade5-lower-u03-o015|thing,1,5下,5下-U3,5下-p24,thing,事情,thing,1,no,exact-single,1,KV000469::thing::东西；事情,,,,pending,,,
G56V0433,grade6-lower-u01-o006|thinner,1,6下,6下-U1,6下-p7,thinner,（thin 的比较级）更瘦的,thinner,1,no,morphology-only,0,,,thin,comparative,pending,,,
G56V0434,grade5-lower-u04-o003|third (3rd),1,5下,5下-U4,5下-p39,third (3rd),第三（的）,third (3rd),1,no,no-exact-match,0,,,,,pending,,,
G56V0435,grade5-lower-u04-o010|thirtieth (30th),1,5下,5下-U4,5下-p42,thirtieth (30th),第三十（的）,thirtieth (30th),1,no,no-exact-match,0,,,,,pending,,,
G56V0436,grade6-lower-u04-o017|thought,1,6下,6下-U4,6下-p38,thought,（think 的过去式）想,thought,1,no,morphology-only,0,,,think,verb_past,pending,,,
G56V0437,grade6-upper-u01-o007|thousand,1,6上,6上-U1,6上-p6,thousand,一千,thousand,1,no,no-exact-match,0,,,,,pending,,,
G56V0438,grade5-upper-u03-o007|thursday,1,5上,5上-U3,5上-p29,Thursday,星期四,thursday,1,no,exact-single,1,KV000204::Thursday::星期四,,,,pending,,,
G56V0439,grade6-upper-u04-o013|ticket,1,6上,6上-U4,6上-p43,ticket,票,ticket,1,no,no-exact-match,0,,,,,pending,,,
G56V0440,grade6-lower-u03-o018|till,1,6下,6下-U3,6下-p24,till,直到,till,1,no,no-exact-match,0,,,,,pending,,,
G56V0441,grade6-upper-u05-o028|time,1,6上,6上-U5,6上-p56,time,次；回,time,1,no,exact-single,1,KV000188::time::时间；时刻,,,,pending,,,
G56V0442,grade6-lower-u03-o009|took,1,6下,6下-U3,6下-p27,took,（take 的过去式）拍照,took,1,no,morphology-only,0,,,take,verb_past,pending,,,
G56V0443,grade6-lower-u03-o010|took pictures,1,6下,6下-U3,6下-p27,took pictures,照相,took pictures,1,no,no-exact-match,0,,,,,pending,,,
G56V0444,grade5-upper-u04-o018|tooth,1,5上,5上-U4,5上-p44,tooth,牙；齿,tooth,1,no,no-exact-match,0,,,,,pending,,,
G56V0445,grade6-upper-u05-o025|toothpaste,1,6上,6上-U5,6上-p56,toothpaste,牙膏,toothpaste,1,no,no-exact-match,0,,,,,pending,,,
G56V0446,grade6-upper-u06-o024|top,1,6上,6上-U6,6上-p68,top,（位置、级别或程度）最高的,top,1,no,exact-single,1,KV000781::top::顶部；顶端,,,,pending,,,
G56V0447,grade5-upper-u06-o008|trip,1,5上,5上-U6,5上-p67,trip,（尤指短程往返的）旅行，旅游，出行,trip,3,yes,no-exact-match,0,,,,,pending,,,
G56V0448,grade5-lower-u03-o018|trip,1,5下,5下-U3,5下-p24,trip,旅行,trip,3,yes,no-exact-match,0,,,,,pending,,,
G56V0449,grade6-lower-u04-o020|trip,1,6下,6下-U4,6下-p38,trip,绊倒,trip,3,yes,no-exact-match,0,,,,,pending,,,
G56V0450,grade5-upper-u03-o003|tuesday,1,5上,5上-U3,5上-p28,Tuesday,星期二,tuesday,1,no,exact-single,1,KV000202::Tuesday::星期二,,,,pending,,,
G56V0451,grade5-lower-u06-o010|turn,1,5下,5下-U6,5下-p62,turn,顺序,turn,1,no,no-exact-match,0,,,,,pending,,,
G56V0452,grade6-lower-u03-o016|turpan,1,6下,6下-U3,6下-p24,Turpan,吐鲁番,turpan,1,no,no-exact-match,0,,,,,pending,,,
G56V0453,grade5-lower-u04-o006|twelfth (12th),1,5下,5下-U4,5下-p42,twelfth (12th),第十二（的）,twelfth (12th),1,no,no-exact-match,0,,,,,pending,,,
G56V0454,grade5-lower-u04-o007|twentieth (20th),1,5下,5下-U4,5下-p42,twentieth (20th),第二十（的）,twentieth (20th),1,no,no-exact-match,0,,,,,pending,,,
G56V0455,grade5-lower-u04-o008|twenty-first (21st),1,5下,5下-U4,5下-p42,twenty-first (21st),第二十一（的）,twenty-first (21st),1,no,no-exact-match,0,,,,,pending,,,
G56V0456,grade5-lower-u04-o009|twenty-third (23rd),1,5下,5下-U4,5下-p42,twenty-third (23rd),第二十三（的）,twenty-third (23rd),1,no,no-exact-match,0,,,,,pending,,,
G56V0457,grade5-upper-u04-o019|twice,1,5上,5上-U4,5上-p44,twice,两次；两遍,twice,1,no,no-exact-match,0,,,,,pending,,,
G56V0458,grade6-upper-u06-o004|type,1,6上,6上-U6,6上-p65,type,类型；种类,type,1,no,no-exact-match,0,,,,,pending,,,
G56V0459,grade5-upper-u06-o013|umbrella,1,5上,5上-U6,5上-p67,umbrella,伞；雨伞,umbrella,1,no,exact-single,1,KV000165::umbrella::雨伞,,,,pending,,,
G56V0460,grade6-upper-u03-o015|unhappy,1,6上,6上-U3,6上-p32,unhappy,不快乐的；难过的,unhappy,1,no,no-exact-match,0,,,,,pending,,,
G56V0461,grade6-upper-u06-o015|unplug,1,6上,6上-U6,6上-p66,unplug,拔掉……的电源插头,unplug,1,no,no-exact-match,0,,,,,pending,,,
G56V0462,grade6-upper-u06-o025|useful,1,6上,6上-U6,6上-p68,useful,有用的；有益的,useful,1,no,no-exact-match,0,,,,,pending,,,
G56V0463,grade5-lower-u01-o016|usually,1,5下,5下-U1,5下-p4,usually,通常地；惯常地,usually,2,yes,exact-single,1,KV000374::usually::通常,,,,pending,,,
G56V0464,grade5-upper-u03-o009|usually,1,5上,5上-U3,5上-p31,usually,通常地；经常地,usually,2,yes,exact-single,1,KV000374::usually::通常,,,,pending,,,
G56V0465,grade5-lower-u02-o018|vacation,1,5下,5下-U2,5下-p17,vacation,假期,vacation,1,no,exact-single,1,KV000679::vacation::假期,,,,pending,,,
G56V0466,grade6-upper-u03-o019|video,1,6上,6上-U3,6上-p32,video,视频；录像,video,1,no,no-exact-match,0,,,,,pending,,,
G56V0467,grade6-upper-u01-o014|view,1,6上,6上-U1,6上-p7,view,景色,view,1,no,no-exact-match,0,,,,,pending,,,
G56V0468,grade6-upper-u01-o010|village,1,6上,6上-U1,6上-p7,village,村庄；村镇,village,1,no,no-exact-match,0,,,,,pending,,,
G56V0469,grade5-upper-u03-o019|visit,1,5上,5上-U3,5上-p33,visit,看望；拜访；参观,visit,1,no,no-exact-match,0,,,,,pending,,,
G56V0470,grade6-upper-u02-o018|wake,1,6上,6上-U2,6上-p20,wake,（过去式 woke）醒；醒来,wake,1,no,no-exact-match,0,,,,,pending,,,
G56V0471,grade5-lower-u04-o021|walk,1,5下,5下-U4,5下-p43,walk,行走,walk,1,no,exact-single,1,KV000819::walk::散步；行走,,,,pending,,,
G56V0472,grade6-upper-u01-o001|was,1,6上,6上-U1,6上-p4,was,（be 的第一和第三人称单数过去式）,was,1,no,morphology-only,0,,,be,verb_past,pending,,,
G56V0473,grade6-lower-u02-o003|washed,1,6下,6下-U2,6下-p15,washed,（wash 的过去式）洗,washed,1,no,morphology-only,0,,,wash,verb_past,pending,,,
G56V0474,grade6-lower-u02-o004|watched,1,6下,6下-U2,6下-p15,watched,（watch 的过去式）看,watched,1,no,morphology-only,0,,,watch,verb_past,pending,,,
G56V0475,grade5-upper-u06-o003|waterfall,1,5上,5上-U6,5上-p64,waterfall,瀑布,waterfall,1,no,no-exact-match,0,,,,,pending,,,
G56V0476,grade5-upper-u05-o020|way,1,5上,5上-U5,5上-p57,way,方法；手段；途径；方式,way,1,no,no-exact-match,0,,,,,pending,,,
G56V0477,grade6-upper-u02-o015|wear,1,6上,6上-U2,6上-p19,wear,（过去式 wore）穿；戴,wear,1,no,exact-single,1,KV000262::wear::穿；戴,,,,pending,,,
G56V0478,grade5-upper-u03-o001|wednesday,1,5上,5上-U3,5上-p28,Wednesday,星期三,wednesday,1,no,exact-single,1,KV000203::Wednesday::星期三,,,,pending,,,
G56V0479,grade5-upper-u03-o010|weekend,1,5上,5上-U3,5上-p31,weekend,周末,weekend,1,no,no-exact-match,0,,,,,pending,,,
G56V0480,grade6-lower-u03-o001|went,1,6下,6下-U3,6下-p25,went,（go 的过去式）去,went,1,no,morphology-only,0,,,go,verb_past,pending,,,
G56V0481,grade6-lower-u03-o003|went camping,1,6下,6下-U3,6下-p25,went camping,（尤指在假日）野营,went camping,1,no,no-exact-match,0,,,,,pending,,,
G56V0482,grade6-lower-u03-o005|went fishing,1,6下,6下-U3,6下-p25,went fishing,去钓鱼,went fishing,1,no,no-exact-match,0,,,,,pending,,,
G56V0483,grade5-lower-u01-o013|when,1,5下,5下-U1,5下-p4,when,什么时候；何时,when,1,no,exact-single,1,KV000197::when::什么时候,,,,pending,,,
G56V0484,grade5-lower-u02-o013|which,1,5下,5下-U2,5下-p14,which,哪一个,which,1,no,exact-single,1,KV000836::which::哪一个；哪一些,,,,pending,,,
G56V0485,grade5-lower-u01-o021|why,1,5下,5下-U1,5下-p7,why,为什么,why,1,no,exact-single,1,KV000552::why::为什么,,,,pending,,,
G56V0486,grade6-upper-u02-o022|win,1,6上,6上-U2,6上-p20,win,（过去式 won）获胜,win,2,yes,exact-single,1,KV000734::win::赢；获胜,,,,pending,,,
G56V0487,grade5-lower-u01-o036|win,1,5下,5下-U1,5下-p9,win,获胜,win,2,yes,exact-single,1,KV000734::win::赢；获胜,,,,pending,,,
G56V0488,grade5-upper-u06-o007|wind,1,5上,5上-U6,5上-p67,wind,风；气流,wind,1,no,no-exact-match,0,,,,,pending,,,
G56V0489,grade6-upper-u02-o023|winner,1,6上,6上-U2,6上-p20,winner,获胜的人（或队）；成功者,winner,1,no,no-exact-match,0,,,,,pending,,,
G56V0490,grade5-lower-u02-o004|winter,1,5下,5下-U2,5下-p15,winter,冬天,winter,1,no,exact-single,1,KV000172::winter::冬天,,,,pending,,,
G56V0491,grade6-lower-u04-o021|woke,1,6下,6下-U4,6下-p38,woke,（wake 的过去式）醒,woke,1,no,morphology-only,0,,,wake,verb_past,pending,,,
G56V0492,grade5-upper-u01-o017|wonderful,1,5上,5上-U1,5上-p9,wonderful,令人赞叹的；精彩的；绝妙的,wonderful,1,no,exact-single,1,KV000566::wonderful::精彩的；极好的,,,,pending,,,
G56V0493,grade5-lower-u01-o023|work,1,5下,5下-U1,5下-p7,work,工作,work,1,no,exact-single,1,KV000859::work::做（某事）；工作,,,,pending,,,
G56V0494,grade5-upper-u05-o017|world,1,5上,5上-U5,5上-p57,world,世界；地球；天下,world,1,no,no-exact-match,0,,,,,pending,,,
G56V0495,grade5-upper-u02-o007|worried,1,5上,5上-U2,5上-p16,worried,担心的；担忧的,worried,1,no,exact-single,1,KV000729::worried::担心的,,,,pending,,,
G56V0496,grade5-upper-u06-o015|worry,1,5上,5上-U6,5上-p67,worry,担心；担忧；发愁,worry,1,no,no-exact-match,0,,,,,pending,,,
G56V0497,grade6-upper-u02-o011|writer,1,6上,6上-U2,6上-p19,writer,作家；作者,writer,1,no,exact-single,1,KV000744::writer::作家,,,,pending,,,
G56V0498,grade5-upper-u02-o010|wrong,1,5上,5上-U2,5上-p17,wrong,错误的,wrong,1,no,no-exact-match,0,,,,,pending,,,
G56V0499,grade5-lower-u03-o019|year,1,5下,5下-U3,5下-p25,year,年,year,1,no,exact-single,1,KV000208::year::年；岁,,,,pending,,,
G56V0500,grade6-upper-u02-o016|yesterday || grade6-lower-u02-o011|yesterday,2,6上|6下,6上-U2|6下-U2,6上-p19|6下-p17,yesterday,昨天,yesterday,1,no,no-exact-match,0,,,,,pending,,,
G56V0501,grade5-upper-u01-o006|young,1,5上,5上-U1,5上-p5,young,幼小的；年轻的,young,1,no,exact-single,1,KV000539::young::年轻的,,,,pending,,,
G56V0502,grade6-lower-u01-o001|younger,1,6下,6下-U1,6下-p5,younger,（young 的比较级）更年轻的,younger,1,no,morphology-only,0,,,young,comparative,pending,,,
G56V0503,grade5-lower-u05-o002|yours,1,5下,5下-U5,5下-p49,yours,你（们）的,yours,2,yes,no-exact-match,0,,,,,pending,,,
G56V0504,grade5-upper-u02-o017|yours,1,5上,5上-U2,5上-p21,yours,您的（用于书信结尾的签名前）,yours,2,yes,no-exact-match,0,,,,,pending,,,
