Word,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,MeaningRaw,MeaningStatus,FirstBook,Grade,Semester,Books,SourceFiles,Tags
by bus,,,乘公交车,I go to school by bus.,我乘公交车上学。,na. 乘公共汽车,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
by boat,,,乘小船；乘船,We go there by boat.,我们乘小船去那里。,na. 乘船,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
by ship,,,乘轮船；乘船,We go by ship.,我们乘船去。,乘船；乘轮船；坐轮船,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
by car,,,乘汽车,We go there by car.,我们乘汽车去那里。,na. 乘电车；乘汽车,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
by taxi,,,乘出租车,We go by taxi.,我们乘出租车去。,乘出租车；坐出租车；打的,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
by bike,,,骑自行车,I go to school by bike.,我骑自行车上学。,骑自行车；骑车；骑单车,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
on foot,,,步行,I go to school on foot.,我步行上学。,na. 步行；在进行中；徒步,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
by school bus,,,乘校车,She goes to school by school bus.,她乘校车上学。,无,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
by subway,,,乘地铁,We go by subway.,我们乘地铁去。,乘地铁；坐地铁；乘坐地铁,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
by plane,,,乘飞机,We go by plane.,我们乘飞机去。,adv. 乘飞机,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
by train,,,乘火车,We go there by train.,我们乘火车去那里。,na. 坐火车,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
garden,[ˈɡɑːdn],[ˈɡɑːrdn],花园,There are flowers in the garden.,花园里有花。,"n. 花园；菜园
vt. 栽培花木
vi. 从事园艺；在园中种植",curated,4年级上,4,上,4年级上|6年级上,人教版一年级起点四年级上.xlsx|人教版一年级起点六年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上 appears::6年级上
meeting place,[ˈmiːtɪŋ pleɪs],[ˈmiːtɪŋ pleɪs],集合地点,The gate is our meeting place.,大门是我们的集合地点。,n. 会场；聚集的地方,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
gate,[ɡeɪt],[ɡeɪt],大门,Wait for me at the gate.,在大门口等我。,"n. 大门；出入口；门道
vt. 给…装大门",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
transportation,[ˌtrænspɔːˈteɪʃn],[ˌtrænspɔːrˈteɪʃn],交通；交通方式,What transportation do you use?,你使用什么交通方式？,n. 运输；运输系统；运输工具；流放,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
film,[fɪlm],[fɪlm],电影,This film is interesting.,这部电影很有趣。,"n. 电影；薄膜；胶卷；轻烟
vt. 在…上覆以薄膜；把…拍成电影
vi. 摄制电影；生薄膜；变得朦胧",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
earth,[ɜːθ],[ɜːrθ],地球,The earth is our home.,地球是我们的家园。,"n. 地球；地表，陆地；土地，土壤；尘事，俗事；兽穴
vt. 把（电线）[电] 接地；盖（土）；追赶入洞穴
vi. 躲进地洞",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
snow,[snəʊ],[snoʊ],雪,There is snow in winter.,冬天有雪。,"n. 雪，积雪；下雪
vt. 使纷纷落下；使变白
vi. 降雪",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
theatre,[ˈθɪətə(r)],[ˈθiːətər],剧院,Let's go to the theatre.,我们去剧院吧。,n. 电影院，戏院；戏剧；阶梯式讲堂,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
come,[kʌm],[kʌm],来,Come to my house.,来我家吧。,"vi. 来；开始；出现；发生；变成；到达
vt. 做；假装；将满（…岁）
int. 嗨！",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
enjoy,[ɪnˈdʒɔɪ],[ɪnˈdʒɔɪ],喜欢；享受,I enjoy this film.,我喜欢这部电影。,vt. 欣赏，享受；喜爱；使过得快活,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
pen,[pen],[pen],钢笔,This is my pen.,这是我的钢笔。,"n. 钢笔；作家；围栏
vt. 写；关入栏中",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
knife,[naɪf],[naɪf],刀,Be careful with the knife.,使用刀时要小心。,"n. 刀；匕首
vt. 用刀切；（口）伤害
vi. 劈开；划过",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
eraser,[ɪˈreɪzə(r)],[ɪˈreɪsər],橡皮,I need an eraser.,我需要一块橡皮。,n. 橡皮；擦除器；[计] 清除器,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
crayon,[ˈkreɪən; ˈkreɪɒn],[ˈkreɪən; ˈkreɪɑːn],蜡笔,I draw with crayons.,我用蜡笔画画。,"n. 蜡笔，有色粉笔
vt. 以蜡笔作画，用颜色粉笔画",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
scissors,[ˈsɪzəz],[ˈsɪzərz],剪刀,Be careful with the scissors.,使用剪刀时要小心。,"n. 剪刀；剪式跳法
v. 剪开；删除（scissor的第三人称单数）",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
glue stick,,,胶棒,I need a glue stick.,我需要一支胶棒。,n. 胶棒,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
paper,[ˈpeɪpə(r)],[ˈpeɪpər],纸,I draw on the paper.,我在纸上画画。,"n. 纸；论文；文件；报纸
adj. 纸做的
vt. 用纸糊；用纸包装
vi. 贴糊墙纸；发交通违章传票",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
use,[juːz],[juːz],使用,Can I use your pen?,我可以用你的钢笔吗？,"n. 使用；用途；发挥
vt. 利用；耗费
vi. 使用，运用",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
please,[pliːz],[pliːz],请,Please give me the paper.,请把纸给我。,"int. 请（礼貌用语）
vt. 使喜欢；使高兴，使满意
vi. 讨人喜欢；令人高兴",curated,4年级上,4,上,4年级上|5年级上,人教版一年级起点四年级上.xlsx|人教版一年级起点五年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上 appears::5年级上
find,[faɪnd],[faɪnd],找到；发现,I can't find my pen.,我找不到我的钢笔。,"n. 发现
vi. 裁决
vt. 查找，找到；发现；认为；感到；获得",curated,4年级上,4,上,4年级上|6年级上,人教版一年级起点四年级上.xlsx|人教版一年级起点六年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上 appears::6年级上
Information Centre,,,信息中心,Let's ask at the Information Centre.,我们去信息中心问问。,信息中心；资讯中心；情报中心,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
Excuse me,[ɪk'skjʊs mi],[ɪkˈskjuːz mi],劳驾；对不起,Excuse me where is the gate?,请问大门在哪里？,un. 请原谅；对不起,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
phone,[fəʊn],[foʊn],电话；打电话,I have a phone.,我有一部电话。,"n. 电话；耳机，听筒
vt. 打电话
vi. 打电话",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
dad,[dæd],[dæd],爸爸,My dad is a doctor.,我爸爸是医生。,n. 爸爸；爹爹,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
hamburger,[ˈhæmbɜːɡə(r)],[ˈhæmbɜːrɡər],汉堡包,I want a hamburger.,我想要一个汉堡包。,n. 汉堡包，火腿汉堡；牛肉饼，肉饼；碎牛肉,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
shop,[ʃɒp],[ʃɑːp],商店；购物,This shop sells books.,这家商店卖书。,"n. 商店；店铺
vt. 购物
vi. 购物；买东西",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
climb on the window ledge,,,爬上窗台,Don't climb on the window ledge.,不要爬窗台。,无,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
dangerous,[ˈdeɪndʒərəs],[ˈdeɪndʒərəs],危险的,Playing with fire is dangerous.,玩火很危险。,"adj. 危险的
危险地",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
play with fire,,,玩火,Don't play with fire.,不要玩火。,na. 轻举妄动,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
Be careful!,,,小心！,Be careful on the stairs!,在楼梯上要小心！,小心；当心；注意,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
run down the stairs,,,跑下楼梯,Don't run down the stairs.,不要跑下楼梯。,无,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
sidewalk,[ˈsaɪdwɔːk],[ˈsaɪdwɔːk],人行道,Walk on the sidewalk.,在人行道上走。,n. 人行道,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
wait for,,,等待,Wait for the green light.,等绿灯。,na. 等；等待,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
safe,[seɪf],[seɪf],安全的,It is safe to wait here.,在这里等是安全的。,"n. 保险箱；冷藏室；纱橱
adj. 安全的；可靠的；平安的",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
stop,[stɒp],[stɑːp],停；停止,Stop at the red light.,红灯时停下来。,"n. 停止；车站；障碍；逗留
vi. 停止；中止；逗留；被塞住
vt. 停止；堵塞；断绝",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
street,[striːt],[striːt],街道,Don't run in the street.,不要在街道上跑。,"n. 街道
adj. 街道的",curated,4年级上,4,上,4年级上|4年级下,人教版一年级起点四年级上.xlsx|人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::上 appears::4年级上 appears::4年级下
safety rule,,,安全规则,Follow the safety rules.,遵守安全规则。,安全规程,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
nurse,[nɜːs],[nɜːrs],护士,The nurse helps sick people.,护士帮助病人。,"vt. 看护，护理；照顾；培养；给…喂奶
vi. 照料，护理；喂奶；当保姆
n. 护士；奶妈，保姆",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
cook,[kʊk],[kʊk],厨师；做饭,My uncle is a cook.,我叔叔是一名厨师。,"n. 厨师，厨子
vt. 烹调，煮
vi. 烹调，做菜",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
doctor,[ˈdɒktə(r)],[ˈdɑːktər],医生,The doctor helps sick people.,医生帮助病人。,"vt. 修理；篡改，伪造；为…治病；授以博士学位
n. 医生；博士
vi. 就医；行医",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
bus driver,,,公交车司机,The bus driver drives a bus.,公交车司机开公交车。,na. (公共汽车)驾驶员；〈俚〉轰炸机驾驶员,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
police officer,[pəˈliːs ɒfɪsə(r)],[pəˈlis ˈɔfɪsɚ],警察；警官,The police officer helps people.,警察帮助人们。,n. 警官；警察；警务人员,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
taxi driver,,,出租车司机,My father is a taxi driver.,我爸爸是出租车司机。,n. 计程车司机,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
farmer,[ˈfɑːmə(r)],[ˈfɑːrmər],农民,The farmer is a worker.,农民是一名劳动者。,n. 农夫，农民,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
worker,[ˈwɜːkə(r)],[ˈwɜːrkər],工人,The worker works hard.,工人努力工作。,n. 工人；劳动者；职蚁,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
in the future,,,将来；未来,I want to be a doctor in the future.,我将来想当医生。,adv. 今后,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
great,[ɡreɪt],[ɡreɪt],很棒的；伟大的,That is a great job.,那是一份很棒的工作。,"n. 大师；大人物；伟人们
adj. 伟大的，重大的；极好的，好的；主要的",curated,4年级上,4,上,4年级上|5年级上,人教版一年级起点四年级上.xlsx|人教版一年级起点五年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上 appears::5年级上
job,[dʒɒb],[dʒɑːb],工作；职业,What is your father's job?,你爸爸做什么工作？,"n. 工作；职业
vt. 承包；代客买卖
vi. 做零工",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
sick,[sɪk],[sɪk],生病的,The doctor helps sick people.,医生帮助病人。,"adj. 厌恶的；病态的；不舒服；渴望的；恶心的 ；生病的
n. 病人
vt. 使狗去咬；呕吐；追击",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
people,[ˈpiːp(ə)l],[ˈpiːpl],人们,Many people are here.,许多人在这里。,"n. 人；人类；民族；公民
vt. 居住于；使住满人",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
teach,[tiːtʃ],[tiːtʃ],教,Teachers teach children.,老师教孩子们。,"vt. 教；教授；教导
vi. 教授；讲授；当老师",curated,4年级上,4,上,4年级上|5年级上,人教版一年级起点四年级上.xlsx|人教版一年级起点五年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上 appears::5年级上
just,[dʒʌst],[dʒʌst],只是；仅仅,I just want to help.,我只是想帮忙。,"adv. 只是，仅仅；刚才，刚刚；正好，恰好；实在；刚要
adj. 公正的，合理的；正直的，正义的；正确的；公平的；应得的",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
myself,[maɪˈself],[maɪˈself],我自己,I can do it myself.,我可以自己做。,pron. 我自己；我亲自；我的正常的健康状况和正常情绪,curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
sound,[saʊnd],[saʊnd],听起来；声音,That sounds great.,那听起来很棒。,"n. 声音，语音；噪音；海峡；吵闹；听力范围；[医] 探条
adj. 健全的，健康的；合理的；可靠的；有效彻底的
vt. 听（诊）；测量，测…深；使发声；试探；宣告
vi. 听起来；发出声音；回响；测深
adv. 彻底地，充分地",curated,4年级上,4,上,4年级上,人教版一年级起点四年级上.xlsx,rj_start1 grade::4 semester::上 appears::4年级上
across from,,,在……对面,The bank is across from the hotel.,银行在酒店对面。,na. 在…的正对面,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
next to,,,紧挨着；在……旁边,The post office is next to the bank.,邮局在银行旁边。,prep. 紧邻；在…近旁；仅次于；紧接,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
between,[bɪˈtwiːn],[bɪˈtwiːn],在……之间,The shop is between the bank and hotel.,商店在银行和酒店之间。,"prep. 在…之间
adv. 在中间",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
restaurant,[ˈrestrɒnt],[ˈrestrɑːnt; ˈrestərɑːnt],餐馆；饭店,We eat dinner at the restaurant.,我们在餐馆吃晚饭。,n. 餐馆；[经] 饭店,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
post office,[ˈpəust ɔfis],[ˈpost ɔfɪs],邮局,I go to the post office.,我去邮局。,n. 邮局；邮政部门；邮政系统；邮差敲门游戏（儿童用假托的信件换取亲吻）,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
bank,[bæŋk],[bæŋk],银行,The bank is near the hotel.,银行在酒店附近。,"n. 银行；岸；浅滩；储库
vt. 将…存入银行；倾斜转弯
vi. 堆积；倾斜转弯",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
grocery,[ˈɡrəʊsəri],[ˈɡroʊsəri],食品杂货店；杂货店,We buy food at the grocery.,我们在杂货店买食物。,"n. 食品杂货店
食品杂货",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
turn left,[tɜ:n left],[tɝ​n lɛft],向左转,Turn left at the crossroads.,在十字路口向左转。,un. 向左转,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
turn right,,,向右转,Turn right at the bank.,在银行那里向右转。,na. 转往右面,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
go straight,,,直走,Go straight and turn left.,直走然后左转。,na. 笔直走,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
crossroads,[ˈkrɒsrəʊdz],[ˈkrɔːsroʊdz],十字路口,Turn right at the crossroads.,在十字路口右转。,n. 十字路口；交叉路口；聚会的中心地点（crossroad的复数形式）,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
neighbourhood,[ˈneɪbəhʊd],[ˈneɪbərhʊd],街区；社区,There is a park in my neighbourhood.,我的社区里有一个公园。,n. 邻近；周围；邻居关系；附近一带,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
send,[send],[send],发送；寄,I send a card.,我寄一张卡片。,"n. 上升运动
vi. 派人；寄信
vt. 发送，寄；派遣；使进入；发射",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
get,[ɡet],[ɡet],得到；取得,I get a present today.,我今天得到一份礼物。,"n. 生殖；幼兽
vi. 成为；变得；到达
vt. 使得；获得；受到；变成",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
money,[ˈmʌni],[ˈmʌni],钱,I have some money.,我有一些钱。,n. 钱；货币；财富,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
get to,,,到达,How can I get to the bank?,我怎样到银行？,na. 接触到；开始；〈美口〉收买,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
before,[bɪˈfɔː(r)],[bɪˈfɔːr],在……之前,I get up before seven.,我七点前起床。,"prep. 在…之前，先于
conj. 在…以前；在…之前
adv. 以前；在前",curated,4年级下,4,下,4年级下|5年级下,人教版一年级起点四年级下.xlsx|人教版一年级起点五年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下 appears::5年级下
leave,[liːv],[liːv],离开,We leave home at eight.,我们八点离开家。,"vt. 离开；留下；遗忘；委托
vi. 离开，出发；留下
n. 许可，同意；休假",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
toy,[tɔɪ],[tɔɪ],玩具,This shop sells toys.,这家商店卖玩具。,"n. 玩具；小装饰品；不值钱的东西
adj. 作为玩具的；玩物似的
vi. 玩弄；调情；随随便便地对待",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
city,[ˈsɪti],[ˈsɪti],城市,This city is beautiful.,这座城市很漂亮。,"n. 城市，都市
adj. 城市的；都会的",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
sports centre,,,体育中心,We play basketball at the sports centre.,我们在体育中心打篮球。,"体育运动中心, 运动场",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
hotel,[həʊˈtel],[hoʊˈtel],酒店；旅馆,We stay at a hotel.,我们住在酒店。,"n. 旅馆，饭店；客栈
vt. 使…在饭店下榻
vi. 进行旅馆式办公",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
square,[skweə(r)],[skwer],广场,There are many people in the square.,广场上有很多人。,"n. 平方；广场；正方形
adj. 平方的；正方形的；直角的；正直的
vt. 使成方形；与…一致
vi. 一致；成方形
adv. 成直角地",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
buy toys,,,买玩具,We buy toys at the shop.,我们在商店买玩具。,无,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
see a film,,,看电影,We see a film at the cinema.,我们在电影院看电影。,看电影；去看电影；去电影院看电影,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
go boating,,,去划船,We go boating on the lake.,我们在湖上划船。,na. 乘船〔尤指划船〕游玩,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
busy,[ˈbɪzi],[ˈbɪzi],忙的,The street is busy today.,今天街上很繁忙。,"adj. 忙碌的；热闹的；正被占用的
vt. 使忙于",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
station,[ˈsteɪʃ(ə)n],[ˈsteɪʃn],车站,The station is near the hotel.,车站在酒店附近。,"n. 车站；驻地；地位；身份
vt. 配置；安置；驻扎",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
place,[pleɪs],[pleɪs],地方,This is a beautiful place.,这是一个美丽的地方。,"n. 地方；住所；座位
vt. 放置；任命；寄予
vi. 名列前茅；取得名次",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
thing,[θɪŋ],[θɪŋ],东西；事情,I have many things to do.,我有很多事情要做。,n. 事情；东西；事物；情况,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
stay,[steɪ],[steɪ],停留；待,We stay at home today.,我们今天待在家里。,"n. 逗留；停止；支柱
vi. 停留；坚持；暂住；停下
vt. 坚持；暂住；抑制",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
star,[stɑː(r)],[stɑːr],星星,We can see many stars.,我们能看到许多星星。,"n. 星，恒星；明星；星形物
adj. 明星的，主角的；星形的
vt. 用星号标于；由…主演，由…担任主角
vi. 担任主角",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
king,[kɪŋ],[kɪŋ],国王,The king lives in a big house.,国王住在一所大房子里。,"n. 国王；最有势力者；王棋
vi. 统治；做国王
vt. 立…为王
adj. 主要的，最重要的，最大的",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
central,[ˈsentrəl],[ˈsentrəl],中心的；中央的,The museum is in the central square.,博物馆在中心广场。,"n. 电话总机
adj. 中心的；主要的；中枢的",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
take photos,,,拍照,We take photos at the Great Wall.,我们在长城拍照。,照相；拍照；拍照片,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
museum,[mjuˈziːəm],[mjuˈziːəm],博物馆,We visit the museum today.,我们今天参观博物馆。,n. 博物馆,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
dream,[driːm],[driːm],梦想,My dream is to travel.,我的梦想是去旅行。,"n. 梦想，愿望；梦
adj. 梦的；理想的；不切实际的
vt. 梦想；做梦；想到
vi. 梦想；做梦，梦见；想到",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
sea,[siː],[siː],海,We swim in the sea.,我们在海里游泳。,n. 海；海洋；许多；大量,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
ski,[skiː],[skiː],滑雪,I want to ski in winter.,我想冬天去滑雪。,"n. 滑雪橇
vi. 滑雪
adj. 滑雪（用）的",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
eat seafood,,,吃海鲜,We eat seafood by the sea.,我们在海边吃海鲜。,无,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
